movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.34103534,0.29101875,0.5057661,0.3236249,0.38648254,0.0,0.58176506,0.2865191,0.4169702,0.7808929,0.38002086,0.46611318,0.46762764,0.0,0.16174915,0.0,0.5209409,0.5216841,0.77379405,0.6135291,0.2665412,0.671027,0.4029598,0.74648416,0.48391852,0.5450814,0.35531798,0.5087072,0.38352814,0.12835346,0.18677391,0.47333544,0.5020512,0.3427596,0.47857904,0.6044223,0.29328668,0.35363412,0.36013785,0.54754263,0.100984305,0.48809186,0.6478646,0.22577448,0.43800423,0.6142856,0.2132399,0.59105396,0.22559302,0.44341347,0.0,0.6727903,0.5051547,0.52661556,0.18979998,0.36327416,0.20516908,0.52292305,0.027271602,0.6984799
47metersdown,0.7791575,0.7034612,0.8411104,0.44292524,0.41117525,0.0,0.65555143,0.26782715,0.3662843,0.8142895,0.2123498,0.39051563,0.7227336,0.0,0.30986455,0.0,0.93214405,0.2411467,0.9974238,0.6148667,0.28899902,0.56952035,0.4322311,0.7521442,0.47889188,0.6405773,0.4678726,0.7287557,0.30927405,0.0,0.045349307,0.6519629,0.68374443,0.35564524,0.70776814,0.9080147,0.5372935,0.5683193,0.73658925,0.3962743,0.16548963,0.6532308,0.6683482,0.2504145,0.56669223,1.1108686,0.38567412,0.50084764,0.2513513,0.54952574,0.0,0.8748159,0.8060987,0.6558262,0.0,0.60253435,0.37326345,0.65172637,0.0,0.6983224
abeautifuldaymovie,0.52705336,0.5725133,0.43198484,0.2701644,0.24500449,0.0,0.44139487,0.22786842,0.36829194,0.5912027,0.30790174,0.2650761,0.48382556,0.0,0.13763726,0.0,0.46924564,0.19585535,0.599323,0.5168577,0.2112886,0.68048304,0.3493733,0.6329288,0.54106355,0.3834046,0.49857858,0.41081777,0.48998746,0.0,0.40791506,0.41380638,0.5980024,0.4168318,0.43675333,0.6347512,0.3023019,0.41269395,0.4038196,0.47658184,0.15174717,0.5465491,0.3645702,0.33273804,0.15106964,0.66293156,0.38977784,0.5663,0.30224973,0.41990387,0.0,0.7012372,0.3536077,0.273141,0.0,0.53880686,0.19430955,0.6371263,0.018590864,0.63600993
abominablemovie,0.92148244,1.2338934,0.86664706,0.4345432,0.04803592,0.0,0.7826752,0.4402507,0.8388019,1.0569618,0.60486287,0.6563846,0.7516083,0.0,0.62492174,0.05874388,0.6101701,0.40245432,1.018247,0.7540375,0.33742246,1.1458007,0.7900214,1.0334994,0.92501456,1.0147951,0.63553095,0.8494292,0.63320357,0.0,0.55635476,0.5514681,0.94052213,0.663199,0.9435334,1.0588176,0.5069223,0.5432093,0.5938813,0.81561977,0.15880866,0.60529333,0.53394663,0.5662982,0.44876432,1.0611898,0.44827026,0.92948914,0.5892991,0.89172834,0.0,0.8038592,0.7911657,0.55572695,0.0,0.81374514,0.32005522,0.52253944,0.0,0.90939957
adastramovie,0.35315165,0.45697594,0.39491326,0.27376807,0.28837803,0.0,0.5161502,0.2909742,0.28847405,0.5516124,0.22544232,0.22877248,0.56256056,0.0,0.43832693,0.061228,0.44975713,0.35435504,0.6166827,0.51197636,0.15088768,0.5523146,0.3600541,0.58617604,0.44085696,0.49400428,0.14437053,0.5493884,0.42777354,0.0,0.44577572,0.22866741,0.32893696,0.35460773,0.56685656,0.48105124,0.35051864,0.19411248,0.4044539,0.4410809,0.1219064,0.40392852,0.5028101,0.28705305,0.4295332,0.5061606,0.3450728,0.54770595,0.23748906,0.5094394,0.0,0.5156183,0.4110716,0.39442754,0.0,0.3968831,0.31252706,0.63154304,0.0,0.7334465
adogsjourneymovie,1.1449547,1.2578889,1.0608512,0.6396136,0.60781044,0.0,1.319883,0.36324704,1.1816227,1.5095565,0.84641784,0.43730798,1.132762,0.0,0.59639597,0.16023028,1.1024384,0.71698976,1.4544588,0.87352824,0.5112634,0.9501329,0.85003734,1.5108806,0.7634311,0.9479254,0.79669034,0.68186706,0.8345183,0.0,0.42997357,1.1487627,0.86034,0.22785996,1.4005263,1.5082544,0.49323714,1.2311195,1.0741569,1.0433594,0.14907587,0.9856875,1.0152115,0.6568869,0.5931533,1.7420458,0.70897955,0.8823767,0.7839161,0.84478414,0.0,1.3962054,0.9486899,0.6227962,0.030725697,1.105821,0.6330524,1.0234141,0.0,1.1201879
aftermathmovie,0.42901316,0.38864127,0.3608125,0.30931497,0.2915417,0.0,0.4729398,0.24551462,0.27723587,0.51357126,0.25983763,0.2028109,0.3499672,0.0,0.08603089,0.0,0.36233535,0.25660333,0.5920915,0.4041725,0.2658365,0.48666254,0.27243626,0.38606983,0.35829124,0.39202207,0.2533802,0.5055752,0.36994085,0.0,0.13936916,0.3287273,0.31618714,0.25323668,0.41722822,0.41458717,0.27710107,0.3242178,0.32996085,0.4110543,0.09309219,0.23329398,0.21509574,0.23035744,0.33674675,0.5037729,0.26963517,0.43598324,0.2157758,0.29777637,0.0,0.33996934,0.3732673,0.2543668,0.0,0.47435722,0.2530907,0.39320323,0.0,0.5810319
aftermovie,0.528955,0.4727747,0.41987118,0.3123184,0.3208656,0.0,0.50350994,0.26534557,0.41642144,0.6313308,0.2938476,0.30099994,0.53332746,0.0,0.14533019,0.023635924,0.42299423,0.34709632,0.79231644,0.49908778,0.13479747,0.64695275,0.22972271,0.6756979,0.3921125,0.7023777,0.41445568,0.61794,0.41795808,0.0,0.11651939,0.49153978,0.5169081,0.25678545,0.49070957,0.43054435,0.42688733,0.39862308,0.4554483,0.5227578,0.31847537,0.5283392,0.3950214,0.2440405,0.35807228,0.85896456,0.30463007,0.59288645,0.2875113,0.33593187,0.0,0.51910824,0.59562707,0.3851535,0.013798494,0.46108887,0.33948627,0.5492176,0.0,0.7139546
ahiddenlifefilm,0.22739238,0.23761164,0.21445718,0.15009044,0.1577931,0.0,0.24405842,0.08805229,0.16703887,0.28759614,0.14572163,0.14531565,0.23862424,0.0,0.09600232,0.021004092,0.21251522,0.13166972,0.30183342,0.23541671,0.090501375,0.2673093,0.16233331,0.30688813,0.21396475,0.22795793,0.1581295,0.19517542,0.18878631,0.0,0.10389344,0.18756685,0.2220603,0.15472178,0.23588327,0.2713974,0.14247285,0.14821415,0.17548795,0.24642538,0.05332051,0.21950725,0.20047645,0.124156676,0.17622317,0.29647374,0.1507952,0.21987998,0.14754696,0.19658338,0.0,0.2694962,0.18799582,0.1743755,0.0,0.2283911,0.09884533,0.24485654,0.0,0.26398534
alitamovie,0.7755128,0.77702516,0.67390496,0.43023863,0.4298168,0.0,0.8566057,0.36521125,0.40677747,0.9728735,0.22980808,0.4198909,0.8761794,0.0,0.5158092,0.035151694,0.66231227,0.21245871,0.8537318,0.57535905,0.59112895,0.715092,0.3240657,0.7030005,0.72411764,0.8845715,0.5470035,0.7574279,0.7184307,0.0,0.37952682,0.49122953,0.47907057,0.36621407,0.58980435,0.613159,0.4666034,0.45909587,0.33619848,0.7478674,0.014810871,0.7395098,0.32700562,0.5815708,0.76037693,0.7710278,0.34750608,0.83447105,0.23362426,0.44990677,0.0,0.5931786,0.8327229,0.74069613,0.0,0.46071345,0.3856309,0.70627177,0.0,0.52586627
