movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
21bridgesmovie,0.4155895,0.31950283,0.41206104,0.0,0.5098287,0.43375248,0.42414126,0.42394286,0.32543653,0.3515193,0.29932046,0.3388763,0.548743,0.43694144,0.3429225,0.49987638,0.0,0.3557425,0.5440842,0.37106824,0.0,0.0,0.13290799,0.0,0.0,0.26778597,0.5023223,0.0,0.38167828,0.40682396,0.48973256,0.30376583,0.0,0.5962054,0.59007305,0.4099518,0.50076747,0.3862666,0.51068056,0.51769793,0.30374378,0.21314213,0.25962228,0.0,0.16329929,0.35283625,0.2969777,0.23103684,0.040073447,0.6838367,0.3950386,0.43434495,0.4315833,0.0,0.0,0.45557642,0.11328476,0.31265783,0.26408458,0.20611435,0.38312685,0.23108739,0.28592673,0.0,0.0,0.42636904,0.4228556,0.0,0.22615336,0.47853076,0.39139235,0.24477328,0.12811026,0.08340733,0.567573,0.30120695,0.3457381,0.5675499,0.31969768,0.42631498,0.28455928,0.41648197,0.22866966,0.4675253,0.0,0.5401189,0.27216133,0.5092047,0.0,0.5224249,0.30415535,0.373556,0.46340212,0.37144843,0.3486788,0.1822154,0.2882849,0.36007908,0.1662935,0.31248996
47metersdown,0.65797937,0.34734195,0.43043947,0.074788004,0.6757157,0.5775666,0.7163329,0.47509181,0.7730993,0.567524,0.46378848,0.1098174,0.3817783,0.39902452,0.52824944,0.54809636,0.0,0.55122006,0.7445468,0.55359936,0.20782736,0.0,0.20487078,0.0,0.0,0.40850475,0.67265904,0.0,0.77921975,0.4122363,0.34781474,0.26672226,0.0,0.6826419,0.7513227,0.84578145,0.70422184,0.38514355,0.6618105,0.71755487,0.47266904,0.088165395,0.4657372,0.0,0.27944028,0.43802163,0.5493049,0.43848178,0.0,0.5695208,0.57163453,0.6105832,0.63386196,0.0,0.0,0.39243534,0.0,0.67690486,0.14498596,0.4166286,0.4242096,0.59741235,0.60194415,0.0,0.0,0.64692146,0.4538561,0.0,0.34287304,0.49724036,0.58268714,0.16029046,0.43653738,0.0,0.5751427,0.30089468,0.40700978,0.60359025,0.29517594,0.53740656,0.72666633,0.5704707,0.35963047,0.68451566,0.0,0.4118269,0.46795523,0.5888174,0.07240114,0.43387127,0.6929016,0.5108625,0.8319071,0.35689,0.4903871,0.10108105,0.3428669,0.39619398,0.29242468,0.34127012
abeautifuldaymovie,0.5163119,0.31242177,0.27934802,0.07855651,0.5576399,0.4547826,0.4040456,0.47959465,0.3908897,0.4366673,0.25500324,0.23049183,0.53703886,0.3650301,0.26093107,0.47476363,0.0,0.3467417,0.59964824,0.39553553,0.06194987,0.0,0.18156382,0.0,0.0,0.321719,0.5748515,0.05531532,0.5302883,0.38060614,0.29331142,0.29835206,0.0,0.5218257,0.5138099,0.5393505,0.4418906,0.3338707,0.45647645,0.5340025,0.3326669,0.21052405,0.25793642,0.0,0.13720638,0.28605732,0.4228396,0.30859038,0.044404417,0.63870037,0.16095218,0.42423186,0.4846029,0.0,0.0,0.3821716,0.14672635,0.35750479,0.048266158,0.35278118,0.2249655,0.335148,0.34148207,0.0,0.0,0.40954086,0.4399777,0.0,0.17932473,0.49892905,0.3576793,0.095554814,0.32738987,0.0,0.6655137,0.26693228,0.3014975,0.3993384,0.18462989,0.3029231,0.21916232,0.3752903,0.32312697,0.5714426,0.0,0.53240526,0.3732646,0.417308,0.0,0.3471176,0.5527549,0.34425056,0.40106994,0.2213377,0.3567689,0.08043023,0.14360261,0.43605992,0.094199896,0.28800523
abominablemovie,0.56913495,0.44338733,0.61950654,0.0,1.0142434,0.6636263,0.56951755,0.6377913,0.61486185,0.5860416,0.7084961,0.17439023,0.6205198,0.4957037,0.33835977,0.5029564,0.0,0.65607333,0.72221017,0.56874865,0.0,0.0,0.0,0.0,0.0,0.45943877,0.5832064,0.044364136,0.7073234,0.44424248,0.91010046,0.5218679,0.0,0.91152114,0.84420174,0.88255465,0.7693277,0.39893073,0.4318044,0.83544433,0.29539764,0.31438667,0.4451071,0.0,0.40089726,0.18582629,0.54798454,0.2930687,0.0,0.7791276,0.59245807,0.7050021,0.74482435,0.0,0.0,0.56437165,0.16090754,0.88288194,0.21351978,0.22479081,0.44034463,0.3305941,0.47524562,0.0,0.0,0.5835866,0.7758992,0.0,0.26068985,0.7414683,0.70105594,0.19917652,0.5041683,0.0,0.86893964,0.2106185,0.23206565,0.6300369,0.20508644,0.56175685,0.4989989,0.4028323,0.38521564,0.66480726,0.0,0.51384056,0.37722802,0.8270707,0.0,0.35362405,0.80772996,0.6535709,0.4357536,0.61291647,0.35087124,0.114771634,0.241909,0.95260274,0.27889788,0.4906741
adastramovie,0.31333962,0.38335872,0.3742875,0.24925411,0.47257978,0.43216723,0.44528437,0.32924068,0.35004762,0.23066764,0.33576316,0.36233318,0.3785768,0.41638377,0.32380682,0.52482855,0.0,0.38786137,0.6156597,0.4836372,0.06333452,0.0,0.090492174,0.0,0.0,0.27639243,0.60192096,0.0,0.44666374,0.23167352,0.38601238,0.29582804,0.0,0.53158116,0.5406353,0.45023137,0.3981144,0.26205462,0.28095466,0.5840279,0.25787726,0.14313065,0.28624925,0.0,0.11530977,0.25237492,0.3765143,0.28161672,0.0,0.5219755,0.11844339,0.44786727,0.42696318,0.0,0.0,0.3554664,0.083879426,0.45179832,0.23709202,0.27223545,0.2410494,0.15287216,0.22864434,0.0,0.0,0.3216314,0.3148084,0.0,0.22052024,0.41622627,0.3405651,0.1147777,0.31626213,0.0,0.36979458,0.16829804,0.3723102,0.6154506,0.2979418,0.1564587,0.29346052,0.426348,0.3594919,0.4249593,0.0,0.44950193,0.23089683,0.5963227,0.012961127,0.39252836,0.31272957,0.19618334,0.43896562,0.39859924,0.31543937,0.16780737,0.17513666,0.38014916,0.0,0.20700157
adogsjourneymovie,1.2856311,0.8377945,0.6396896,0.11924362,1.2759522,0.82266366,0.83707005,0.8264145,0.8881911,0.9054083,0.56913245,0.618833,0.89338446,0.9357577,0.39276665,0.8025669,0.0,0.6131646,1.0311611,0.5778927,0.0,0.0,0.3822887,0.0,0.0,0.9350686,1.387762,0.0,1.0702672,1.0309978,1.1537066,0.75474143,0.0,1.2780882,1.2966964,0.98516977,1.2100065,0.9198912,0.8667703,1.022137,0.9950797,0.094393305,0.4759039,0.0,0.40430325,0.12480001,1.1693281,0.49663192,0.0,1.6753614,0.74352235,0.95485514,0.93543994,0.0,0.0,0.7674175,0.09408612,0.9430333,0.53469265,0.58059424,0.6096753,0.80619454,0.58288753,0.0,0.0,0.6443432,1.0473549,0.0,0.4567227,0.92894757,0.70942336,0.19352491,0.49764475,0.0,1.3560445,0.34537935,0.6581283,1.0452268,0.62352324,0.7595622,0.435165,0.35962164,0.7421942,0.6498417,0.0,0.85438585,0.4297328,1.130174,0.0,0.74866337,0.6070233,0.5970331,1.0147003,0.7314353,0.686389,0.11779312,0.26526508,0.9669819,0.56664354,0.5764394
aftermathmovie,0.43679532,0.38406032,0.29991743,0.08856487,0.4631753,0.2986458,0.47533533,0.33543372,0.27901554,0.34965366,0.24630411,0.17879637,0.3210326,0.37712756,0.2433117,0.2826182,0.0,0.28850877,0.35114908,0.17891699,0.017765392,0.0,0.1421683,0.0,0.0,0.34493533,0.5321983,0.0,0.50112724,0.28240553,0.43354377,0.2357559,0.0,0.50115037,0.35752803,0.3516256,0.38207301,0.31871372,0.395258,0.33386377,0.26405594,0.20677039,0.29804596,0.0,0.22191814,0.25608695,0.3365037,0.20871797,0.0,0.51153505,0.25048035,0.45171317,0.41528788,0.0,0.0,0.3721159,0.07814833,0.32462347,0.18192276,0.26160264,0.26243514,0.15756217,0.2788139,0.0,0.0,0.3689861,0.3034642,0.0,0.11324132,0.2440631,0.3827159,0.08611953,0.33830202,0.0,0.29376316,0.10875535,0.25338128,0.28938332,0.33459455,0.29152456,0.29234743,0.23984805,0.22724654,0.40894777,0.0,0.36965248,0.18591827,0.5001987,0.0,0.27082428,0.37339315,0.2594086,0.2875845,0.20974565,0.34446654,0.12372602,0.10373812,0.35991302,0.17532831,0.28347275
aftermovie,0.44225994,0.44805735,0.30844226,0.1836803,0.6289323,0.4394685,0.4965923,0.47639298,0.53120697,0.304815,0.29802334,0.32151452,0.5109245,0.48654175,0.301808,0.38222983,0.0,0.37724578,0.58056265,0.39081368,0.0,0.0,0.104231745,0.0,0.0,0.4110058,0.48773268,0.0,0.4609452,0.33580813,0.52695835,0.28353179,0.0,0.63576597,0.5782888,0.46239406,0.529661,0.4627606,0.47072333,0.7452778,0.31318107,0.0,0.19880494,0.0,0.14278165,0.2341033,0.39845943,0.30109116,0.117605396,0.66580665,0.3763865,0.4708154,0.44006002,0.0,0.0,0.21297906,0.064011164,0.5599094,0.18452734,0.2861046,0.37201893,0.40334442,0.3787441,0.0,0.0,0.38982856,0.43597588,0.0,0.18652457,0.4870393,0.3074453,0.16741134,0.3650239,0.0,0.5631379,0.122495934,0.31716082,0.45184308,0.40316272,0.31815815,0.28382552,0.21836597,0.29236293,0.34518504,0.0,0.42993528,0.17051464,0.4963298,0.113790296,0.37836507,0.41735348,0.35267016,0.45258942,0.3602381,0.358601,0.08193411,0.19679132,0.47217107,0.26684242,0.2741699
ahiddenlifefilm,0.19786018,0.15151371,0.18885934,0.03413023,0.2444579,0.21348324,0.1976079,0.18683,0.18398908,0.15900245,0.15865327,0.12438181,0.17939839,0.18276182,0.15450427,0.21177135,0.0,0.15558918,0.2511668,0.1534354,0.026475918,0.0,0.060977094,0.0,0.0,0.12526196,0.24181905,0.0,0.22333229,0.16706593,0.20594028,0.12539715,0.0,0.26479858,0.26461557,0.22805493,0.23064081,0.15445772,0.1627535,0.23258838,0.1432352,0.08990912,0.121995255,0.0,0.068615094,0.09940468,0.20136362,0.1344216,0.0139083825,0.2760384,0.15360025,0.18611355,0.20008586,0.0,0.0,0.16513273,0.019956943,0.22177045,0.06904804,0.111530334,0.15797774,0.10867435,0.13786247,0.0,0.0,0.16265075,0.19512612,0.0,0.10635849,0.21244693,0.17860651,0.06687114,0.12580667,0.0,0.24288285,0.09657786,0.14324032,0.2098517,0.1132324,0.13999006,0.12361962,0.15552358,0.119038954,0.21719755,0.0,0.17788152,0.10907336,0.2101078,0.010095377,0.172005,0.2109814,0.18070959,0.19859755,0.18494089,0.120827615,0.03834623,0.091376185,0.1712872,0.07925064,0.11258049
alitamovie,0.6635583,0.5567963,0.38762242,0.5070206,0.8999465,0.83373886,0.9475081,0.55009365,0.7108202,0.6648368,0.51334757,0.21840201,0.51569116,0.53124076,0.6233888,0.5970817,0.0,0.55334187,0.7945503,0.57289165,0.22642082,0.0,0.20671614,0.0,0.0,0.48797038,0.50510085,0.07671539,0.7859569,0.3822414,0.53310335,0.7085398,0.0,0.83898383,0.8887384,0.78273875,0.66116804,0.4423086,0.8386364,0.58894014,0.33402345,0.23166466,0.40128306,0.0,0.28453702,0.3005812,0.44410446,0.27223548,0.0,0.799001,0.44604254,0.41881138,0.8192362,0.0,0.0,0.4569064,0.0,0.6381182,0.23698154,0.4475406,0.61170787,0.42476812,0.49247828,0.0,0.0,0.5725019,0.49232054,0.0064253304,0.4460882,0.6803616,0.557017,0.08049688,0.4695325,0.0,0.7204739,0.18599303,0.63320374,0.94212854,0.3755983,0.62803936,0.22803885,0.40959784,0.542602,0.7120965,0.0,0.34490827,0.2546642,0.70516855,0.0027932432,0.6728513,0.65222585,0.600731,0.663232,0.6359006,0.4287344,0.18632755,0.3131871,0.7749822,0.251064,0.5169976
