,user,items,ratings
1059,71,158,1
1060,72,14,1
1061,72,25,1
1062,72,39,1
1063,72,47,1
1064,72,48,1
1065,72,50,1
1066,72,64,1
1067,72,66,1
1068,72,70,1
1069,72,81,1
1070,72,87,1
1071,72,93,1
1072,72,103,1
1073,72,140,1
1074,72,159,1
1075,73,34,1
1076,73,40,1
1077,73,50,1
1078,73,78,1
1079,73,84,1
1080,73,102,1
1081,73,112,1
1082,73,118,1
1083,73,121,1
1084,73,126,1
1085,73,144,1
1086,73,149,1
1087,73,156,1
1088,73,164,1
1089,74,11,1
1090,74,12,1
1091,74,42,1
1092,74,43,1
1093,74,55,1
1094,74,57,1
1095,74,78,1
1096,74,84,1
1097,74,102,1
1098,74,108,1
1099,74,118,1
1100,74,129,1
1101,74,134,1
1102,74,161,1
1103,74,164,1
1104,75,30,1
1105,75,44,1
1106,75,52,1
1107,75,60,1
1108,75,78,1
1109,75,80,1
1110,75,102,1
1111,75,118,1
1112,75,126,1
1113,75,127,1
1114,75,129,1
1115,75,134,1
1116,75,142,1
1117,75,161,1
1118,75,164,1
1119,76,3,1
1120,76,24,1
1121,76,30,1
1122,76,67,1
1123,76,74,1
1124,76,75,1
1125,76,81,1
1126,76,86,1
1127,76,101,1
1128,76,126,1
1129,76,129,1
1130,76,144,1
1131,76,161,1
1132,76,164,1
1133,77,12,1
1134,77,18,1
1135,77,28,1
1136,77,34,1
1137,77,62,1
1138,77,84,1
1139,77,87,1
1140,77,122,1
1141,77,127,1
1142,77,128,1
1143,77,129,1
1144,77,134,1
1145,77,144,1
1146,77,147,1
1147,77,156,1
1148,78,12,1
1149,78,22,1
1150,78,28,1
1151,78,37,1
1152,78,44,1
1153,78,46,1
1154,78,50,1
1155,78,58,1
1156,78,66,1
1157,78,87,1
1158,78,99,1
1159,78,112,1
1160,78,122,1
1161,78,156,1
1162,78,164,1
1163,79,22,1
1164,79,28,1
1165,79,30,1
1166,79,58,1
1167,79,60,1
1168,79,62,1
1169,79,64,1
1170,79,68,1
1171,79,87,1
1172,79,99,1
1173,79,119,1
1174,79,122,1
1175,79,141,1
1176,79,156,1
1177,79,161,1
1178,80,3,1
1179,80,4,1
1180,80,5,1
1181,80,21,1
1182,80,55,1
1183,80,57,1
1184,80,72,1
1185,80,81,1
1186,80,83,1
1187,80,86,1
1188,80,101,1
1189,80,107,1
1190,80,108,1
1191,80,121,1
1192,80,135,1
1193,81,12,1
1194,81,32,1
1195,81,58,1
1196,81,68,1
1197,81,79,1
1198,81,80,1
1199,81,87,1
1200,81,112,1
1201,81,118,1
1202,81,121,1
1203,81,122,1
1204,81,134,1
1205,81,156,1
1206,81,164,1
1207,82,34,1
1208,82,40,1
1209,82,53,1
1210,82,58,1
1211,82,75,1
1212,82,77,1
1213,82,79,1
1214,82,81,1
1215,82,102,1
1216,82,112,1
1217,82,132,1
1218,82,137,1
1219,82,144,1
1220,82,164,1
1221,83,30,1
1222,83,40,1
1223,83,49,1
1224,83,57,1
1225,83,62,1
1226,83,75,1
1227,83,84,1
1228,83,89,1
1229,83,93,1
1230,83,102,1
1231,83,115,1
1232,83,126,1
1233,83,128,1
1234,83,144,1
1235,83,159,1
1236,84,5,1
1237,84,28,1
1238,84,34,1
1239,84,44,1
1240,84,57,1
1241,84,62,1
1242,84,74,1
1243,84,80,1
1244,84,87,1
1245,84,101,1
1246,84,104,1
1247,84,118,1
1248,84,128,1
1249,84,134,1
1250,85,12,1
1251,85,33,1
1252,85,43,1
1253,85,54,1
1254,85,60,1
1255,85,66,1
1256,85,78,1
1257,85,84,1
1258,85,87,1
1259,85,99,1
1260,85,119,1
1261,85,126,1
1262,85,127,1
1263,85,156,1
1264,85,161,1
1265,86,28,1
1266,86,34,1
1267,86,57,1
1268,86,62,1
1269,86,66,1
1270,86,72,1
1271,86,81,1
1272,86,101,1
1273,86,119,1
1274,86,125,1
1275,86,134,1
1276,86,137,1
1277,86,147,1
1278,86,156,1
1279,86,164,1
1280,87,19,1
1281,87,30,1
1282,87,44,1
1283,87,58,1
1284,87,66,1
1285,87,68,1
1286,87,77,1
1287,87,78,1
1288,87,86,1
1289,87,102,1
1290,87,120,1
1291,87,124,1
1292,87,152,1
1293,87,161,1
1294,87,164,1
1295,88,0,1
1296,88,2,1
1297,88,21,1
1298,88,28,1
1299,88,56,1
1300,88,72,1
1301,88,73,1
1302,88,80,1
1303,88,96,1
1304,88,104,1
1305,88,118,1
1306,88,141,1
1307,88,156,1
1308,88,163,1
1309,89,1,1
1310,89,12,1
1311,89,28,1
1312,89,34,1
1313,89,40,1
1314,89,44,1
1315,89,60,1
1316,89,78,1
1317,89,87,1
1318,89,104,1
1319,89,112,1
1320,89,122,1
1321,89,147,1
1322,89,156,1
1323,89,164,1
1324,90,28,1
1325,90,34,1
1326,90,50,1
1327,90,58,1
1328,90,66,1
1329,90,80,1
1330,90,87,1
1331,90,103,1
1332,90,112,1
1333,90,119,1
1334,90,122,1
1335,90,137,1
1336,90,156,1
1337,90,163,1
1338,90,164,1
1339,91,4,1
1340,91,9,1
1341,91,28,1
1342,91,40,1
1343,91,58,1
1344,91,64,1
1345,91,68,1
1346,91,81,1
1347,91,101,1
1348,91,108,1
1349,91,121,1
1350,91,127,1
1351,91,131,1
1352,91,149,1
1353,91,156,1
1354,92,9,1
1355,92,12,1
1356,92,19,1
1357,92,25,1
1358,92,30,1
1359,92,34,1
1360,92,68,1
1361,92,96,1
1362,92,99,1
1363,92,105,1
1364,92,106,1
1365,92,121,1
1366,92,127,1
1367,92,128,1
1368,92,156,1
1369,93,9,1
1370,93,18,1
1371,93,28,1
1372,93,34,1
1373,93,44,1
1374,93,68,1
1375,93,74,1
1376,93,80,1
1377,93,99,1
1378,93,126,1
1379,93,129,1
1380,93,144,1
1381,93,148,1
1382,93,156,1
1383,93,161,1
1384,94,30,1
1385,94,44,1
1386,94,80,1
1387,94,81,1
1388,94,86,1
1389,94,102,1
1390,94,108,1
1391,94,112,1
1392,94,121,1
1393,94,126,1
1394,94,127,1
1395,94,129,1
1396,94,134,1
1397,94,161,1
1398,94,164,1
1399,95,17,1
1400,95,24,1
1401,95,25,1
1402,95,44,1
1403,95,76,1
1404,95,86,1
1405,95,91,1
1406,95,98,1
1407,95,100,1
1408,95,103,1
1409,95,112,1
1410,95,124,1
1411,95,142,1
1412,95,154,1
1413,95,156,1
1414,96,13,1
1415,96,31,1
1416,96,34,1
1417,96,50,1
1418,96,53,1
1419,96,66,1
1420,96,68,1
1421,96,76,1
1422,96,80,1
1423,96,82,1
1424,96,108,1
1425,96,123,1
1426,96,131,1
1427,96,156,1
1428,96,159,1
1429,97,4,1
1430,97,5,1
1431,97,28,1
1432,97,30,1
1433,97,34,1
1434,97,40,1
1435,97,60,1
1436,97,78,1
1437,97,102,1
1438,97,103,1
1439,97,112,1
1440,97,125,1
1441,97,129,1
1442,97,164,1
1443,98,1,1
1444,98,3,1
1445,98,11,1
1446,98,44,1
1447,98,60,1
1448,98,68,1
1449,98,89,1
1450,98,101,1
1451,98,102,1
1452,98,111,1
1453,98,114,1
1454,98,120,1
1455,98,128,1
1456,98,164,1
1457,99,2,1
1458,99,4,1
1459,99,9,1
1460,99,11,1
1461,99,44,1
1462,99,81,1
1463,99,84,1
1464,99,86,1
1465,99,101,1
1466,99,102,1
1467,99,104,1
1468,99,121,1
1469,99,128,1
1470,99,154,1
1471,99,164,1
