1,3,1
1,32,1
1,37,1
1,39,1
1,56,1
1,64,1
1,97,1
1,112,1
1,121,1
1,137,1
2,4,1
2,31,1
2,42,1
2,49,1
2,76,1
2,78,1
2,85,1
2,90,1
2,91,1
2,107,1
2,124,1
2,130,1
2,145,1
2,164,1
3,13,1
3,45,1
3,78,1
3,86,1
3,91,1
3,108,1
3,117,1
3,144,1
3,145,1
3,154,1
4,6,1
4,25,1
4,30,1
4,36,1
4,43,1
4,49,1
4,97,1
4,101,1
4,109,1
4,124,1
4,141,1
4,153,1
4,162,1
5,10,1
5,20,1
5,29,1
5,45,1
5,69,1
5,81,1
5,100,1
5,113,1
5,120,1
5,138,1
5,142,1
6,26,1
6,46,1
6,73,1
6,78,1
6,94,1
6,96,1
6,110,1
6,118,1
6,139,1
6,162,1
7,31,1
7,34,1
7,67,1
7,79,1
7,109,1
7,120,1
7,127,1
7,128,1
7,130,1
7,162,1
7,165,1
8,3,1
8,42,1
8,50,1
8,56,1
8,73,1
8,91,1
8,97,1
8,122,1
8,124,1
8,134,1
8,165,1
9,4,1
9,10,1
9,35,1
9,41,1
9,43,1
9,79,1
9,80,1
9,84,1
9,102,1
9,128,1
9,145,1
9,162,1
10,31,1
10,33,1
10,49,1
10,50,1
10,68,1
10,95,1
10,123,1
10,130,1
10,136,1
10,151,1
10,157,1
11,1,1
11,3,1
11,5,1
11,11,1
11,13,1
11,45,1
11,56,1
11,87,1
11,105,1
11,112,1
11,120,1
11,157,1
11,164,1
12,1,1
12,5,1
12,25,1
12,49,1
12,74,1
12,84,1
12,87,1
12,99,1
12,108,1
12,110,1
12,127,1
12,144,1
12,151,1
13,1,1
13,4,1
13,5,1
13,10,1
13,22,1
13,41,1
13,43,1
13,69,1
13,75,1
13,85,1
13,103,1
13,162,1
13,165,1
14,2,1
14,13,1
14,14,1
14,22,1
14,23,1
14,38,1
14,51,1
14,65,1
14,67,1
14,88,1
14,94,1
14,100,1
14,142,1
14,148,1
14,159,1
15,7,1
15,51,1
15,71,1
15,86,1
15,89,1
15,96,1
15,99,1
15,108,1
15,137,1
15,151,1
16,1,1
16,31,1
16,53,1
16,61,1
16,80,1
16,81,1
16,103,1
16,127,1
16,128,1
16,130,1
16,135,1
16,153,1
16,162,1
17,20,1
17,25,1
17,26,1
17,27,1
17,65,1
17,76,1
17,78,1
17,91,1
17,112,1
17,134,1
18,19,1
18,43,1
18,85,1
18,107,1
18,124,1
18,128,1
18,130,1
18,145,1
18,154,1
18,157,1
18,160,1
19,26,1
19,46,1
19,68,1
19,84,1
19,91,1
19,97,1
19,117,1
19,118,1
19,155,1
19,157,1
20,14,1
20,25,1
20,54,1
20,58,1
20,65,1
20,81,1
20,92,1
20,100,1
20,134,1
20,149,1
20,159,1
20,160,1
20,162,1
21,29,1
21,32,1
21,35,1
21,51,1
21,59,1
21,92,1
21,104,1
21,113,1
21,130,1
21,157,1
21,162,1
22,1,1
22,20,1
22,70,1
22,71,1
22,89,1
22,92,1
22,112,1
22,118,1
22,122,1
22,126,1
22,133,1
22,146,1
22,155,1
23,5,1
23,10,1
23,20,1
23,26,1
23,29,1
23,71,1
23,92,1
23,112,1
23,132,1
23,145,1
23,157,1
24,2,1
24,13,1
24,35,1
24,38,1
24,43,1
24,45,1
24,50,1
24,59,1
24,67,1
24,71,1
24,88,1
24,102,1
24,105,1
24,109,1
24,112,1
24,113,1
24,120,1
24,123,1
24,125,1
24,138,1
24,165,1
25,68,1
25,70,1
25,84,1
25,89,1
25,104,1
25,113,1
25,118,1
25,139,1
25,147,1
25,151,1
26,10,1
26,14,1
26,29,1
26,45,1
26,56,1
26,59,1
26,69,1
26,87,1
26,95,1
26,103,1
26,104,1
26,165,1
27,23,1
27,25,1
27,26,1
27,30,1
27,41,1
27,69,1
27,76,1
27,85,1
27,88,1
27,91,1
27,94,1
27,97,1
27,100,1
27,104,1
27,105,1
27,138,1
27,151,1
27,154,1
27,157,1
28,20,1
28,25,1
28,45,1
28,46,1
28,69,1
28,109,1
28,119,1
28,123,1
28,133,1
28,157,1
28,158,1
29,3,1
29,40,1
29,42,1
29,82,1
29,86,1
29,90,1
29,103,1
29,118,1
29,122,1
29,157,1
30,13,1
30,14,1
30,31,1
30,41,1
30,42,1
30,45,1
30,50,1
30,69,1
30,79,1
30,88,1
30,93,1
30,135,1
30,145,1
30,162,1
31,1,1
31,15,1
31,20,1
31,21,1
31,26,1
31,32,1
31,46,1
31,60,1
31,65,1
31,70,1
31,73,1
31,86,1
31,89,1
31,97,1
31,99,1
31,106,1
31,108,1
31,112,1
31,118,1
31,120,1
31,133,1
31,139,1
31,144,1
31,146,1
31,158,1
32,21,1
32,29,1
32,55,1
32,57,1
32,71,1
32,76,1
32,91,1
32,104,1
32,135,1
32,139,1
32,144,1
32,151,1
32,162,1
33,1,1
33,20,1
33,86,1
33,96,1
33,97,1
33,108,1
33,112,1
33,142,1
33,144,1
33,149,1
33,159,1
34,10,1
34,20,1
34,45,1
34,65,1
34,78,1
34,88,1
34,91,1
34,125,1
34,139,1
34,148,1
35,10,1
35,13,1
35,15,1
35,20,1
35,29,1
35,31,1
35,57,1
35,58,1
35,59,1
35,69,1
35,80,1
35,82,1
35,87,1
35,88,1
35,92,1
35,103,1
35,104,1
35,113,1
35,120,1
35,123,1
35,126,1
35,127,1
35,130,1
35,132,1
35,138,1
35,157,1
36,4,1
36,13,1
36,27,1
36,29,1
36,43,1
36,45,1
36,50,1
36,69,1
36,88,1
36,102,1
36,108,1
36,113,1
36,115,1
36,124,1
36,129,1
36,132,1
36,138,1
36,144,1
36,160,1
36,165,1
37,10,1
37,59,1
37,87,1
37,118,1
37,133,1
37,138,1
37,147,1
37,153,1
37,156,1
37,157,1
38,5,1
38,22,1
38,46,1
38,56,1
38,58,1
38,59,1
38,80,1
38,87,1
38,99,1
38,113,1
38,135,1
38,163,1
