Movie,A_avg,A_std,B_avg,B_std,C_avg,C_std,D_avg,D_std
tt10077620,3.920703172259413,3.894741031028611,17.228564470978768,17.976182634193062,0.3501840260471298,0.2977930994863327,8.738028168529981,8.113222121748272
tt10186696,3.338487253354699,2.5308471460838105,16.179340936909476,16.801289658368002,0.2367593641451434,0.2695530918154224,8.245733047329649,7.578594553055823
tt10344086,4.31748811353631,3.958950293163958,16.21610073686309,16.517275847539835,0.2267224927564283,0.2831390986520784,8.543687988371765,7.866100687567006
tt10782442,3.7039252704752257,4.0208030634491685,13.305533448677235,14.332189022389604,0.1914591974390332,0.2543460399922627,7.439045973171852,7.557919478666086
tt10796470,4.087220480674752,4.024048512051037,13.766723876763065,14.74749097791565,0.3421918594432146,0.2846932357344261,8.088398234680243,7.782587506616593
tt1517451,3.8851872528826314,3.750663797417933,15.277751833027091,16.128174298399124,0.2999499190820016,0.28945104161734525,8.247786817732406,7.97939694071029
tt1727824,3.5266379556069825,3.2943269050459456,15.164449539104659,16.63882129275381,0.2560410868353518,0.25987525887096474,7.957803865918138,7.625148397949324
tt2570500,4.276666119016055,3.957838351182872,13.121095524967876,13.580401098717553,0.2186953519782819,0.24307797171202555,8.626590785767268,7.96572082926988
tt3960240,3.7604576332934085,3.844882467746017,15.594614296704064,16.243439859707042,0.2591574651427536,0.2878571056502195,8.25169006115334,8.010156061199831
tt4177018,3.305824894620825,2.8037788387573337,16.829922639486067,18.114794475476607,0.2410676151188249,0.2296041537818759,8.082566108592399,7.820018711167637
tt4768586,4.230668105794226,3.859757011148373,15.229032396772638,16.07716768902366,0.09233476646777238,0.11502394640476415,8.201522639526642,7.756324872661171
tt4908174,3.5214465098137318,3.117464010545973,14.891641975747449,16.498202746961187,0.3851254895778509,0.3621571954568792,8.238788509686747,7.883429620470497
tt5117428,3.4996374544754083,3.551046566611366,15.219979128779825,15.81478972373755,0.1832073980199462,0.2360019323393613,8.151922889670375,7.70247335103273
tt5357790,3.9549681176724096,3.9426098049453984,18.647626325292297,18.914055790996304,0.2397891868384481,0.2594255088014813,8.714562183981473,7.864927575069615
