Epoch,Loss,Val_loss
1,0.2497785244927262,0.24911990761756897
2,0.24891787135239804,0.24820829927921295
3,0.24801500818946146,0.2472483068704605
4,0.24704053343245477,0.24621810019016266
5,0.2459583029602513,0.24508927762508392
6,0.24475641345435922,0.24384033679962158
7,0.24338213670434375,0.24245114624500275
8,0.2418123840382605,0.24089151620864868
9,0.24000357249469467,0.2391253411769867
10,0.2379359711300243,0.2371114045381546
11,0.2355995602679975,0.23480333387851715
12,0.2328490371053869,0.2322010099887848
13,0.22981231591918252,0.22925953567028046
14,0.22633203344814706,0.22594697773456573
15,0.22250574104713672,0.22219951450824738
16,0.21816959548177142,0.21799643337726593
17,0.21316710385409268,0.21331091225147247
18,0.20781858084779797,0.20812487602233887
19,0.2018011160420649,0.20243962109088898
20,0.1953337172215635,0.1962045431137085
21,0.18845407935706052,0.1893664002418518
22,0.18086486490386905,0.18203775584697723
23,0.17270921238444067,0.17429865896701813
24,0.16441278724056302,0.16604910790920258
25,0.15542774828094424,0.15744562447071075
26,0.14646308959433527,0.14844506978988647
27,0.136994702120622,0.1392478495836258
28,0.1274704492904923,0.12993331253528595
29,0.11819366117318471,0.12059453129768372
30,0.10897668202718098,0.11136272549629211
31,0.10018305864297983,0.10236787796020508
32,0.09171843325549905,0.09372136741876602
33,0.08388705133940234,0.08552362024784088
34,0.07653929699550975,0.07786022126674652
35,0.06983346853292349,0.07078253477811813
36,0.06379268019262588,0.06428861618041992
37,0.05839739062569358,0.05841534584760666
38,0.0534900924698873,0.05317831411957741
39,0.04926545082619696,0.048516180366277695
40,0.045462287002892204,0.0444076843559742
41,0.042252119235468635,0.040776170790195465
42,0.03942060464936675,0.037606045603752136
43,0.0369691490901239,0.034838296473026276
44,0.03481137286871672,0.032438937574625015
45,0.0329621975789919,0.030353914946317673
46,0.031362140607653244,0.028535449877381325
47,0.02995917150242762,0.02695130743086338
48,0.028744328992836403,0.02556777000427246
49,0.02771685752227451,0.024351686239242554
50,0.02682410894582669,0.02328500710427761
51,0.025996232856855248,0.022356439381837845
52,0.025268298065797848,0.021544476971030235
53,0.024665946140885353,0.020818905904889107
54,0.02413300879186753,0.02016817219555378
55,0.023634833170834816,0.01959141343832016
56,0.023209721837757213,0.019073911011219025
57,0.02282702380960638,0.01861036941409111
58,0.022463640621439976,0.018196826800704002
59,0.022157496123602897,0.017818475142121315
60,0.021886335177855057,0.017471037805080414
61,0.021626923261492542,0.017157409340143204
62,0.021383855604764187,0.016873449087142944
63,0.021175336389040404,0.016610460355877876
64,0.020981133209936546,0.016368595883250237
65,0.020806401064901642,0.0161470714956522
66,0.020652457507270756,0.015943532809615135
67,0.020501525705736694,0.015757843852043152
68,0.020359589407841366,0.015588808804750443
69,0.02024083204962539,0.015430871397256851
70,0.020128992442606075,0.015283947810530663
71,0.020015555532705603,0.01515056099742651
72,0.019916193658542452,0.015026884153485298
73,0.01983128386464986,0.014909084886312485
74,0.019745742182501337,0.014800124801695347
75,0.0196683265438134,0.014698401093482971
76,0.01959568380632184,0.01460321992635727
77,0.019530100945496197,0.014513744041323662
78,0.01946520099811482,0.014430954121053219
79,0.019405815496363422,0.014353684149682522
80,0.01934655662626028,0.014282029122114182
81,0.019300077731410663,0.01421289425343275
82,0.01924999887970361,0.014148365706205368
83,0.019200485030358486,0.014088040217757225
84,0.019158668025876537,0.01402917131781578
85,0.019118917033527836,0.013972681015729904
86,0.019079644698649645,0.013919763267040253
87,0.01904015869579532,0.013870740309357643
88,0.019009583375670693,0.013823037035763264
89,0.018971681284407776,0.013779394328594208
90,0.0189417893151668,0.013736498542129993
91,0.018912635941171284,0.013695517554879189
92,0.018885359887711027,0.01365636382251978
93,0.018857270422758476,0.013619952835142612
94,0.018832503366425182,0.013585357926785946
95,0.01880864423671455,0.0135526517406106
96,0.018787505034583086,0.013521384447813034
97,0.01876486283303662,0.01349236723035574
98,0.018745164894922214,0.013464528135955334
99,0.01872400548591307,0.013438750989735126
100,0.018705725853303164,0.013413888402283192
