userId,movieId
77,9
77,11
77,13
77,14
77,18
77,19
77,20
77,24
77,25
77,26
77,27
77,30
77,31
77,32
77,33
77,34
77,38
77,39
77,41
77,43
77,44
77,45
77,46
77,47
77,48
77,49
77,50
77,51
77,53
77,54
77,55
77,56
77,58
77,60
77,61
77,62
77,63
77,64
77,65
77,66
77,67
77,68
77,69
77,70
77,71
78,23
78,38
78,41
78,46
78,50
78,55
78,62
78,70
79,6
79,18
79,32
79,38
79,54
79,61
80,9
80,29
80,32
80,34
80,41
80,42
80,43
80,46
80,47
80,50
80,55
80,60
80,62
80,66
80,70
81,8
81,15
81,25
81,35
81,56
81,69
81,70
82,3
82,6
82,13
82,14
82,34
82,38
82,64
83,7
83,16
83,21
83,40
83,44
83,59
84,4
84,20
84,25
84,26
84,36
84,64
85,25
85,27
85,31
85,45
85,50
85,57
85,60
85,66
85,68
86,23
86,29
86,37
86,39
86,48
86,71
87,7
87,9
87,14
87,15
87,21
87,22
87,28
87,32
88,1
88,4
88,20
88,23
88,34
88,35
88,36
88,39
88,40
88,41
88,42
88,46
88,47
88,49
88,50
88,58
88,60
88,62
88,69
88,70
89,16
89,31
89,34
89,41
89,45
89,48
90,7
90,26
90,34
90,45
90,60
90,68
91,1
91,7
91,14
91,16
91,24
91,47
91,49
91,70
92,11
92,15
92,19
92,39
92,45
92,48
92,50
92,60
92,71
93,4
93,10
93,18
93,32
93,49
93,68
93,69
94,0
94,9
94,38
94,54
94,61
94,65
94,70
95,11
95,24
95,28
95,34
95,51
95,67
96,11
96,17
96,31
96,56
96,67
96,68
97,3
97,10
97,15
97,16
97,32
97,40
97,43
97,54
97,67
98,0
98,3
98,8
98,14
98,38
98,53
98,54
98,65
98,66
98,67
98,71
99,26
99,32
99,34
99,39
99,41
99,45
99,47
99,49
