1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
40-15dim,0.18245338203818584,0.10169703947947056,0.002447004131278517,-0.057488890218606314,-0.0490886893889464,-0.049951459615638696,-0.052046687161585885,-0.06826449977075044,-0.07488851602885555,-0.07301401307667217,-0.07055431573454674,-0.08586890201221181,-0.08753023615981209,-0.07705033535634312,-0.07056099606263652,-0.08163813398850472,-0.09520005969081527,-0.08429556672984043,-0.08329813861459273,-0.0965827266387483,-0.114710761437175,-0.07682483040654468,-0.08095728613108008,-0.07974850170701445,-0.09576848969948057,-0.07311530835815394,-0.09637251733640897,-0.10329343587661745
40-20dim,0.02709506305830143,-0.01793230650409831,-0.07825009925643976,-0.1014493705076595,-0.0528159971204841,-0.09104383782716663,-0.08373221850750714,-0.07333870845390245,-0.10397270235096583,-0.11709131237338377,-0.13014503373678843,-0.11558219038163238,-0.09705212974170488,-0.08128184898981036,-0.12362148542956722,-0.11667637471808512,-0.09784525683151006,-0.12187807111021741,-0.09717662255590072,-0.12089504628023727,-0.12834575832751444,-0.09810795261542085,-0.11056421048305416,-0.1074571475169123,-0.11190030638838198,-0.11175786669450244,-0.13139199123591055,-0.13878269262413342
40-25dim,0.06889638763856389,0.03617647236372498,0.010021408936338842,-0.00971935080056223,-0.024814936487998367,-0.10139242565196696,-0.10368022271125595,-0.10149029500779452,-0.10698260169763363,-0.1090416674213205,-0.11324163245106988,-0.11882173278183225,-0.11248586865340895,-0.11278842695599473,-0.11734514822254902,-0.13719215146094307,-0.11182776236634032,-0.11264989984103779,-0.10039192031742394,-0.12448639739540612,-0.1364651001501739,-0.13485864524702446,-0.10542875105301398,-0.12433274358929436,-0.12002149149201392,-0.12174385146577146,-0.11614822576220095,-0.09590028329619535
40-30dim,0.6936030970262187,0.0771411626255908,-0.008675710296234158,0.015461331807073155,0.0063134898748404816,-0.004950898578750573,-0.08148975765658066,-0.07479337299969797,-0.07157225513319156,-0.06517774369544573,-0.06881618441310865,-0.07455847441870582,-0.059893760852462403,-0.07042341113576482,-0.08957514275801304,-0.09308207289976565,-0.09774936518538148,-0.07669212037796662,-0.1025709053380354,-0.1265565240768539,-0.10441499055464773,-0.11259932543941067,-0.09130883154939233,-0.12355029698004767,-0.1230947582559392,-0.10755718735001991,-0.13079175479989397,-0.11516811926166001
40-35dim,0.09150442083986358,-0.013094489502492085,0.007651477886543826,-0.07335382431670964,-0.07046696997240702,-0.07092446025876349,-0.07292699297690203,-0.09432884296401381,-0.08604140221323392,-0.09124657289190734,-0.08766284734291685,-0.06554164008031514,-0.09152945808591756,-0.07676299060975021,-0.09463732520511799,-0.07768252282717773,-0.10628883181253633,-0.10865703378425864,-0.09119391482417605,-0.0897421483368331,-0.09361762420414657,-0.08896755718624458,-0.11532426145888493,-0.11260400845917456,-0.11144922168843148,-0.08821147688367405,-0.10215234643305379,-0.09797505099614358
40-5dim,0.1150520118689205,0.11739466203492907,0.061420177779666706,-0.011821975045672088,-0.09713093583193717,-0.09074798429524501,-0.0802974417185253,-0.09358615911047824,-0.09899745376800968,-0.09795578541921271,-0.08373616380629613,-0.09919543981992399,-0.1200778779990844,-0.11398114302699233,-0.12669204633269487,-0.10803168430194703,-0.10666283854149548,-0.11003096700763533,-0.09395727760979072,-0.10578150608740887,-0.1318330230073368,-0.11326735987803468,-0.11774232468864988,-0.11286276961326609,-0.1583813270712572,-0.15166209039290754,-0.10803790897398566,-0.14443220875350155
50-10dim,0.037171255690425585,-0.009083014293928864,-0.040338422730151764,-0.0390711144660079,-0.039294825558078506,-0.07047703396003713,-0.07429834455438235,-0.09512498681199566,-0.09612919060273539,-0.09522039553525445,-0.08987760427645926,-0.11390309917146305,-0.09078515242068368,-0.08533862015038736,-0.08488374313071297,-0.09920441867544912,-0.09636073950000096,-0.09750488586819447,-0.08457570544856599,-0.12024380146544181,-0.12238519921464056,-0.13723883780516077,-0.13041797009831232,-0.13356574909319607,-0.13111774120326505,-0.13237458218796427,-0.13507825676493646,-0.12807019366694775
50-15dim,0.07599280512973368,0.0586124445233348,-0.03408076359231825,-0.0379911465080575,-0.035041581003040084,-0.08887471992921621,-0.0958339762476398,-0.10233764424207317,-0.10210570824730264,-0.11556966703576307,-0.09112724980354121,-0.10942632732044504,-0.10388337598689854,-0.11190243852072158,-0.10055349494408997,-0.10657524340835317,-0.0979699850333156,-0.09974889151164319,-0.09033860423888779,-0.08114051296673036,-0.11181357086307216,-0.1029634937221452,-0.09799896698286595,-0.09344477717598466,-0.10957199167460732,-0.1036225825858765,-0.10563678099067274,-0.10285420462475144
50-20dim,0.5498257747564183,0.49364405345443796,0.01682334434847746,0.006116925338855453,-0.017126236032518092,-0.022913774114371187,-0.033883580548228584,-0.03263528605390307,-0.08377477796904259,-0.06796172926789736,-0.03295610585343226,-0.04848769721471583,-0.08783446005705157,-0.08885103088784796,-0.08662854445690966,-0.10624516962386114,-0.08359072793771405,-0.09401884115193847,-0.11561882434059796,-0.10324500374142702,-0.09058184200752234,-0.08825443462820655,-0.10833049383452732,-0.08031314853215288,-0.08653193269372887,-0.08823053592160195,-0.10038054400826127,-0.08157006041066753
50-25dim,0.536386934144935,0.038540560052346455,0.023105095063637417,0.0256360906708435,0.034025852372268406,-0.020293897742433464,-0.07565019922780644,0.0008741548209057235,-0.06895853015927295,-0.07878617728009595,-0.09760788053209041,-0.09049968058779119,-0.1014996598166873,-0.08852053932252321,-0.09026105107495587,-0.10399229393354603,-0.08460603706835572,-0.06987424701372269,-0.11364987435692374,-0.09021206306518026,-0.08315929508404445,-0.0905123265246649,-0.09813632981168015,-0.09932729978485468,-0.08891911646867996,-0.09101012068909776,-0.09070565877364102,-0.08605239595037102
50-30dim,0.6770642776387028,0.5269026460388111,0.02499692683997005,0.013309084113195417,0.01471305639943648,-0.01065231827612434,-0.06880969856072136,-0.0678325892235934,-0.08134224826395749,-0.07156375241075791,-0.09377534923388665,-0.09877723381023275,-0.09918139391252931,-0.11075518322997616,-0.09795488869029174,-0.09700309001664686,-0.1057518246926822,-0.07923135308765822,-0.12114614975245741,-0.09161897155133265,-0.10037872660608443,-0.09884078236254992,-0.09084861130125699,-0.07919486154024348,-0.08400402147603026,-0.09370655759200718,-0.10851007495853274,-0.09300746727658803
50-35dim,0.012597794750935644,-0.019909982160118373,-0.06568039847353067,-0.06819237913990633,-0.07136533752503514,-0.07551639950167303,-0.081998304318157,-0.06566105583952121,-0.07380533116390861,-0.09678578632759927,-0.08898588871693086,-0.12642686105845233,-0.10900369016425977,-0.06875682170144465,-0.10813742222867528,-0.13043110931665558,-0.09703675201368779,-0.09786241085247786,-0.10066009237074115,-0.12269208149138842,-0.07473303206679015,-0.10907265428730392,-0.10091529565725527,-0.09417822239623334,-0.10876532852780328,-0.10136367301381013,-0.08513244713409814,-0.10585379813551123
50-40dim,0.4631794628433397,0.03575661841359692,0.015169763498687603,0.029829540923925455,0.011196567397319595,-0.04996182859467753,-0.06324303834164521,-0.08435033175650922,-0.0799011965024795,-0.06296748441750834,-0.07196782860548025,-0.07646577947859388,-0.07344492625981058,-0.08893457699769748,-0.12406320062926365,-0.09476305542013448,-0.07377706471298215,-0.10766404979553756,-0.08456878205706173,-0.1057908325663935,-0.07222019196846355,-0.08025777376652607,-0.11737916388145984,-0.060058996266570956,-0.10471936264393145,-0.11760531778617647,-0.10420258002776238,-0.10468745472774645
50-45dim,0.10591050150857148,0.011780975584280557,-0.00967638144183653,-0.06064954138070634,-0.06443600873950876,-0.08107397603621624,-0.07422805586884514,-0.06431264019523218,-0.0850624753832683,-0.10436368234537018,-0.08342033722149497,-0.09102628331137731,-0.09474062898893365,-0.07691059755420984,-0.07992656975882746,-0.08782067680632405,-0.08402117619879448,-0.07262579862863411,-0.08167356177043558,-0.08927409837516825,-0.08199058771282221,-0.07029070903364568,-0.06817398798925078,-0.07745033281191413,-0.09134268242746028,-0.07814159677057549,-0.06021716493390438,-0.07012446517839153
50-5dim,0.17492623990424808,0.02290821557915605,0.02508119821555318,-0.035544888484558064,-0.07260728328303488,-0.06969969648768072,-0.07887031311461705,-0.07539199979821738,-0.0616182807866782,-0.0874065084619195,-0.07809740274990895,-0.0874257739548598,-0.07532372268397011,-0.08890934625878041,-0.08592092791494886,-0.09782250825476455,-0.08655584213889742,-0.09395678789125832,-0.07989411579829114,-0.08630038716930936,-0.07756376173240924,-0.10711995096060635,-0.0737010587871656,-0.17622907607148525,-0.10610877039249342,-0.08368204639887394,-0.08830701965882613,-0.15237556126757573
60-10dim,0.06629124980711029,0.050963275123433044,-0.002947124225940408,-0.007942977927472297,-0.012177319876549127,-0.021504937935654198,-0.04852927969291741,-0.0797228857265152,-0.08022647569371028,-0.07977593186904004,-0.08179099935684156,-0.07355624869670618,-0.078955779924038,-0.08384508007578927,-0.07443335077768604,-0.08707385471186621,-0.07509229755107683,-0.09575214251374423,-0.0706845959714984,-0.09142767895042922,-0.08449947242446264,-0.09925593138893615,-0.09373656891057855,-0.11465539929752751,-0.07617029269770159,-0.05910028300509641,-0.10066692152811231,-0.08694491429821956
60-15dim,0.010570126331337328,-0.01069039649615108,-0.06844575077870657,-0.04761184327935843,-0.06279751026678151,-0.06248314850591527,-0.06289216439428637,-0.10565648124927572,-0.0753575657657398,-0.08005926756896756,-0.07204776856365067,-0.11343006452386763,-0.07654668950596771,-0.08009847388558088,-0.13079506808141012,-0.13789453264727058,-0.10189507622418273,-0.10671795965316638,-0.09855611824556983,-0.11710668943056,-0.12750194790908084,-0.11543357684698777,-0.11294050733322632,-0.12555140522898334,-0.12296294751000118,-0.11920382313828541,-0.14703257088425978,-0.10540997408506048
60-20dim,0.009742626868167691,0.003989650056884701,-0.043331680317021434,-0.0908643517006995,-0.08637182517947217,-0.0907858844779809,-0.10987047784391787,-0.09578797737639146,-0.09088232937307203,-0.10570218275613028,-0.09808029611295083,-0.08160593075270799,-0.10994402745838444,-0.10920134447929558,-0.10202771189439581,-0.09940784928841785,-0.09144430400564904,-0.09040482633957991,-0.11160082117409804,-0.10029402917015062,-0.08378348497139208,-0.09590825757410291,-0.09868527377586915,-0.10873854533389542,-0.07621674806253696,-0.08946595872988433,-0.10709423979597132,-0.10181379539260821
60-25dim,0.039322352709863305,-0.009624336639465146,-0.013295046928828085,-0.07814680006374346,-0.09410071223706917,-0.09108032117441879,-0.09093765855421136,-0.07735458919712347,-0.09758858025077001,-0.08807260720346917,-0.08779591460678983,-0.05989117051023444,-0.07460698572547188,-0.0937580527556036,-0.13095547397676402,-0.11370483208684816,-0.07974031918654106,-0.08719100543366583,-0.12256623767142745,-0.12158701754803497,-0.13134762436347894,-0.07363620896333871,-0.09891612231086046,-0.11824598777561943,-0.07381138989968483,-0.15124733339193916,-0.11039013422415872,-0.10938058257582263
60-30dim,0.028784590871783138,-0.007379316144229629,-0.07483563031163205,-0.07595522196897254,-0.09894803632248779,-0.11077086624565001,-0.07899311295390832,-0.07864958039934382,-0.08874891893195928,-0.11097769048071715,-0.09297795097745266,-0.09003819520548433,-0.08323606596553677,-0.100300188445195,-0.09567573352210151,-0.10194271619245177,-0.11050202975449315,-0.11575171918196717,-0.09417224235031083,-0.091416014955943,-0.09009683885020654,-0.13234708240336887,-0.13034634157942457,-0.07166064512378341,-0.068743567035453,-0.07660387991590407,-0.10865342295900728,-0.08796204313275668
60-35dim,0.5955717293063041,0.029355310797788428,0.009184551782689605,0.012934212457741989,0.01165423391847823,-0.0736850769963258,-0.013274766222031005,-0.09619792323427405,-0.09897991315738658,-0.11073634877689084,-0.08792933194686317,-0.10762827112883734,-0.07462190842854545,-0.10584531524558374,-0.11380765713801524,-0.10507231465098274,-0.10924186605692904,-0.10726459560721474,-0.09569892436857913,-0.11144142671873074,-0.12035026533749714,-0.08962138518206893,-0.12254131034160158,-0.09573752927063042,-0.10427955061878943,-0.09645349651552569,-0.12648390304491602,-0.08229388126614696
60-40dim,0.028800894552853343,0.0022813453280591356,-0.04352871004811283,-0.0807657708511609,-0.08660254072178784,-0.07987012070036735,-0.08375355184548791,-0.0811558335132422,-0.09718221192605178,-0.04974246555464096,-0.055296295616745615,-0.054155107582886414,-0.06459861425147649,-0.0930887779530643,-0.08897758943712053,-0.10251215035302613,-0.06896091240661849,-0.08653340506273535,-0.10733521438570569,-0.10324216234185428,-0.08405036185469905,-0.09916736128573264,-0.08592853166319472,-0.09259452034896984,-0.09829982018375631,-0.08532505729772322,-0.07191020317770497,-0.08227088942628609
60-45dim,0.024366596927677044,-0.01276024155217586,-0.020851529328568968,-0.04220669114696835,-0.07910948662144313,-0.07562620024881218,-0.0965983080092303,-0.08719186708151956,-0.0760026913607707,-0.10194101162276521,-0.07729457435691507,-0.10629849367298763,-0.1121170351609318,-0.08106436264949177,-0.09443883755912406,-0.10675661111121122,-0.12124250608454151,-0.14064092103360196,-0.06888951021653456,-0.09227341991503847,-0.1424430401059597,-0.09943122790642807,-0.10892469199898742,-0.10186799277131876,-0.0899112874360811,-0.09706057128852498,-0.13616959915451582,-0.09450410145749338
60-50dim,0.06588717760902121,0.025247283565507875,-0.0004703921266289357,-0.024033633373963182,-0.07801017472093548,-0.08057807680525773,-0.0998101132444843,-0.11021677296695036,-0.0857486302429963,-0.09626887517544953,-0.10947695346618351,-0.0982901428328115,-0.10618652444054388,-0.09707163324662658,-0.09427090235140324,-0.0880110930251181,-0.08701852617503059,-0.1103165742050256,-0.10228870173549852,-0.10402282481635095,-0.08434798283052018,-0.0843904571238805,-0.09051164002945657,-0.08410276138311708,-0.08495829976623716,-0.08350948944498479,-0.10189180904609996,-0.08815611686542676
60-5dim,0.3123776821106681,0.05964706905686409,0.011336129633559977,-0.004440370598671004,-0.013788268299657928,-0.04370652501719734,-0.06669605931605242,-0.07440291011090298,-0.07848748825131405,-0.08695522669945796,-0.0775815669587229,-0.08971080689838723,-0.08084949634480143,-0.09302345113753058,-0.08469141279121742,-0.09258081516171732,-0.08117102214941148,-0.07454274272795977,-0.07144310899749672,-0.09199584683597394,-0.09407484326290694,-0.09107775916140597,-0.08117730886534984,-0.11869544382303934,-0.09275749964336695,-0.09994357520673168,-0.09722751254695254,-0.10335111949977283
70-10dim,0.14832486998587394,0.10517546030645218,-0.023637863404593687,-0.02060786932431566,-0.01463961179309642,-0.01356706671676322,-0.038228558714387254,-0.04482230733264115,-0.06573107592944176,-0.07605539363482415,-0.06610284908604208,-0.060717787128482616,-0.061308266316553936,-0.06283060070380413,-0.07516246459324567,-0.06889526469973777,-0.0726558680656313,-0.05811261811956449,-0.09630341256823514,-0.05600339705163494,-0.06843077221143246,-0.06052191267248082,-0.11229141600867089,-0.06272188034315196,-0.07412913892313851,-0.08124483614763352,-0.07322220029384806,-0.08651847925265863
70-15dim,0.007599562320472419,-0.03692098139380791,-0.061726094881480426,-0.10247551366965307,-0.10532529733858231,-0.09597464599678605,-0.09748842472010494,-0.08895361596818889,-0.09177253622345892,-0.11569067107754975,-0.09894722298925059,-0.09522963266388261,-0.1220271080150911,-0.10790781775402764,-0.13660611500205108,-0.10384559031155226,-0.11768605531766568,-0.10742373284006256,-0.11429842830927185,-0.10886260684836979,-0.09864004271734318,-0.14947332704860827,-0.12231609563421364,-0.10152758097371427,-0.10815597755405613,-0.11729307513479845,-0.1133925188389307,-0.13312946082325255
70-20dim,0.011945446214468877,-0.0008709169157374751,-0.07596689933911874,-0.0818047336250184,-0.09378700512201653,-0.09556855858419289,-0.06951828000363573,-0.11287892203972867,-0.08132294194778805,-0.08696049615917392,-0.08767933187004565,-0.1136110074967455,-0.11670534852618562,-0.13502793901490798,-0.09029868078296965,-0.09602947734832565,-0.11026197139751166,-0.11806638255820179,-0.11606720345429516,-0.10299988075857791,-0.11086912951728706,-0.07989914873275424,-0.10358965922108067,-0.12152589101280083,-0.1197526502295831,-0.13452416204551873,-0.09762396576813569,-0.10241953583462284
