movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,1.0653484,0.8081874,0.8316792,0.0,0.8577373,0.4236295,0.6230793,0.95349914,0.88558114,0.83951205,0.7517618,0.16887444,1.1953444,0.79255533,0.90651727,1.1407534,0.0,1.0592115,0.0,0.77602774,1.0039928,0.6790338,0.53451884,1.0344653,0.38883236,0.0,0.17050456,0.21595584,0.903691,0.5884588,0.593753,0.8764641,0.0,0.62751615,1.1051061,0.8408331,0.3296829,0.39609277,0.6042683,0.0,0.97501945,0.87717384,0.789669,0.6133653,0.5979417,1.1097547,0.47898182,1.1445671,0.40563637,0.63779044
47metersdown,0.82047004,0.6967306,0.4757639,0.0,0.4766101,0.21217257,0.50855935,0.48828498,0.62464356,0.6934388,0.43556353,0.27797207,0.45775,0.5642525,0.92347574,0.4884586,0.43619096,0.4255673,0.0,0.34239942,0.78364044,0.081046894,0.3156979,0.7669034,0.66993326,0.0,0.58339256,0.5481931,0.6976212,0.48739725,0.48711196,0.8563382,0.027632251,0.5604037,0.89854646,0.79243296,0.4930995,0.14211348,0.28304052,0.0,0.8350678,0.817354,0.5424797,0.8846591,0.34640804,0.8838916,0.28376055,0.84792453,0.39840233,0.28868362
abeautifuldaymovie,1.0556984,0.61414015,1.293221,0.0,0.7844229,0.5577815,0.59211755,0.7821418,0.7882928,0.49841416,0.5891488,0.8558046,0.51739305,0.7040304,0.78318506,0.78542656,0.07454042,0.85440373,0.0,0.7193137,0.8928659,0.32396317,0.5667014,0.8897781,0.707464,0.0,0.78127384,0.0,0.6575843,0.1829848,0.7134432,0.6176006,0.10585798,0.6634488,1.053665,0.7507626,0.92036635,0.3833597,0.58034277,0.6396446,0.5552838,0.8681489,0.73594123,0.90819216,0.6723468,0.54061896,0.41323712,0.86970633,0.6728656,0.62600696
abominablemovie,0.82614475,0.6947008,0.18556647,0.0,0.9090963,0.32153186,0.5689193,0.36574653,0.21414831,0.8128251,0.55735064,0.06508214,0.35634622,0.7254166,1.3589115,0.9581469,1.0027432,0.9100971,0.0,0.5059274,1.2489611,0.0,0.24971163,0.6820687,0.30350953,0.0,0.5317044,0.6126954,0.18807948,0.2540955,0.12917931,0.83433837,0.0,0.1614364,1.0088092,0.64249736,0.80099547,0.505743,0.11285524,0.0,0.65249723,1.0414472,0.549779,0.3431689,0.21531409,0.913853,0.008337837,1.1181104,0.6632329,0.07311998
adastramovie,0.8064036,0.6816086,1.1990438,0.0,0.79781055,0.70132315,0.52939695,0.9200167,0.44196448,0.26433435,0.5777266,0.37174204,0.7048276,0.6800536,0.96877027,0.81432575,0.0,0.9145995,0.0,0.6320778,0.6573382,0.35199797,0.69767,0.7246801,0.51033264,0.0,0.45844623,0.0,0.7926811,0.7050717,0.18803263,0.7344334,0.0,0.7816523,0.7262517,0.7200453,0.53409994,0.6634589,0.5227236,0.12658039,0.71935135,0.83721477,0.74593765,0.82737374,0.519032,0.7005714,0.18926601,1.0284424,0.5917897,0.53549117
adogsjourneymovie,0.7001358,1.020387,0.69724244,0.0,0.100589335,0.41764542,0.107292324,0.0,0.6527283,1.1981403,0.0,1.2971343,0.918392,0.6936859,0.5403793,0.54281753,0.2410013,0.63012254,0.0,0.4054113,0.5222445,1.1326197,9.765476e-05,0.7828925,0.4884988,0.07851053,0.28198552,0.029482782,0.5679068,0.43692613,0.39892548,0.0,0.1883288,0.7302163,0.3738032,0.16067803,0.51686,0.0,0.39924952,0.33658153,0.56005734,0.6916999,0.103673875,0.20867613,0.0,0.36765134,0.6485134,1.3343645,0.64662576,0.377505
aftermathmovie,0.9232926,0.6758186,1.1865855,0.0,0.51813215,0.58590627,0.55924165,0.81017786,0.49267974,0.5728956,0.54457265,0.4820368,0.7308972,0.76927966,0.795637,0.59505206,0.21902937,0.8503598,0.0,0.7749539,0.626078,0.5095767,0.60992694,0.81114775,0.59735096,0.0,0.35633972,0.17516373,0.6167304,0.592886,0.5091575,0.7543053,0.0,0.7778666,0.86206317,0.656401,0.6766202,0.51630163,0.614601,0.0,0.8928746,0.7674024,0.19844742,0.72547644,0.39745083,0.8222474,0.32724115,0.9319806,0.5868184,0.5604482
aftermovie,0.8667343,0.70348567,1.1103443,0.0,0.80909383,0.70563143,0.44480467,0.8571197,0.26080987,0.6257434,0.40349874,0.27236566,0.6216187,0.8461998,0.89129007,0.96340495,0.18002297,0.93793637,0.0,0.5210532,0.95816106,0.3165552,0.56250083,1.000431,0.6136277,0.0,0.6189865,0.108519495,0.5678143,0.47999883,0.5348311,0.8016834,0.0,0.56762505,0.9161119,0.7306004,0.81844836,0.59307975,0.5327736,0.06998345,0.86828315,1.0278924,0.6913269,0.79201293,0.4268326,0.6392235,0.5086522,1.0449092,0.4999526,0.5678864
ahiddenlifefilm,0.6271917,0.4074459,0.8820165,0.0,0.530983,0.4285005,0.3264003,0.6000677,0.37492985,0.36841688,0.38273177,0.30323532,0.529963,0.47485915,0.52507555,0.5120937,0.11218324,0.5751945,0.0,0.45558804,0.5109734,0.35108924,0.40609986,0.55699414,0.3728121,0.0,0.27161717,0.05683805,0.44704512,0.38645047,0.33715647,0.5010485,0.0,0.43151826,0.5675361,0.501404,0.38579977,0.33502993,0.4129677,0.08146261,0.49047282,0.570354,0.40344772,0.5138547,0.31947616,0.5089341,0.25879505,0.59720176,0.37280136,0.41089165
alitamovie,0.6756143,0.65086824,0.7227504,0.0,0.811583,0.7291148,0.9597658,0.17564501,0.45036623,0.48566172,0.51185083,0.957609,0.5143552,0.5070359,0.98328006,0.66357034,0.0,0.86054385,0.0,0.54516226,0.7204015,0.43372124,0.47242963,0.8606705,0.39397672,0.0,0.73920316,0.0,0.50960124,0.7077484,0.54759425,0.6639014,0.0,1.0393367,0.92563355,0.4809755,0.8092889,0.57832927,0.21907309,0.53468263,0.50858647,1.0259435,0.6676482,0.96867746,0.5489725,0.42972377,0.1992877,1.0479146,0.68050975,0.6200824
amazinggracemov,1.4279246,1.229643,0.0,0.0,0.550413,0.32729387,0.0,0.42818904,0.7108422,0.2561927,0.5281977,0.0,2.1279752,0.0,0.04201626,0.9460271,0.0,0.7323562,0.0,0.0,0.24122219,0.7801031,0.0,0.0,0.0,0.7886987,0.0,0.0,0.63689154,0.415166,0.0,0.0,0.77103174,0.0,0.46472198,0.48100454,0.0,0.35530698,0.6888982,0.0,0.5506432,0.0,0.0,0.646805,0.6367063,1.0604149,0.19973132,0.0,0.0,0.0
