filename,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
47metersdown.jpg,0.0073261205,0.478587,0.0020866138,0.0068958164,0.0034134553,0.0032254525,0.00057364535,0.71848077,0.0057927887,0.06734019,0.0017344928,0.91427404,0.0007842048,0.026117118,0.0064133555,0.012142765,0.0009100161,0.13488507,0.0007394042,0.0008589014
adogsjourneymovie.jpg,0.00020305974,0.80487674,0.0044535566,0.031706173,0.9614637,7.142746e-05,0.00014631587,0.9998541,0.00016215029,0.00011663929,0.0008895514,0.00032330392,0.0001229913,0.00072281813,0.0073698955,0.00012172341,0.0012316058,2.6205582e-05,0.006361949,0.0008137042
aftermathmovie.jpg,0.008235241,0.0029270365,0.00022404012,0.58191305,0.00015469638,0.0075301593,5.0062692e-05,0.98820335,0.001755785,0.0009989657,0.026539713,0.00073293626,0.1492873,0.006162217,0.15539089,0.035841223,0.0014934941,0.10779743,0.026722027,0.016643854
aftermovie.jpg,0.059887856,0.007966388,0.00016283839,0.3035588,0.0034979424,0.16399379,4.2152802e-05,0.9066017,0.001339815,0.006309831,0.0066303792,0.0019592452,0.17443612,0.0042330846,0.06413817,0.008951866,0.0009678242,0.0070260265,0.008633777,0.014234102
alitamovie.jpg,0.98896223,0.9097283,0.0002879987,0.00539856,0.022472942,0.016203571,0.0002752967,0.055965137,0.0017954746,0.0026516933,0.00092674413,0.0027411294,0.013130931,0.0019351606,0.0006326556,0.8967828,0.0006870401,0.008450089,0.00034373163,0.0007331137
angelhasfallen.jpg,0.80597526,0.050121736,0.00042223753,0.010949193,0.0022023837,0.039947253,0.006182545,0.06460575,0.0009048174,0.002683478,0.110110916,0.0050188303,0.00093857554,0.004422038,0.0036519938,0.19793619,0.0004124504,0.660271,0.0030295583,0.0030056685
angrybirdsmovie.jpg,7.1262934e-06,0.9999423,0.99999917,2.2174085e-05,0.9999237,4.263599e-06,0.000102577666,3.3750914e-06,0.000115351584,2.7067133e-06,2.86783e-05,3.8871397e-07,7.1835464e-05,3.3640595e-06,1.5371763e-05,3.1348861e-06,1.6854096e-05,2.2785172e-05,9.019112e-06,3.6477635e-05
annabellemovie.jpg,0.006446866,0.0024184058,0.003116685,5.068772e-05,0.0019405744,0.00013588958,0.0002952233,0.001908957,0.00069846597,0.039876904,0.0003863694,0.99753845,0.00024759214,0.96838635,0.00028458034,0.0028074353,1.7138012e-05,0.99548775,1.5484819e-05,0.00034612865
annamovie.jpg,0.0021110345,0.00073614117,0.02067922,0.0016266335,0.44663846,0.009400709,9.150656e-05,0.033001434,0.00022019363,0.0016857827,0.00040082715,0.11442812,0.013346801,0.28128406,0.008000417,0.009745548,0.00013761422,0.5398241,2.8389457e-05,0.0009565609
apollo11movie.jpg,0.004887873,0.0068951636,0.00037299097,0.019851513,0.0006778997,0.00017869625,0.90958345,0.10721681,3.2361506e-05,0.0018942298,0.98668087,0.009416498,0.010017339,0.00028565247,0.0007200835,0.013940607,0.00076559465,0.011761283,0.0076541533,0.008255888
