filename,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
21bridgesmovie.jpg,0.9402406,0.33921826,0.0021961331,0.014173746,0.3749314,0.30937946,0.00035655499,0.038087726,0.0018655658,0.018253922,0.0039262176,0.44939923,0.0043171346,0.037549973,0.0008276701,0.19734108,0.016185075,0.31765464,0.0016329587,0.0011870265
47metersdown.jpg,0.10347319,0.2868191,0.0073243976,0.0524534,0.03636983,0.003957331,0.00091308355,0.54704714,0.0014548898,0.434302,0.0043570995,0.9784584,0.00364241,0.20356539,0.0011986792,0.11575708,0.0010760725,0.29937333,0.0022087693,0.0009908676
abeautifuldaymovie.jpg,0.20454031,0.074895024,0.034645945,0.56250834,0.4516676,0.07049045,0.0015416443,0.333201,0.013213724,0.03596747,0.011453658,0.042981714,0.010242581,0.050215065,0.065105915,0.028423756,0.022051036,0.06861177,0.0031888783,0.0015197098
abominablemovie.jpg,0.00020310283,0.9991518,0.9991083,2.2411346e-05,0.99990326,1.770258e-05,4.082918e-05,5.4836273e-05,0.0001128912,0.002075851,3.5464764e-05,1.5318394e-05,4.9829483e-05,2.4437904e-06,0.0013909936,2.7626753e-05,2.5331974e-05,3.5762787e-06,1.758337e-06,7.301569e-06
adastramovie.jpg,0.8136425,0.7074828,0.09212732,0.384853,0.043069303,0.015761703,0.0025175512,0.6273865,0.006359428,0.03392166,0.07857713,0.035804838,0.0028036237,0.24229166,0.0039987266,0.24844071,0.013434589,0.06860578,0.03852123,0.002913326
adogsjourneymovie.jpg,0.0024617314,0.5204405,0.06986013,0.023875892,0.31868494,0.0045073032,0.0032737255,0.98157024,0.016581953,0.008739382,0.007161796,0.5616892,0.002867639,0.795786,0.023502797,0.013508081,0.0119301975,0.23097959,0.020602524,0.00082701445
aftermathmovie.jpg,0.00021088123,0.0013631284,0.0008867383,0.47829267,0.0004899502,7.408857e-05,1.7374754e-05,0.91648006,0.008636028,2.5421381e-05,0.006299317,0.117809,3.877282e-05,0.5992147,0.010572672,0.05801007,0.00675261,0.43367237,0.57147837,8.589029e-05
aftermovie.jpg,0.27564692,0.22065964,0.0033311248,0.012151629,0.041266203,0.042036206,0.00041669607,0.16998723,0.0067848265,0.050857455,0.00816831,0.656076,0.0032794476,0.46653485,0.013779521,0.5874484,0.0006175935,0.337595,0.003631115,0.00086563826
ahiddenlifefilm.jpg,0.20464998,0.42689604,0.0016514063,0.039742053,0.039008617,0.06162864,0.0026406348,0.27992377,0.061357558,0.11420882,0.020081043,0.60560364,0.0009532571,0.07729182,0.0014299452,0.14241537,0.0003682673,0.49142435,0.0028101802,0.00042760372
alitamovie.jpg,0.9985609,0.9989628,0.0022196472,0.00025615096,0.015505463,0.00091156363,1.6540289e-05,0.002707988,0.0007728338,0.00061896443,0.00081929564,0.010296434,0.0010167956,0.0017565787,7.611513e-05,0.9982015,7.82907e-05,0.0011923611,6.16014e-05,7.9900026e-05
