Epoch,Loss,Acc,Val_loss,Val_acc
1,0.45682971852195325,0.8764427157033241,0.33789845128278717,0.892312598086297
2,0.326568629154761,0.8967046370091999,0.3122837907512509,0.9009582536387079
3,0.3089270656214459,0.903401824237947,0.2960343733556835,0.9100936900005633
4,0.291864483228534,0.9137191167275788,0.28480799021469067,0.9166950541826082
5,0.2816453526078944,0.9183986297661035,0.2785646801202017,0.92125212364343
6,0.27276908737025024,0.9215928382118069,0.269088572649574,0.9233815966513534
7,0.2667501020472135,0.9228545523786463,0.2614740071853137,0.925979554043921
8,0.26028072168920474,0.9246912203614919,0.2552379606834262,0.9260221412072189
9,0.25476008491174934,0.926277678504307,0.25332417520591305,0.9296209475047746
10,0.25008720844933285,0.9272678799076828,0.24884467687476838,0.927491472872193
11,0.2458699967020415,0.9281675827767212,0.24786663969290115,0.9290034027684486
12,0.24206132894886415,0.9299350452991726,0.24275842039914106,0.9305366240124483
13,0.2387385031230608,0.9310956030728667,0.23903304815698523,0.932261487288207
14,0.2343699477194115,0.9335391771245043,0.23394614915019202,0.9398424191816093
15,0.2296015941101607,0.938617969087279,0.2292088626596753,0.9396720545864593
16,0.22426704775535675,0.9418813813687184,0.22578073680096225,0.9430792129628703
17,0.21961346197575077,0.9436754634067593,0.21936207755867018,0.9436541697235692
18,0.2150539076003346,0.9451714211874966,0.21604523712569243,0.9454216289967045
19,0.21110081167501324,0.9470560002367582,0.2135504710867214,0.9477427627199553
20,0.20796683136202407,0.9485306579372139,0.2128463005186955,0.9464011871631953
21,0.2045779309951061,0.9494942471359616,0.20813570033244827,0.9487861915788212
22,0.20137272188773148,0.9508145187538771,0.20439683898547237,0.950724019711834
23,0.19777929628017205,0.9522838558005312,0.20131406891183512,0.9524488916185889
24,0.19471654384769815,0.9536893083452163,0.19768178437596895,0.9528108992609092
25,0.1915757791654824,0.9550149044754964,0.1951805551423734,0.9542376523935815
26,0.1884953160556049,0.9560051084174005,0.19282387235095594,0.9560902814239619
27,0.18620669516834734,0.95708581160443,0.19051550432811198,0.9543867087851594
28,0.18359289233282436,0.9581771709240681,0.18951833669534127,0.9571763161296942
29,0.18167450221880535,0.9589118382796721,0.1873305729848969,0.9560051070973657
30,0.17874141859947315,0.959683774074054,0.18572905390591596,0.9584539997719825
31,0.17678099005043607,0.96056750624915,0.18427994174587667,0.9594974453851353
32,0.1745817328230486,0.9608017485430131,0.18112978684435102,0.958326234220443
33,0.17277093801577614,0.9616056215620934,0.178828575313599,0.9604557034713446
34,0.17123540220512443,0.9622178445276653,0.1781335912479859,0.961201025944146
35,0.1695417654169073,0.96291524689689,0.17760480389481306,0.9609028952897509
36,0.16763465522805918,0.963814948750517,0.1756275721668588,0.963245311323585
37,0.1656409751820605,0.9646347967282674,0.17389432603598048,0.9622870577051855
38,0.16469971680763024,0.9645230002460122,0.17280780007424915,0.961350082437265
39,0.16299949573698808,0.9650447223418007,0.17094049355240454,0.96426746345663
40,0.16128127510442036,0.9660828387716965,0.16849118450837403,0.9646933578348241
41,0.15983193011056424,0.9667216761758015,0.16738747877705037,0.9632453130497843
42,0.15840204110848233,0.9665459992532226,0.16632089051822585,0.9648424242789742
43,0.15687142916696442,0.9673498755216192,0.16742586421905628,0.9651618374470349
