1,2,1
1,13,1
1,14,1
1,22,1
1,23,1
1,38,1
1,51,1
1,65,1
1,67,1
1,88,1
1,94,1
1,100,1
1,142,1
1,148,1
1,159,1
2,1,1
2,12,1
2,31,1
2,41,1
2,43,1
2,50,1
2,58,1
2,102,1
2,103,1
2,107,1
2,124,1
2,127,1
2,129,1
2,139,1
2,145,1
3,20,1
3,24,1
3,46,1
3,60,1
3,65,1
3,70,1
3,73,1
3,82,1
3,89,1
3,112,1
3,121,1
3,134,1
3,138,1
3,139,1
3,147,1
4,9,1
4,20,1
4,26,1
4,40,1
4,70,1
4,71,1
4,73,1
4,81,1
4,89,1
4,96,1
4,99,1
4,112,1
4,139,1
4,147,1
4,157,1
5,50,1
5,54,1
5,56,1
5,65,1
5,77,1
5,100,1
5,104,1
5,106,1
5,125,1
5,126,1
5,142,1
5,155,1
5,157,1
5,162,1
6,13,1
6,23,1
6,29,1
6,60,1
6,65,1
6,67,1
6,88,1
6,98,1
6,100,1
6,104,1
6,113,1
6,134,1
6,141,1
6,148,1
7,13,1
7,31,1
7,35,1
7,41,1
7,45,1
7,50,1
7,59,1
7,113,1
7,127,1
7,130,1
7,148,1
7,151,1
7,157,1
7,162,1
8,20,1
8,24,1
8,26,1
8,51,1
8,65,1
8,80,1
8,91,1
8,100,1
8,107,1
8,133,1
8,138,1
8,148,1
8,153,1
8,164,1
9,2,1
9,5,1
9,10,1
9,26,1
9,32,1
9,61,1
9,63,1
9,100,1
9,130,1
9,133,1
9,134,1
9,139,1
9,149,1
9,157,1
9,162,1
10,11,1
10,26,1
10,29,1
10,51,1
10,67,1
10,78,1
10,88,1
10,97,1
10,100,1
10,113,1
10,126,1
10,132,1
10,138,1
10,148,1
10,150,1
11,10,1
11,13,1
11,38,1
11,45,1
11,59,1
11,69,1
11,81,1
11,88,1
11,113,1
11,123,1
11,130,1
11,135,1
11,138,1
11,157,1
11,165,1
12,2,1
12,21,1
12,23,1
12,25,1
12,26,1
12,78,1
12,94,1
12,100,1
12,102,1
12,106,1
12,117,1
12,120,1
12,130,1
12,159,1
13,10,1
13,13,1
13,31,1
13,42,1
13,50,1
13,53,1
13,61,1
13,79,1
13,81,1
13,93,1
13,127,1
13,130,1
13,135,1
13,162,1
14,41,1
14,50,1
14,59,1
14,67,1
14,69,1
14,80,1
14,103,1
14,124,1
14,127,1
14,128,1
14,145,1
14,150,1
14,157,1
14,164,1
15,3,1
15,13,1
15,23,1
15,45,1
15,53,1
15,59,1
15,61,1
15,67,1
15,69,1
15,88,1
15,113,1
15,123,1
15,130,1
15,148,1
15,157,1
16,9,1
16,10,1
16,15,1
16,20,1
16,21,1
16,32,1
16,71,1
16,73,1
16,80,1
16,92,1
16,126,1
16,136,1
16,139,1
16,148,1
16,155,1
17,3,1
17,26,1
17,30,1
17,60,1
17,68,1
17,73,1
17,82,1
17,87,1
17,91,1
17,92,1
17,112,1
17,139,1
17,141,1
17,146,1
17,155,1
18,5,1
18,10,1
18,29,1
18,45,1
18,59,1
18,80,1
18,81,1
18,82,1
18,85,1
18,145,1
18,153,1
18,155,1
18,157,1
18,162,1
19,11,1
19,26,1
19,45,1
19,50,1
19,67,1
19,69,1
19,76,1
19,85,1
19,88,1
19,103,1
19,145,1
19,160,1
19,162,1
19,164,1
19,165,1
20,1,1
20,54,1
20,64,1
20,78,1
20,97,1
20,107,1
20,113,1
20,121,1
20,124,1
20,126,1
20,137,1
20,142,1
20,148,1
20,150,1
20,160,1
21,13,1
21,53,1
21,81,1
21,85,1
21,87,1
21,90,1
21,103,1
21,113,1
21,128,1
21,130,1
21,145,1
21,157,1
21,162,1
21,164,1
22,3,1
22,4,1
22,5,1
22,10,1
22,11,1
22,14,1
22,27,1
22,51,1
22,64,1
22,67,1
22,81,1
22,124,1
22,132,1
22,140,1
22,150,1
23,4,1
23,23,1
23,27,1
23,33,1
23,34,1
23,36,1
23,38,1
23,40,1
23,58,1
23,72,1
23,77,1
23,85,1
23,90,1
23,149,1
23,154,1
24,10,1
24,13,1
24,31,1
24,54,1
24,67,1
24,69,1
24,85,1
24,102,1
24,103,1
24,113,1
24,127,1
24,128,1
24,130,1
24,162,1
24,165,1
25,24,1
25,45,1
25,56,1
25,59,1
25,61,1
25,63,1
25,82,1
25,109,1
25,119,1
25,120,1
25,121,1
25,126,1
25,143,1
25,155,1
25,165,1
26,1,1
26,3,1
26,5,1
26,10,1
26,29,1
26,59,1
26,61,1
26,69,1
26,88,1
26,113,1
26,123,1
26,127,1
26,129,1
26,148,1
26,157,1
27,29,1
27,35,1
27,46,1
27,48,1
27,63,1
27,68,1
27,92,1
27,100,1
27,106,1
27,118,1
27,120,1
27,126,1
27,155,1
27,157,1
28,4,1
28,22,1
28,37,1
28,69,1
28,94,1
28,102,1
28,103,1
28,115,1
28,119,1
28,121,1
28,129,1
28,132,1
28,135,1
28,145,1
28,160,1
29,4,1
29,11,1
29,22,1
29,47,1
29,51,1
29,56,1
29,58,1
29,62,1
29,81,1
29,83,1
29,92,1
29,105,1
29,108,1
29,119,1
29,121,1
30,23,1
30,25,1
30,46,1
30,64,1
30,70,1
30,84,1
30,90,1
30,101,1
30,112,1
30,113,1
30,120,1
30,123,1
30,136,1
30,143,1
30,153,1
31,19,1
31,25,1
31,29,1
31,38,1
31,45,1
31,79,1
31,100,1
31,104,1
31,120,1
31,123,1
31,138,1
31,142,1
31,144,1
31,148,1
31,157,1
32,13,1
32,29,1
32,45,1
32,59,1
32,67,1
32,69,1
32,75,1
32,79,1
32,88,1
32,104,1
32,113,1
32,123,1
32,148,1
32,157,1
32,162,1
