Epoch,Loss,Acc,Val_loss,Val_acc
1,0.6732761281909365,0.6103693842887878,0.6312037381258878,0.7517045140266418
2,0.5797363519668579,0.8530303835868835,0.5182798197775176,0.8895832896232605
3,0.4525800816940539,0.8909090757369995,0.3955057714924668,0.88958340883255
4,0.35944918430212774,0.8909090757369995,0.34072607936281146,0.8893939256668091
5,0.3280446095900102,0.8908617496490479,0.32837740760861023,0.8893939256668091
6,0.32126652652567084,0.8905777335166931,0.3251415780096343,0.8901515603065491
7,0.3194605220447887,0.8909091949462891,0.3244378593834964,0.8893939256668091
8,0.31885227831927215,0.8909091949462891,0.3240413051663023,0.88958340883255
9,0.3186217149098714,0.8910986185073853,0.323881031888904,0.8897727727890015
10,0.31852307644757355,0.8909091353416443,0.3236199942502109,0.88958340883255
11,0.3183722613435803,0.8910983204841614,0.3233122229576111,0.88958340883255
12,0.3180821258010286,0.8908616900444031,0.32334119171807263,0.88958340883255
