Epoch,Loss,Acc,Val_loss,Val_acc
1,0.5668940950523723,0.7492424249649048,0.4275613111076933,0.7679924964904785
2,0.35208491664944275,0.8796873688697815,0.3325932947072116,0.88958340883255
3,0.32165429267016327,0.8909091353416443,0.3248443170027299,0.88958340883255
4,0.3201098351767569,0.889914870262146,0.3239363359682488,0.88958340883255
5,0.3198286963231636,0.8909092545509338,0.3251196371786522,0.88958340883255
