Epoch,Loss,Val_loss
1,0.6923153201738993,0.6891827583312988
2,0.6872517195614901,0.6834617853164673
3,0.6803654712257963,0.6754559874534607
4,0.6704018125028322,0.6639069318771362
5,0.6556196357264663,0.6473644971847534
6,0.6346711778279507,0.6241203546524048
7,0.6062889695167542,0.5922107696533203
8,0.568639565597881,0.5500199198722839
9,0.5204595589276516,0.4963592290878296
10,0.4643132347952236,0.4312932789325714
11,0.3990366743369536,0.35909730195999146
12,0.332576032389294,0.2861098349094391
13,0.269834809682586,0.2206486016511917
14,0.21699389815330505,0.1689688265323639
15,0.1801396624156923,0.13299348950386047
16,0.15341928759307571,0.1123441830277443
17,0.1339653707814939,0.10051518678665161
18,0.12114169392170328,0.09442274272441864
19,0.11107648141456372,0.09157160669565201
20,0.103729766539552,0.09046472609043121
21,0.09692879156632857,0.08995239436626434
22,0.09296970012964624,0.08981859683990479
23,0.09004033119841055,0.08984050154685974
