Epoch,Loss,Val_loss
1,0.6902062025937167,0.6831649541854858
2,0.6782479186852773,0.6672301292419434
3,0.6563188749732394,0.639360785484314
4,0.6204937868046038,0.5932621359825134
5,0.5635768139001095,0.5235086679458618
6,0.4901963025331497,0.42867806553840637
7,0.39383966453147656,0.3204564154148102
8,0.3063949436852426,0.21674489974975586
9,0.23071491357051965,0.14495649933815002
10,0.18244856528260492,0.10859754681587219
11,0.15606141496788373,0.0934295728802681
12,0.13970642988428925,0.08806966990232468
13,0.1205798415749362,0.08588367700576782
14,0.10872486673972824,0.08501412719488144
15,0.09931656300570026,0.08470577001571655
16,0.09316064180298285,0.0846281498670578
17,0.08920867571776564,0.08470861613750458
