Epoch,Loss,Val_loss
1,0.6924689014752706,0.6899845600128174
2,0.6885441388144637,0.6857233047485352
3,0.6830693230484471,0.6798245310783386
4,0.6751216893846338,0.6716026067733765
5,0.6642134614063032,0.6601277589797974
6,0.648519757119092,0.6442819237709045
7,0.6285736208612268,0.6227272748947144
8,0.6020313411047964,0.5944634675979614
9,0.5686727545478127,0.5584849119186401
10,0.526391605536143,0.5142275094985962
11,0.47687944679549243,0.46161460876464844
12,0.42255206902821857,0.4017297029495239
13,0.3658335723660209,0.3383105993270874
14,0.308229996399446,0.2769317328929901
15,0.2550443733731906,0.2236773818731308
16,0.20916697811899762,0.17954537272453308
17,0.174556562620582,0.1458507627248764
18,0.14901661714821152,0.12233006209135056
19,0.12969318167729812,0.10653142631053925
20,0.11616033405968637,0.09700339287519455
21,0.10621368907617801,0.09121432155370712
22,0.10027158982826001,0.08800860494375229
23,0.0956455549281655,0.08621034771203995
24,0.09243175398671266,0.08516121655702591
25,0.09004970673810352,0.08470019698143005
26,0.08818901014147383,0.08455605804920197
27,0.08648327523560236,0.08464838564395905
