Epoch,Loss,Val_loss
1,0.692478333458756,0.6900403499603271
2,0.6886617839336395,0.6859530210494995
3,0.6832922588695179,0.6803730726242065
4,0.6757281431646058,0.6727428436279297
5,0.6653003665533933,0.6624085307121277
6,0.6516769582575018,0.6486902236938477
7,0.6337054281523733,0.6311115026473999
8,0.6112768397186742,0.6089067459106445
9,0.5848340012810447,0.5815495848655701
10,0.5525515278180441,0.5489271879196167
11,0.51615868824901,0.5106464624404907
12,0.47417352867848944,0.46823251247406006
13,0.4291525677298055,0.42106544971466064
14,0.3820354545658285,0.3710024356842041
15,0.3325286620494091,0.32146507501602173
16,0.2860656570304524,0.273041307926178
17,0.2441136629292459,0.22914394736289978
18,0.20877188128052335,0.19184572994709015
19,0.17872212330500284,0.1630101501941681
20,0.1540545882149176,0.14144258201122284
21,0.13530005198536496,0.12573504447937012
22,0.12313528381513827,0.11522243171930313
23,0.1111198001061425,0.10778544843196869
24,0.10427162243109761,0.10267803072929382
25,0.09906980022788048,0.09929947555065155
26,0.09514971179040996,0.09711828827857971
27,0.0924527823473468,0.09554737061262131
28,0.09042573833104336,0.09441599994897842
29,0.08870056689237103,0.09369829297065735
30,0.0872711692795609,0.09314050525426865
31,0.08591788487904,0.09267806261777878
32,0.08467346339514761,0.09235810488462448
33,0.08349643602515712,0.09213168174028397
34,0.08254319113312346,0.09194086492061615
35,0.0817397301169959,0.0918758288025856
36,0.08098580564061801,0.09179370850324631
37,0.08027614551511678,0.09187153726816177
