userId,movieId
65,30
65,49
65,53
65,62
65,89
65,110
65,114
65,126
65,127
65,129
65,149
65,161
66,12
66,34
66,55
66,62
66,78
66,79
66,112
66,122
66,137
66,141
66,164
67,9
67,30
67,52
67,68
67,82
67,84
67,86
67,92
67,101
67,104
67,118
67,134
68,21
68,22
68,30
68,33
68,46
68,57
68,66
68,76
68,87
68,112
68,122
68,154
68,156
68,158
69,9
69,12
69,28
69,34
69,60
69,66
69,78
69,80
69,84
69,87
69,102
69,144
70,0
70,3
70,18
70,33
70,41
70,57
70,63
70,75
70,102
70,128
71,30
71,55
71,58
71,68
71,80
71,108
71,129
71,156
71,161
71,164
72,2
72,44
72,103
72,106
72,112
72,121
72,122
72,147
72,156
72,164
73,0
73,18
73,24
73,52
73,57
73,86
73,87
73,92
73,94
73,123
73,127
73,128
74,9
74,20
74,40
74,55
74,66
74,81
74,100
74,126
74,127
74,156
75,3
75,5
75,9
75,49
75,101
75,105
75,112
75,114
75,126
75,144
75,151
75,159
75,161
76,9
76,30
76,40
76,60
76,68
76,74
76,78
76,127
76,129
76,161
77,53
77,58
77,62
77,68
77,80
77,91
77,102
77,114
77,122
77,131
77,137
77,156
77,164
78,2
78,34
78,53
78,68
78,79
78,121
78,122
78,129
78,163
78,164
79,12
79,18
79,42
79,47
79,66
79,87
79,99
79,112
79,122
79,126
79,144
79,156
80,0
80,2
80,4
80,44
80,55
80,86
80,91
80,121
80,129
80,163
81,3
81,11
81,40
81,42
81,47
81,62
81,87
81,92
81,123
81,126
81,129
81,151
82,10
82,12
82,21
82,27
82,34
82,46
82,80
82,82
82,108
82,117
82,119
82,143
82,147
82,156
83,5
83,11
83,13
83,30
83,34
83,43
83,57
83,66
83,86
83,102
83,134
84,23
84,58
84,62
84,68
84,80
84,102
84,118
84,129
84,134
84,142
85,22
85,37
85,44
85,50
85,58
85,66
85,87
85,89
85,112
85,119
86,27
86,30
86,40
86,68
86,74
86,78
86,126
86,127
86,144
86,161
87,12
87,22
87,28
87,37
87,44
87,46
87,50
87,58
87,66
87,87
87,99
87,112
87,122
87,156
87,164
88,22
88,28
88,30
88,58
88,60
88,62
88,64
88,68
88,87
88,99
88,119
88,122
88,141
88,156
88,161
89,12
89,32
89,58
89,68
