Movie,A_avg,A_std,B_avg,B_std,C_avg,C_std,D_avg,D_std,A_avg_maxabsnorm,A_std_maxabsnorm,B_avg_maxabsnorm,B_std_maxabsnorm,C_avg_maxabsnorm,C_std_maxabsnorm,D_avg_maxabsnorm,D_std_maxabsnorm
coldpursuitmovie,31.719298245614038,25.51487655904552,4337082.169517238,15039809.195643485,0.2395739192226644,0.2838040882286133,4796.309216423155,3599.4162349641283,0.23291874546178531,0.14057038696116822,0.011724520977429598,0.020020276895934743,0.5547160462781487,0.7445691584810726,0.6077080115654916,0.9690157675328503
detectivepikachumovie,42.525,25.53623650814661,16478140.563755386,44619055.18830659,0.2438619772025071,0.23261337017094216,3127.2763489524214,2089.994194403742,0.3122663551401869,0.14068806639824732,0.04454568697514176,0.059394758808751766,0.564644733743411,0.6102686623037971,0.39623610694869704,0.5626571633356893
disneyaladdin,35.13043478260869,23.953858448975872,4188247.896799073,15653981.171850855,0.2694227867751646,0.2724837441331717,3360.9247452016066,2538.865616896817,0.25796714459859516,0.1319701917269064,0.011322174311067305,0.020837833346648005,0.6238289357292499,0.7148698714501209,0.4258401203438024,0.6834999493868068
doramovie,27.045112781954888,12.583474460519971,18383378.747403104,29038629.999438144,0.27799599255384577,0.2698250324875197,4355.485431347979,2796.700214433077,0.19859562122930824,0.06932676590215262,0.04969615546480471,0.038654839679465446,0.6436795723465811,0.7078946558885596,0.5518542011060841,0.7529128136177236
dumbo,38.38636363636363,40.762179389662684,3710185.2400150723,27549769.776527073,0.20114688057519492,0.24277075973456175,2408.2721428041477,2089.762514400497,0.28187583444592784,0.22457311588105877,0.01002981796896608,0.03667293994029475,0.4657410233797241,0.6369169006958266,0.30513593039430814,0.5625947916727552
escaperoom,31.362903225806452,36.67145648325872,4407837.724115743,15438257.283031322,0.2555499973849953,0.2947724368782145,3386.428236758719,2416.5178869305405,0.23030169257935312,0.2020358913495821,0.01191579588339989,0.020550671991669787,0.5917074973592749,0.7733449741324033,0.4290714958541804,0.6505621417758027
everybodyknowsmovie,47.60606060606061,50.25507023655598,3942240.874471973,7892329.785771757,0.3620539886592287,0.30978198408623264,3215.8458560232216,2229.2666368354753,0.34957721406319536,0.2768727747345853,0.010657138607076913,0.010505893100755094,0.8383097700280944,0.8127230042503263,0.40745815219195003,0.6001513523622901
fastandfuriousmovie,28.905555555555555,14.510416650049189,2150359.750109161,4131281.316889002,0.2988707722531652,0.2726820333848579,4574.841069119876,2955.4470494049488,0.21225708351876574,0.07994296498926495,0.005813110523101173,0.0054993647075707456,0.6920136117917162,0.7153900896830059,0.5796472754140519,0.7956497954203331
fightingwmyfam,34.82644628099174,44.688393613271856,2514152.1732220044,6069934.491496034,0.12164468176321926,0.19049772055569505,2815.873684853536,2122.872599883397,0.2557349192863212,0.24620400448943502,0.006796557856931893,0.00808000737769573,0.28165944413899696,0.4997769002272467,0.35678037437254395,0.5715085134550905
fivefeetapartfilm,33.14545454545455,16.82035366812069,2204397.9813831844,3967030.027132131,0.23655405544997984,0.3070704935417809,3608.2696880790318,1898.4547754212315,0.24339118825100134,0.09266921666188463,0.005959193154555215,0.005280721222226564,0.5477237705842104,0.8056093215493021,0.45717953084138424,0.5110919358148485
glassmovie,53.79220779220778,42.56311971720023,617594.5678604393,2869991.770124753,0.2066960342579812,0.27805972591586564,1824.6969041928626,1403.3209384013726,0.395002860957467,0.2344951266009647,0.001669555748175342,0.00382039620180787,0.4785896865442821,0.7294986390959973,0.23119504546533423,0.37779462764285665
gloriabellmovie,53.93846153846154,57.75701806789089,1350105.3906046208,2549134.68524009,0.12025107339826585,0.16479990813088302,3987.228528211201,2403.0624438305967,0.39607682037588576,0.3182036315456243,0.0036497669066866277,0.0033932865490288906,0.27843264497498355,0.432357862357243,0.5051948511241806,0.646939738677119
godzillamovie,58.98305084745762,62.522536011716596,575386.3174135946,2056086.3916191026,0.25794745922706785,0.2704243862321624,1984.6760007019793,1934.8559881348249,0.4331198660360706,0.34445853816387645,0.0015554533405099328,0.0027369641693394207,0.5972586464929215,0.7094670797252509,0.2514649184540698,0.5208916774324335
goodboysmovie,30.88495575221239,19.86982067535106,57537036.36173855,89798958.3318889,0.21378266759726966,0.2634044431534112,6729.208043821273,2876.467711450728,0.22679206493613904,0.1094697979321757,0.15554102122935393,0.11953609167406744,0.49499827242102523,0.6910500331514875,0.8526125933912996,0.7743873965225551
gretafilm,35.455357142857146,36.469872202187354,958774.9880779969,3204829.9522457733,0.20956344034090635,0.2427028096179698,2115.5498999781103,1832.0223809523566,0.26035308983406447,0.2009252929765147,0.0025918756023030447,0.004266116824602476,0.4852289575073114,0.6367386313782655,0.26804706808332823,0.49320735856313097
happydeathdaymovie,29.089430894308943,23.297652671488642,3207235.7834482677,5866157.529256794,0.2818052451106737,0.2774824084913634,3351.9298110263094,2201.7553203051434,0.2136073029622152,0.12835492438065574,0.008670184643236238,0.007808749201746014,0.6524996205573991,0.7279840282543388,0.424700432864289,0.5927449014926967
hellboymovie,38.009900990099005,29.245121468258038,2896114.744057155,9799751.786628887,0.2914916913226804,0.2936284295132869,2791.893035422161,2825.871996099152,0.27911142249071363,0.1611216120135205,0.007829124914532314,0.013044962321501532,0.6749278847133832,0.7703436339955616,0.35374194792328806,0.7607662861133084
hersmellmovie,41.4375,45.86524930434806,4502019.763547086,21597979.94874923,0.31197948408664816,0.3352172109335366,3056.0757018266545,2014.6022981460774,0.30428070761014686,0.25268771447365546,0.012170400074385922,0.028750201105746522,0.7223658839574976,0.8794531404075507,0.3872147528752739,0.5423605564836601
highlifemovie,43.455696202531655,56.752582602999105,2402062.2189402143,6428363.447653331,0.15218429100145547,0.21677997766615692,2961.76515008344,2197.159366268555,0.31910057291578653,0.3126698449466332,0.006493542841543735,0.008557130914068024,0.3523716959002954,0.5687292475378899,0.37526529855876206,0.5915076030982933
hotelmumbaifilm,136.1818181818182,181.50961315980342,344585.0452448195,841975.4368819812,0.3711785783851841,0.31113151696463104,2373.880031385012,1718.9773791712514,1.0,1.0,0.0009315236450618406,0.0011207975557851932,0.8594370962124938,0.8162635471857128,0.30077833777444607,0.4627739821443124
httydragon,46.85714285714285,49.797002887710406,58575097.73329757,188005659.73885703,0.30753269979653897,0.2715897309620545,4912.735240341681,3694.808428750296,0.344077818043105,0.2743491213540766,0.1583472332979756,0.2502641700444636,0.712069677224875,0.7125243991257282,0.6224595682932641,0.9946967485153865
hustlemovie,34.55454545454545,29.54490768724678,16990909.94716539,24084109.99201288,0.20452090901811806,0.2498641908845735,5941.125529094032,2422.538643482917,0.2537383177570093,0.16277323924014458,0.045931866705521046,0.032059618879467885,0.47355334169868446,0.6555267455894394,0.752759969975251,0.6521830179542945
isntitromantic,35.557692307692314,32.89225619734042,11849579.16266707,19741397.003022317,0.28765428840217744,0.2943566485449408,4437.26594237005,2379.937033695748,0.26110454965595153,0.18121495398914025,0.03203320436095568,0.02627880641115893,0.6660426563757393,0.7722541400597015,0.5622160584208413,0.6407140382889127
johnwickmovie,36.37864077669903,25.18094382927484,11571453.110453967,37574943.95356789,0.2242909747148901,0.21199232064046894,2449.440676148496,1706.7611983756835,0.2671328761973894,0.1387306346529713,0.031281340641042536,0.050017973799665105,0.5193294959376603,0.5561686752608586,0.3103521177602301,0.4594852066770719
lalloronamovie,76.8,87.20922479238588,283368.81021500763,876022.2200938351,0.1460887264243135,0.19264510227211987,1365.0882831857755,1886.7200913402944,0.5639519359145527,0.4804661487301268,0.0007660365724832317,0.0011661190102298827,0.3382578579122685,0.5054106252645271,0.17296113506310454,0.5079327863419456
lastblackmansf,51.74193548387096,50.50484980987885,6515634.0879612835,8962655.590893146,0.1689197884659532,0.22398065809295387,5847.3837118702395,3295.685624985821,0.3799474568241526,0.2782488978444008,0.01761384395307888,0.011930659778885659,0.3911215273348931,0.5876204643605051,0.7408825761761727,0.8872470220089576
latenightmovie,31.173076923076927,16.135509281188295,3938641.8175959913,5652875.543156581,0.14111171155162155,0.2083458253697164,4206.6962308759685,2190.293101077486,0.22890777446852215,0.08889616919067743,0.010647409204637182,0.007524838391236661,0.3267339406953812,0.5466019775712807,0.533002124419357,0.5896591035639587
lionking,50.115384615384606,40.917672430867356,1059579.9377273866,2227675.500602573,0.29105052314747826,0.28637416976177604,3464.23495931003,3053.366981525127,0.3680034918352674,0.22542978147853196,0.00286438363895031,0.002965375409767317,0.6739063917784014,0.7513118500903395,0.4389298612169013,0.8220112807241144
littlethemovie,34.24031007751938,23.39176797948752,77362449.43684708,203675598.06428492,0.2206909058575552,0.2601577249987069,7892.456780465309,2562.313041211415,0.2514308483662972,0.12887343855938418,0.2091354569352355,0.2711232447931086,0.510993797421939,0.6825321635909682,1.0,0.6898123407263167
littlewoodsfilm,48.33333333333334,37.071252713899185,1280761.738340941,9446250.18023946,0.14791874222978965,0.19247396780561826,2027.9412483468134,1519.0446482116924,0.3549176680017802,0.20423850874091815,0.003462308824538372,0.012574397838201832,0.34249512687515904,0.5049616484844337,0.2569467663562237,0.4089491516443614
longshotmovie,34.51724137931034,25.338903835060147,12983382.86285467,36695863.06521783,0.226442233467922,0.2528172806402184,4372.928065818221,2634.080503018969,0.2534643893006767,0.13960089162192996,0.03509823858155854,0.048847783236091305,0.5243105796627799,0.6632742715958597,0.55406423974873,0.7091331965394885
mamovie2019,28.528000000000002,17.389917078583213,4367685.683133502,12697851.578732274,0.27509426433841416,0.2726453808882761,3714.0205619574353,2829.4113435395925,0.20948464619492657,0.09580714087728734,0.011807252067907618,0.01690277458196341,0.6369608309733102,0.7152939306787207,0.47057851126281,0.7617191304782498
meninblack,34.78947368421053,32.259766285198396,2650245.16219191,6146605.021700235,0.3902580101818214,0.31557003544543355,3607.0255790467213,3456.3935699726153,0.2554634249174338,0.1777303456472935,0.007164460756091482,0.008182067531815962,0.9036141377110201,0.8279081432547155,0.4570218981717458,0.9305119634589861
midsommarmovie,46.85185185185186,55.62398255107458,9025895.852702936,12542667.177526975,0.2991708257343413,0.3328874536066911,4827.8379112226785,2601.891534887437,0.3440389655342927,0.3064519921713596,0.02439988479095145,0.01669620050634549,0.6927083638802992,0.8733409470873573,0.6117027999661783,0.7004674530900156
missbalamovie,30.92857142857143,25.733425416634088,11735921.88253086,49373291.12350912,0.30026569668346065,0.2881226565928269,3972.411709179434,3360.358590066732,0.2271123402632081,0.14177444912506118,0.03172595236223625,0.0657233710014469,0.6952434582096441,0.7558990615591259,0.5033175118565851,0.9046579350030556
missinglinkfilm,53.897058823529406,50.783027417656214,11598548.331867175,30076346.10987253,0.21192713496758192,0.2843129959864023,4039.322034017064,2773.1656149014925,0.3957727950993481,0.2797814756673311,0.03135458769503659,0.040036197886874535,0.4907019211010644,0.7459042943606383,0.5117952681115501,0.7465769534281882
onceinhollywood,39.82795698924731,34.54391739741514,6639516.921928645,24083351.846086394,0.21562343586569174,0.26228734916896923,3865.6562069183587,2567.0801304357087,0.2924616334323901,0.1903145337376827,0.01794873889599748,0.03205860967175931,0.49926043793255714,0.6881193011344412,0.4897912417444311,0.6910957112292068
onthebasisofsex,36.527272727272724,38.52335987681172,963648.8734370995,3393852.3871230236,0.20261789394651772,0.20749811696618448,2930.446012689801,1714.0994258244407,0.2682242990654205,0.21223867544081673,0.002605051274079802,0.004517734477230843,0.46914704822587644,0.5443779872947676,0.37129706176446536,0.46146076538976377
overcomermovie,31.672897196261683,16.74312563687662,18966286.95950281,34420499.85851046,0.2958994389590837,0.3478052294281436,5718.816981777425,2091.5515297590773,0.23257801679497897,0.09224374040253039,0.051271942893669514,0.045818928225729944,0.6851337049036229,0.9124782120193583,0.7245927524027905,0.563076420908625
petsematarymovie,43.825,37.556216196523316,267279.4757903303,882495.8252078238,0.1853398696740483,0.21671166148643697,1544.6461785051474,1172.9466422512585,0.3218124165554072,0.20691034233794733,0.0007225419529206038,0.0011747363646930319,0.4291410352883237,0.5685500178419324,0.19571170567931587,0.3157744802547156
pomsmovie,29.625954198473288,22.545741757985024,54092293.73290819,72409788.21634473,0.22158748213856866,0.2858923214618203,7059.4771051558655,3280.073982701255,0.2175470602024073,0.12421238393657673,0.14622877958047986,0.0963884575402148,0.513069754819156,0.7500477055691916,0.8944587599933194,0.8830441383902538
rocketmanmovie,34.18691588785047,23.483989710678273,6926946.223913605,16751049.95378712,0.2622161050649772,0.25741152408496965,3790.6092804511854,2378.755300895381,0.2510387682018392,0.12938152036059195,0.01872575227709875,0.022298199000396594,0.6071423865504777,0.6753274171191197,0.4802825515412839,0.6403958984457229
scarystoriesmovie,37.851485148514854,38.649064937804276,596808.576946695,1274101.4556364885,0.17534742444299276,0.2421560199516503,2335.2634717426513,2214.597995427608,0.2779481552961705,0.21293122862741787,0.0016133645631851846,0.0016960231079756495,0.4060042525817289,0.6353041110926038,0.29588549379487045,0.5962023384431898
secretlifeofpets,56.25,34.05418476487141,50332158.66555557,43068536.67360691,0.39916499138559786,0.38116551699183465,6219.981033469799,1846.6860115445152,0.4130507343124165,0.18761642522420927,0.13606393124419583,0.05733078249144896,0.9242376071340025,1.0,0.7880918713251531,0.49715502349697555
serenityfilm,31.414285714285718,21.71404605130899,7187112.651418575,11556747.803393316,0.35184733957217496,0.3338793854912322,4817.67661711096,3501.1308652477865,0.2306790005721915,0.11963028113663414,0.019429065384317205,0.015383791644606735,0.8146770138178628,0.8759433123075102,0.6104153308809033,0.9425559010556742
shaftmovie,33.92222222222223,20.357487171815126,2792205.496068482,5850628.0692688925,0.25286338587937723,0.2658602348019674,4015.850023193711,2084.808145775391,0.24909508974929542,0.11215652337869361,0.007548224966093535,0.007788077125062211,0.585486843136489,0.6974928815705611,0.5088212878318672,0.5612610028018648
shazammovie,38.023622047244096,46.08490359799703,13209435.577955166,35925967.43100311,0.2512032092455732,0.2917241394305147,3279.879402728454,2811.348898408603,0.2792121779170127,0.25389786687178534,0.03570933140770522,0.04782293487681725,0.5816428244661128,0.765347667682027,0.415571411280517,0.7568564547026319
spidermanmovie,41.65048543689321,38.66201787255734,6196187.433458823,15178786.403259927,0.25113204911942033,0.27142640893401004,4178.557569855797,3354.2100731645733,0.3058446861187085,0.21300259087940868,0.01675027742251884,0.020205276728213928,0.5814780583515029,0.7120959185293368,0.5294368643485236,0.9030026638601243
stubermovie,34.488372093023266,29.487776019212124,9743397.420957685,39431366.6482111,0.2172615610317276,0.23285683345854985,4443.794607795232,2349.983933678558,0.2532523985468998,0.16245848088084847,0.02633952113159238,0.05248915517565092,0.5030533980275481,0.6109073960736541,0.563043261610771,0.6326502234065988
taosdfilm,37.598039215686285,33.14385158843355,2506131.178167068,5323323.809679827,0.1292354423930392,0.22288077474426352,3585.3702892695146,1873.3958811630487,0.2760870703421556,0.1826010810747157,0.006774874540567165,0.007086154836816899,0.29923530021915745,0.5847348850002034,0.4542781023703161,0.5043457130753826
teenspiritmov,40.25581395348837,56.19136448727803,4988774.635774652,15704033.357292924,0.1941916083736383,0.2454948413855609,3571.1985272667766,2940.180075563294,0.29560344024590923,0.30957789788139994,0.013486254256353934,0.020904460429396317,0.4496365946966924,0.6440636165700685,0.452482493930899,0.7915397016136293
thebestofenemies,38.277227722772274,32.18791323852966,6686644.965125158,32142694.620012425,0.2087564740650163,0.2376481532966031,4112.208111828966,2173.704004046265,0.2810744358815053,0.17733448205958657,0.018076141077806786,0.0427868224990861,0.48336048558226224,0.6234775778567976,0.5210301717466644,0.5851930747573331
thedeaddontdie,34.74226804123711,39.264705263023075,4864313.17030752,16091716.832754545,0.13990421202430905,0.20834405980183293,2038.7268349949481,1783.1689461538517,0.2551167880197652,0.21632300669636664,0.013149795087328449,0.02142052618699703,0.3239380630562506,0.5465973455471211,0.25831333534078,0.48005529569303584
thefarewell,51.542857142857144,49.78372818338072,2585784.025127129,5381441.735664036,0.1166948728602518,0.20066702251274424,3010.310484209488,1499.8769021237451,0.3784855998474156,0.2742759863608462,0.006990201674938515,0.007163518648796532,0.27019852037319025,0.5264563911667879,0.38141615062883016,0.4037889126014678
thehummingbirdprojectfilm,32.61261261261261,27.299860135988347,3652352.51432504,15738470.062458845,0.2884458020045337,0.2799974954023706,4841.195779813154,3306.0000737336463,0.23947846377752915,0.15040448635606532,0.00987347760486129,0.02095030092935459,0.6678753487551897,0.7345824397026155,0.6133952854573296,0.8900238232504932
theintrudermovie,38.673469387755105,36.0772344719911,4636762.451790135,13820076.31188661,0.2593282360185113,0.2599728339936668,2443.449214422691,2293.0339596441377,0.28398408762704014,0.19876211427010332,0.012534652678582428,0.01839662663852569,0.600455735078471,0.6820470960893241,0.30959298003005786,0.6173184531423327
thekitchenmovie,42.58139534883721,38.85795992091958,1186106.0593065915,2587737.9436532827,0.20186032240604698,0.25512691234247065,2094.576804265575,1691.8817116122987,0.3126804731890583,0.2140821042173041,0.0032064242341399833,0.0034446733660066825,0.4673929462306914,0.669333664692276,0.265389708493543,0.45547943008850794
thelegomovie,41.58426966292135,37.4939123114895,129395206.71378782,162257793.53446954,0.27559579470776113,0.2667822881909082,6357.522074211961,2889.175640014068,0.3053584554687149,0.20656708842456392,0.3497966504202785,0.2159898382237757,0.6381220881939429,0.6999119183087678,0.8055187695100873,0.7778085577183456
themustangfilm,31.691056910569106,35.5395417206273,4055545.0563493394,8115060.734937881,0.30440363466820425,0.3022344302183055,5131.819749675076,2510.4700169821235,0.23271136583194937,0.1957997766726428,0.010963436068210684,0.010802381920366705,0.7048245537065533,0.792921753792277,0.6502182897443151,0.6758554364297866
theprodigymovie,42.30508474576271,57.27668624933432,358949.2251820213,545746.0835165336,0.13836306751499733,0.21866886757106474,2531.441782505687,1998.6543322780933,0.3106514901224231,0.31555731540735077,0.0009703546199926297,0.0007264711649425588,0.32036965464300377,0.5736848109892089,0.32074192522299033,0.5380671296118145
thesunisalsoastar,34.94949494949495,24.735928042193212,3711920.266971615,6021948.261560019,0.2610930240207124,0.2848349501785386,3623.481107038056,2101.027959224136,0.2566384809375463,0.13627888689518267,0.010034508302041013,0.008016130396411334,0.6045419737904163,0.7472736579805574,0.4591068672059842,0.5656276150390381
theupsidefilm,30.661764705882355,23.489428344356035,2019966.632728226,5025208.522701927,0.2141894662825904,0.22146539659078904,3288.5897681776933,1767.8340933176273,0.22515314537029765,0.1294114836974262,0.005460616200814589,0.006689317981071587,0.49594018529319617,0.5810215948667079,0.41667504297487085,0.47592692786306595
tolkienmovie,48.957142857142856,61.31008672880734,1674472.6035341013,4095700.8144886387,0.2357537732680988,0.28239517613606285,3024.557939279789,2546.633755516349,0.3594983787907686,0.3377787306219927,0.00452663528126146,0.005452001639270778,0.5458707751943938,0.7408728322664937,0.38322134962663335,0.6855912465070418
toystory,37.252631578947366,26.654502304015967,53515538.79496049,96247575.0398332,0.20819029330190567,0.29015777751446875,3352.327977916869,3053.4280294092428,0.27355069917785113,0.14684898413919817,0.1446696264207055,0.12812018276254966,0.48204953506055886,0.7612382667886627,0.42475088190717064,0.8220277157120184
triplefrontier,39.8375,42.17061884475968,1079015.3766733478,2430235.460920923,0.2179591414061441,0.28413512227211146,2443.173512262969,2493.3557395075964,0.2925317089452603,0.2323327018918393,0.002916923849792762,0.0032350135707871785,0.5046685948257351,0.7454376369470962,0.3095580476677541,0.6712480213268444
uglydolls,51.26315789473684,61.949477523755576,152079500.1638547,233737567.1929792,0.30895101693617943,0.3338243768541472,6057.313259261613,1965.6397709909709,0.3764317335394561,0.3413013583430121,0.41111955462596067,0.31114030472813997,0.71535368776585,0.8757989953779014,0.7674813341080465,0.5291791243473386
underthesilverlake,30.86666666666667,18.62055529153412,8764439.387598388,27857998.21998825,0.2006809928306094,0.2623622131528631,3840.917353639493,2807.000314460976,0.2266577659101024,0.10258715760217252,0.02369308429928724,0.03708323894775046,0.4646622940734438,0.688315709205362,0.48665674839628925,0.7556857519729064
usmovie,43.01020408163265,52.85183272515089,2255389.980157231,6467894.183698283,0.17580750420957664,0.2206740364337604,3444.9487631059774,3236.1490834237816,0.3158292689572491,0.2911792483333621,0.006097040844762551,0.008609752345046635,0.4070695339358933,0.5789454360282221,0.4364862372933864,0.871218909739645
