Movie,A_avg,A_std,B_avg,B_std,C_avg,C_std,D_avg,D_std,A_avg_robnorm,A_std_robnorm,B_avg_robnorm,B_std_robnorm,C_avg_robnorm,C_std_robnorm,D_avg_robnorm,D_std_robnorm
escaperoom,31.362903225806452,36.67145648325872,4407837.724115743,15438257.283031322,0.2555499973849953,0.2947724368782145,3386.428236758719,2416.5178869305405,-0.5108329718350713,0.12895736716861791,0.0,0.06552691788653976,0.16226357878988062,0.5065849728941424,-0.1483415343344353,0.03429676465093104
everybodyknowsmovie,47.60606060606061,50.25507023655598,3942240.874471973,7892329.785771757,0.3620539886592287,0.30978198408623264,3215.8458560232216,2229.2666368354753,1.1294297650208895,0.773743096558642,-0.05633296081975603,-0.2400392581518083,1.3923080593207116,0.7921036292477274,-0.25508756132371563,-0.22553551517002787
fastandfuriousmovie,28.905555555555555,14.510416650049189,2150359.750109161,4131281.316889002,0.2988707722531652,0.2726820333848579,4574.841069119876,2955.4470494049488,-0.7589802821549375,-0.9229808351693923,-0.27313418971471476,-0.39233984664126276,0.662587363667629,0.08637094269592334,0.5953363750173866,0.7821219080165072
fightingwmyfam,34.82644628099174,44.688393613271856,2514152.1732220044,6069934.491496034,0.12164468176321926,0.19049772055569505,2815.873684853536,2122.872599883397,-0.16107827341523837,0.509504602148317,-0.22911863348099112,-0.31383566840148897,-1.384246485515594,-1.4769776545082725,-0.5053797661490386,-0.3731692701734205
fivefeetapartfilm,33.14545454545455,16.82035366812069,2204397.9813831844,3967030.027132131,0.23655405544997984,0.3070704935417809,3608.2696880790318,1898.4547754212315,-0.33082778948631525,-0.8133329570647375,-0.2665960579222476,-0.3989910685803286,-0.05712588492970875,0.740524382636361,-0.009518911224852902,-0.6845743739196462
glassmovie,53.79220779220778,42.56311971720023,617594.5678604393,2869991.770124753,0.2066960342579812,0.27805972591586564,1824.6969041928626,1403.3209384013726,1.7541178399193424,0.40862229614933454,-0.45858475928700987,-0.4434147375439198,-0.4019645499166784,0.18866793570020307,-1.1256324729254243,-1.3716285517905769
gloriabellmovie,53.93846153846154,57.75701806789089,1350105.3906046208,2549134.68524009,0.12025107339826585,0.16479990813088302,3987.228528211201,2403.0624438305967,1.7688868016728774,1.1298448668330678,-0.3699576487099799,-0.4564075833562635,-1.4003416595726743,-1.9658135116512014,0.22762369636543375,0.01562581609980191
godzillamovie,58.98305084745762,62.522536011716596,575386.3174135946,2056086.3916191026,0.25794745922706785,0.2704243862321624,1984.6760007019793,1934.8559881348249,2.2782983447973066,1.3560540346684706,-0.46369157158720425,-0.4763731716472605,0.18995253833817963,0.04342491823398827,-1.0255217060334882,-0.6340635758191324
goodboysmovie,30.88495575221239,19.86982067535106,57537036.36173855,89798958.3318889,0.21378266759726966,0.2634044431534112,6729.208043821273,2876.467711450728,-0.5590969523382583,-0.6685811373929977,6.428147156769078,3.076702823735373,-0.3201190329529735,-0.09011173598653205,1.943483318650903,0.6725291473327911
gretafilm,35.455357142857146,36.469872202187354,958774.9880779969,3204829.9522457733,0.20956344034090635,0.2427028096179698,2115.5498999781103,1832.0223809523566,-0.09756974318479052,0.11938858303909157,-0.417305048611801,-0.42985573860846626,-0.3688480724631624,-0.4839079317975584,-0.9436242162453469,-0.7767568319809391
happydeathdaymovie,29.089430894308943,23.297652671488642,3207235.7834482677,5866157.529256794,0.2818052451106737,0.2774824084913634,3351.9298110263094,2201.7553203051434,-0.740412225506629,-0.5058691231972519,-0.14526185504796815,-0.3220874501922322,0.4654928020664503,0.17768593250923842,-0.16992975387059953,-0.26371057723942953
hellboymovie,38.009900990099005,29.245121468258038,2896114.744057155,9799751.786628887,0.2914916913226804,0.2936284295132869,2791.893035422161,2825.871996099152,0.16039260885085324,-0.22355522088841276,-0.18290465554292595,-0.1627997608063862,0.5773642874116213,0.48482312750561146,-0.5203862342284779,0.6023218720152804
hersmellmovie,41.4375,45.86524930434806,4502019.763547086,21597979.94874923,0.31197948408664816,0.3352172109335366,3056.0757018266545,2014.6022981460774,0.506517614058247,0.5653674799464419,0.011395165455414599,0.3149598605040928,0.8139835549721125,1.275944460209728,-0.3550675775388323,-0.523406554693703
highlifemovie,43.455696202531655,56.752582602999105,2402062.2189402143,6428363.447653331,0.15218429100145547,0.21677997766615692,2961.76515008344,2197.159366268555,0.710318633107727,1.082166416487095,-0.2426804928614304,-0.29932138032302846,-1.0315359689271986,-0.9770242160654498,-0.414084673315947,-0.27008798307609466
hotelmumbaifilm,136.1818181818182,181.50961315980342,344585.0452448195,841975.4368819812,0.3711785783851841,0.31113151696463104,2373.880031385012,1718.9773791712514,10.07396629441016,7.00412167854513,-0.49161641479046286,-0.5255376039665509,1.4976905064500434,0.8177750774803203,-0.7819679240749147,-0.9336195526315982
httydragon,46.85714285714285,49.797002887710406,58575097.73329757,188005659.73885703,0.30753269979653897,0.2715897309620545,4912.735240341681,3694.808428750296,1.0538027272620132,0.7519995977372438,6.553743089424717,7.05350305421271,0.7626263954260804,0.06559265300014973,0.8067817784948486,1.808069412822689
hustlemovie,34.55454545454545,29.54490768724678,16990909.94716539,24084109.99201288,0.20452090901811806,0.2498641908845735,5941.125529094032,2422.538643482917,-0.18853529936773908,-0.2093249961939854,1.522436663984203,0.41563366776370625,-0.4270856816578156,-0.3476807739400489,1.4503217328872677,0.042651245064048396
isntitromantic,35.557692307692314,32.89225619734042,11849579.16266707,19741397.003022317,0.28765428840217744,0.2943566485449408,4437.26594237005,2379.937033695748,-0.08723575739498395,-0.050433364717830304,0.9003826576777956,0.23977904920822327,0.5330450442972133,0.49867565194005065,0.5092454309833606,-0.016463304982604027
johnwickmovie,36.37864077669903,25.18094382927484,11571453.110453967,37574943.95356789,0.2242909747148901,0.21199232064046894,2449.440676148496,1706.7611983756835,-0.004334930230210353,-0.4164732315824599,0.8667319488848526,0.9619339796468703,-0.19875564539250207,-1.0680972765722982,-0.7346840334968073,-0.9505708846264765
lalloronamovie,76.8,87.20922479238588,283368.81021500763,876022.2200938351,0.1460887264243135,0.19264510227211987,1365.0882831857755,1886.7200913402944,4.0774853559937325,2.5278795091527226,-0.49902301939293353,-0.5241589072647563,-1.1019353546603292,-1.4361291509621867,-1.4132436204014482,-0.7008575747857586
lastblackmansf,51.74193548387096,50.50484980987885,6515634.0879612835,8962655.590893146,0.1689197884659532,0.22398065809295387,5847.3837118702395,3295.685624985821,1.5470777190213743,0.7855996103919083,0.2550240837569718,-0.1966972881282579,-0.8382530126843805,-0.8400494911255566,1.3916605364128725,1.2542413984409053
latenightmovie,31.173076923076927,16.135509281188295,3938641.8175959913,5652875.543156581,0.14111171155162155,0.2083458253697164,4206.6962308759685,2190.293101077486,-0.53000196734212,-0.8458410874906104,-0.05676841378757117,-0.3307241301675135,-1.1594162959887286,-1.1374626222203525,0.3649608891688022,-0.2796157023171945
lionking,50.115384615384606,40.917672430867356,1059579.9377273866,2227675.500602573,0.29105052314747826,0.28637416976177604,3464.23495931003,3053.366981525127,1.3828257379119526,0.33051635556828385,-0.40510857158799535,-0.46942481070674685,0.5722691123632424,0.34682919148702096,-0.09965210656587715,0.9179968844974783
littlethemovie,34.24031007751938,23.39176797948752,77362449.43684708,203675598.06428492,0.2206909058575552,0.2601577249987069,7892.456780465309,2562.313041211415,-0.22026734305059564,-0.5014016664057855,8.826840831028374,7.6880444190213,-0.24033385081480974,-0.15187233357436408,2.6714141899499153,0.2366040245726443
littlewoodsfilm,48.33333333333334,37.071252713899185,1280761.738340941,9446250.18023946,0.14791874222978965,0.19247396780561826,2027.9412483468134,1519.0446482116924,1.2028710502433817,0.14793485790581726,-0.3783475964707034,-0.17711451987703183,-1.0807999886155573,-1.4393845511587513,-0.9984474368570334,-1.21104882089912
longshotmovie,34.51724137931034,25.338903835060147,12983382.86285467,36695863.06521783,0.226442233467922,0.2528172806402184,4372.928065818221,2634.080503018969,-0.19230233080803028,-0.40897520054340686,1.0375625365125214,0.9263363164597969,-0.17391015440477872,-0.2915057136642233,0.46898445750402057,0.3361894917401704
mamovie2019,28.528000000000002,17.389917078583213,4367685.683133502,12697851.578732274,0.27509426433841416,0.2726453808882761,3714.0205619574353,2829.4113435395925,-0.7971065093639135,-0.7862969734363158,-0.004858029759472036,-0.04544357476137442,0.38798580200847743,0.08567372169178472,0.05665724125051803,0.6072331167416106
meninblack,34.78947368421053,32.259766285198396,2650245.16219191,6146605.021700235,0.3902580101818214,0.31557003544543355,3607.0255790467213,3456.3935699726153,-0.16481183157547294,-0.08045633774541186,-0.21265262641640106,-0.31073095784896393,1.7180442180089819,0.9022066606104433,-0.010297442370730995,1.477241841482329
midsommarmovie,46.85185185185186,55.62398255107458,9025895.852702936,12542667.177526975,0.2991708257343413,0.3328874536066911,4827.8379112226785,2601.891534887437,1.0532684321975658,1.0285941329338224,0.5587428003864268,-0.051727640447709895,0.6660527655175404,1.2316267221479489,0.753655233148369,0.2915236592266145
missbalamovie,30.92857142857143,25.733425416634088,11735921.88253086,49373291.12350912,0.30026569668346065,0.2881226565928269,3972.411709179434,3360.358590066732,-0.5546925642627312,-0.390248086363389,0.8866311662025165,1.4396984200819378,0.6786977373326356,0.3800897291791163,0.21835171553458382,1.343982449308246
missinglinkfilm,53.897058823529406,50.783027417656214,11598548.331867175,30076346.10987253,0.21192713496758192,0.2843129959864023,4039.322034017064,2773.1656149014925,1.7647058823529425,0.7988041195150539,0.8700102228840016,0.6582843793055568,-0.3415490999606542,0.3076205758839083,0.2602224603921907,0.5291858092079683
onceinhollywood,39.82795698924731,34.54391739741514,6639516.921928645,24083351.846086394,0.21562343586569174,0.26228734916896923,3865.6562069183587,2567.0801304357087,0.34398311647873286,0.027967537349697424,0.2700127737308476,0.41560296726310914,-0.29885948369646914,-0.11136162241136466,0.15154689268898766,0.2432188998305093
onthebasisofsex,36.527272727272724,38.52335987681172,963648.8734370995,3393852.3871230236,0.20261789394651772,0.20749811696618448,2930.446012689801,1714.0994258244407,0.010674186798269314,0.21686334727513265,-0.41671535305611934,-0.42220142936260147,-0.4490641367108451,-1.153588129605864,-0.43368337671712803,-0.9403882643935686
overcomermovie,31.672897196261683,16.74312563687662,18966286.95950281,34420499.85851046,0.2958994389590837,0.3478052294281436,5718.816981777425,2091.5515297590773,-0.4795292328830703,-0.8169988101550446,1.7614392172132263,0.8341973402472072,0.6282706016902151,1.515399660085064,1.3112068132250638,-0.41663079607886805
petsematarymovie,43.825,37.556216196523316,267279.4757903303,882495.8252078238,0.1853398696740483,0.21671166148643697,1544.6461785051474,1172.9466422512585,0.7476115832027075,0.17095505993382495,-0.500969681717764,-0.5238967639085443,-0.648612887293401,-0.9783237585213627,-1.3008809493139797,-1.6912989334325867
pomsmovie,29.625954198473288,22.545741757985024,54092293.73290819,72409788.21634473,0.22158748213856866,0.2858923214618203,7059.4771051558655,3280.073982701255,-0.6862331541183643,-0.5415607613434016,6.011364801621026,2.37254257058997,-0.22997903976368353,0.3376632468210735,2.15015712624427,1.2325784797448285
rocketmanmovie,34.18691588785047,23.483989710678273,6926946.223913605,16751049.95378712,0.2622161050649772,0.25741152408496965,3790.6092804511854,2378.755300895381,-0.22565918268055613,-0.497024093744239,0.304789090665889,0.11868738576536607,0.23925232691363005,-0.20411185713230182,0.10458447368893217,-0.018103092847853105
scarystoriesmovie,37.851485148514854,38.649064937804276,596808.576946695,1274101.4556364885,0.17534742444299276,0.2421560199516503,2335.2634717426513,2214.597995427608,0.14439549721823206,0.22283030355879682,-0.4610996740950454,-0.5080390134797692,-0.7640184411737101,-0.4943092216347479,-0.8061331649400211,-0.24588991353557824
secretlifeofpets,56.25,34.05418476487141,50332158.66555557,43068536.67360691,0.39916499138559786,0.38116551699183465,6219.981033469799,1846.6860115445152,2.0023100404257095,0.00472095375156186,5.556422845746045,1.184392533719125,1.8209134432541367,2.149994718066961,1.6248222707966362,-0.756409386688699
serenityfilm,31.414285714285718,21.71404605130899,7187112.651418575,11556747.803393316,0.35184733957217496,0.3338793854912322,4817.67661711096,3501.1308652477865,-0.5056442773462814,-0.5810396167201224,0.3362668491139255,-0.09165164092949996,1.2744286050013045,1.2504957163250126,0.7472965589944576,1.5393198966006243
shaftmovie,33.92222222222223,20.357487171815126,2792205.496068482,5850628.0692688925,0.25286338587937723,0.2658602348019674,4015.850023193711,2084.808145775391,-0.2523884167972925,-0.6454326289524265,-0.1954767242762836,-0.3227163030014021,0.13123514864112612,-0.04339651386407177,0.24553428515369755,-0.42598800375198
shazammovie,38.023622047244096,46.08490359799703,13209435.577955166,35925967.43100311,0.2512032092455732,0.2917241394305147,3279.879402728454,2811.348898408603,0.16177818544895498,0.5757940097724773,1.064912847737133,0.8951600210367295,0.11206130284732123,0.44859882718493777,-0.21501702956454855,0.5821694320124389
spidermanmovie,41.65048543689321,38.66201787255734,6196187.433458823,15178786.403259927,0.25113204911942033,0.27142640893401004,4178.557569855797,3354.2100731645733,0.5280252598595252,0.22344515227535947,0.21637395997314984,0.0550198563551581,0.11123945458265995,0.06248586467709553,0.34735244534388615,1.3354506869654335
stubermovie,34.488372093023266,29.487776019212124,9743397.420957685,39431366.6482111,0.2172615610317276,0.23285683345854985,4443.794607795232,2349.983933678558,-0.1952176023545513,-0.21203691696220167,0.6455539284332186,1.0371083017058804,-0.2799403164916195,-0.6712027145492503,0.5133309003775361,-0.058026617703990285
taosdfilm,37.598039215686285,33.14385158843355,2506131.178167068,5323323.809679827,0.1292354423930392,0.22288077474426352,3585.3702892695146,1873.3958811630487,0.11880207903638494,-0.03849065781350807,-0.23008910052884787,-0.34406905867920035,-1.2965786610140757,-0.8609719887539988,-0.0238487607252494,-0.7193464228196689
teenspiritmov,40.25581395348837,56.19136448727803,4988774.635774652,15704033.357292924,0.1941916083736383,0.2454948413855609,3571.1985272667766,2940.180075563294,0.3871888688284611,1.0555265665425784,0.07028805351296954,0.07628930312335729,-0.5463816732302904,-0.43079659221275846,-0.032717081607554474,0.7609372557526094
thebestofenemies,38.277227722772274,32.18791323852966,6686644.965125158,32142694.620012425,0.2087564740650163,0.2376481532966031,4112.208111828966,2173.704004046265,0.1873877347309028,-0.0838670515618254,0.27571483596114876,0.7419594759501101,-0.3781679524203112,-0.5800599783053183,0.30583267638112155,-0.30263494998365853
thedeaddontdie,34.74226804123711,39.264705263023075,4864313.17030752,16091716.832754545,0.13990421202430905,0.20834405980183293,2038.7268349949481,1783.1689461538517,-0.1695787408238404,0.25205346194268113,0.05522935441933584,0.09198822908747317,-1.1733620468572565,-1.1374962076818462,-0.9916980966351834,-0.8445464960517299
thefarewell,51.542857142857144,49.78372818338072,2585784.025127129,5381441.735664036,0.1166948728602518,0.20066702251274424,3010.310484209488,1499.8769021237451,1.526974436338352,0.7513694752919867,-0.2204518344897494,-0.3417156206944431,-1.4414132174655776,-1.2835324165813415,-0.383706263045909,-1.2376462356695535
thehummingbirdprojectfilm,32.61261261261261,27.299860135988347,3652352.51432504,15738470.062458845,0.2884458020045337,0.2799974954023706,4841.195779813154,3306.0000737336463,-0.3846351094927945,-0.3158927070509049,-0.0914068013037603,0.07768378939648037,0.5421864569916586,0.2255290969625709,0.7620142406550656,1.2685538622128867
theintrudermovie,38.673469387755105,36.0772344719911,4636762.451790135,13820076.31188661,0.2593282360185113,0.2599728339936668,2443.449214422691,2293.0339596441377,0.22740091829158146,0.10075089134315512,0.027697798480856625,0.0,0.20589951695221934,-0.15538941710788418,-0.7384333347571744,-0.13705114534583718
thekitchenmovie,42.58139534883721,38.85795992091958,1186106.0593065915,2587737.9436532827,0.20186032240604698,0.25512691234247065,2094.576804265575,1691.8817116122987,0.6220301878538702,0.23274611142113577,-0.3898000679865418,-0.4548443759095681,-0.45781354300834143,-0.2475708146856301,-0.9567486352581785,-0.9712178547606319
thelegomovie,41.58426966292135,37.4939123114895,129395206.71378782,162257793.53446954,0.27559579470776113,0.2667822881909082,6357.522074211961,2889.175640014068,0.5213386739885938,0.16799762484438802,15.122328610355959,6.010864224184329,0.3937781169748282,-0.02585678124935227,1.7108918846916505,0.6901628349516356
themustangfilm,31.691056910569106,35.5395417206273,4055545.0563493394,8115060.734937881,0.30440363466820425,0.3022344302183055,5131.819749675076,2510.4700169821235,-0.477695432840806,0.07522774123211197,-0.04262419100463452,-0.2310199501281358,0.7264879442349015,0.6485305147985667,0.9438791788559006,0.1646659671686417
theprodigymovie,42.30508474576271,57.27668624933432,358949.2251820213,545746.0835165336,0.13836306751499733,0.21866886757106474,2531.441782505687,1998.6543322780933,0.59412785486458,1.1070445202093973,-0.48987848038169396,-0.5375331698888401,-1.1911611572445675,-0.9410928651609382,-0.6833698691932366,-0.5455361603859554
thesunisalsoastar,34.94949494949495,24.735928042193212,3711920.266971615,6021948.261560019,0.2610930240207124,0.2848349501785386,3623.481107038056,2101.027959224136,-0.14865260142052442,-0.43759720006940644,-0.08419964799392188,-0.3157788316228915,0.22628154879387163,0.3175494336669909,0.0,-0.40348117880678785
theupsidefilm,30.661764705882355,23.489428344356035,2019966.632728226,5025208.522701927,0.2141894662825904,0.22146539659078904,3288.5897681776933,1767.8340933176273,-0.5816351786156252,-0.49676593318060036,-0.28891056444363755,-0.35614099394408244,-0.31542080078740564,-0.8878959767338874,-0.20956630891378727,-0.8658253380948789
tolkienmovie,48.957142857142856,61.31008672880734,1674472.6035341013,4095700.8144886387,0.2357537732680988,0.28239517613606285,3024.557939279789,2546.633755516349,1.265864438341958,1.2985016035240493,-0.3307121823560939,-0.3937806500499823,-0.06636856840957295,0.271138905970199,-0.3747905754062745,0.21484724299684793
toystory,37.252631578947366,26.654502304015967,53515538.79496049,96247575.0398332,0.20819029330190567,0.29015777751446875,3352.327977916869,3053.4280294092428,0.08392220548070164,-0.34652649331451,5.94158272868203,3.337834294836726,-0.3847069329253118,0.4188027551625952,-0.1696805913635303,0.9180815953386611
triplefrontier,39.8375,42.17061884475968,1079015.3766733478,2430235.460920923,0.2179591414061441,0.28413512227211146,2443.173512262969,2493.3557395075964,0.3449467865687657,0.38999110080476956,-0.40275706121696236,-0.46122231041563805,-0.2718837650045651,0.3042369785507514,-0.7386058620138337,0.14091797226106556
uglydolls,51.26315789473684,61.949477523755576,152079500.1638547,233737567.1929792,0.30895101693617943,0.3338243768541472,6057.313259261613,1965.6397709909709,1.4987299119839876,1.3288521470225267,17.866920664885907,8.90537932638345,0.7790069380553696,1.2494493161951028,1.5230289991759423,-0.5913475967430785
