Movie,A_avg,A_std,B_avg,B_std,C_avg,C_std,D_avg,D_std,A_avg_stdnorm,A_std_stdnorm,B_avg_stdnorm,B_std_stdnorm,C_avg_stdnorm,C_std_stdnorm,D_avg_stdnorm,D_std_stdnorm
beachbummovie,33.64485981308411,20.565487983716434,10557472.489571773,13171636.554763962,0.19065556415466034,0.1999194087997236,4604.061084524547,2391.801511969245,-0.5394595568032682,-0.7965077089784883,-0.14906926087787134,-0.26305849447572466,-0.7565057520986792,-1.4878687666965846,0.5811179609770126,-0.10627199046605652
bernadettefilm,35.05555555555556,24.798384555111852,8255672.661522896,12435050.248323254,0.19538465196635715,0.2678772859709604,4734.061698776954,1978.8730578672605,-0.4390689575411712,-0.6035916082352112,-0.1996757701750465,-0.27093453979888865,-0.6888451079453641,0.01576704740474396,0.6762309545552037,-0.8532676293535737
blindedbythelightmovie,34.0990099009901,15.943902245739093,9422088.193971574,46377098.97962064,0.2198081136250925,0.2517577031617694,5058.690847604672,2780.5749886703893,-0.507140469060123,-1.0071384874024958,-0.17403139494834882,0.09199525109080589,-0.3394104571028584,-0.3408948000393439,0.913740987298552,0.5970268225025624
booksmart,65.2,92.35521100620147,3016540.562397561,4491566.6872811895,0.25652478108508275,0.26504735826352016,3997.886217255943,2530.261603946949,1.7061270270295565,2.4753401156358725,-0.3148613671382091,-0.35587127566204896,0.18590720888791862,-0.04684792571313032,0.13761923914914698,0.14420502035714194
breakthroughmovie,42.778761061946895,35.33749657165541,6133070.505461895,14566034.76002952,0.2617181029821375,0.3021658648296213,4441.6177215404605,2780.809150132829,0.11054440391451287,-0.12326699806928279,-0.2463425065419345,-0.24814870947540568,0.26020980567648655,0.7744360543339658,0.46226871838553596,0.5974504251618135
brianbanksmovie,31.264705882352942,30.076349405154637,10297295.811867718,21458279.44443366,0.34325343849115697,0.3194153474397913,3766.2704032469055,2255.590559479473,-0.7088405737357512,-0.36304606653427896,-0.15478940791181178,-0.17445248265439756,1.4267631752612002,1.1560980618451044,-0.03183898654566978,-0.3526802640248571
brightburnmovie,59.59090909090909,49.55345362172268,540250.9142165811,1485915.9902977063,0.2075671531564025,0.2645344584359853,1972.9329280361585,2133.6408942888493,1.306962288152056,0.5246314223565179,-0.3693041442972438,-0.38800958845451855,-0.5145459807694528,-0.058196345967409024,-1.3439073697924973,-0.5732895903046347
brittanyrunsmov,34.22222222222222,27.66979009589009,50759158.32664992,108047709.2561344,0.2584162101962064,0.27952030258155425,6327.54497364966,2118.2921206455,-0.4983722007563592,-0.4727260528793508,0.7347899536745632,0.7514163092857059,0.21296851904427228,0.2733804027447395,1.842079018900925,-0.6010558216213604
captainmarvelofficial,48.206896551724135,41.974030814092686,3340471.784634978,9325367.523878833,0.3794836910346744,0.3437300103811567,4021.385875857688,3714.507395610676,0.4968316509008157,0.1791959340874026,-0.30773953655587793,-0.30418522863769315,1.9451215400326318,1.6940842310468938,0.15481241081630384,2.2865287884480074
captivestatemovie,35.32142857142857,37.45693104985337,3835082.525272762,23233192.851232953,0.3950260915789848,0.3629997148443964,2171.7862060700627,1778.2432599630185,-0.42014839899156387,-0.026672850676727113,-0.29686520997910265,-0.15547398914398652,2.1674918732533115,2.1204456620413716,-1.1984193606364875,-1.2162108525113997
childsplaymovie,35.59756097560975,47.791176794645,2813976.902440035,8846657.03065233,0.1457554155379225,0.21460886823456424,2206.9517154157334,2114.2136493123367,-0.40049774244186237,0.44431489012478753,-0.3193148559324974,-0.3093039031342976,-1.3989072254809258,-1.1628498253255966,-1.1726910447834977,-0.6084338559247272
clarathefilm,31.23404255319149,19.089055309101447,2292385.0013869717,9968953.235481312,0.15708921477510845,0.2007756503116478,2809.31358240141,2409.859409356953,-0.7110226955762099,-0.8637967697416231,-0.3307823802012552,-0.29730360432619113,-1.236750761565065,-1.4689235692236655,-0.7319820472466237,-0.0736049013805348
coldpursuitmovie,31.719298245614038,25.51487655904552,4337082.169517238,15039809.195643485,0.2395739192226644,0.2838040882286133,4796.309216423155,3599.4162349641283,-0.6764900119570634,-0.5709371737879615,-0.28582843373380645,-0.2430828144197631,-0.056614452420284546,0.36816343286530806,0.7217734143365573,2.0783266308504094
detectivepikachumovie,42.525,25.53623650814661,16478140.563755386,44619055.18830659,0.2438619772025071,0.23261337017094216,3127.2763489524214,2089.994194403742,0.0924857791442955,-0.5699636848252252,-0.018899669112961908,0.07319713814813598,0.004736230128961361,-0.764482262160264,-0.4993493728013147,-0.6522473229145436
disneyaladdin,35.13043478260869,23.953858448975872,4188247.896799073,15653981.171850855,0.2694227867751646,0.2724837441331717,3360.9247452016066,2538.865616896817,-0.43374026032473467,-0.6420812525304762,-0.28910064833486265,-0.2365157003171392,0.370443298728665,0.1176895287590022,-0.3284040388903862,0.15976984783908546
doramovie,27.045112781954888,12.583474460519971,18383378.747403104,29038629.999438144,0.27799599255384577,0.2698250324875197,4355.485431347979,2796.700214433077,-1.0091232408181923,-1.1602914440645404,0.02298818433076247,-0.09339859390484832,0.4931030268922574,0.05886288178035451,0.39925132411348746,0.6261976708690187
dumbo,38.38636363636363,40.762179389662684,3710185.2400150723,27549769.776527073,0.20114688057519492,0.24277075973456175,2408.2721428041477,2089.762514400497,-0.20203569147804198,0.12396527878127676,-0.29961115493511686,-0.10931842637114401,-0.6064029721769579,-0.5397398870099438,-1.0253979829201496,-0.6526664365656427
escaperoom,31.362903225806452,36.67145648325872,4407837.724115743,15438257.283031322,0.2555499973849953,0.2947724368782145,3386.428236758719,2416.5178869305405,-0.7018524686054606,-0.06247119539519979,-0.284272828599084,-0.23882235618458517,0.17196065181724218,0.6108490866495432,-0.3097447929887987,-0.06155958539494365
everybodyknowsmovie,47.60606060606061,50.25507023655598,3942240.874471973,7892329.785771757,0.3620539886592287,0.30978198408623264,3215.8458560232216,2229.2666368354753,0.45407382663908197,0.5566079044810781,-0.29450926663036386,-0.3195081718915184,1.6957489470335436,0.9429502892599883,-0.43454882546780355,-0.400300754252983
fastandfuriousmovie,28.905555555555555,14.510416650049189,2150359.750109161,4131281.316889002,0.2988707722531652,0.2726820333848579,4574.841069119876,2955.4470494049488,-0.8767268924692575,-1.0724702163799855,-0.3339048942060098,-0.3597236740594528,0.7917654956924979,0.12207687622772069,0.5597395763168979,0.9133737960141686
fightingwmyfam,34.82644628099174,44.688393613271856,2514152.1732220044,6069934.491496034,0.12164468176321926,0.19049772055569505,2815.873684853536,2122.872599883397,-0.4553732651799472,0.3029041982483735,-0.325906690184026,-0.3389943716877018,-1.743867573683929,-1.6963330163570332,-0.7271824469832749,-0.5927696452129918
fivefeetapartfilm,33.14545454545455,16.82035366812069,2204397.9813831844,3967030.027132131,0.23655405544997984,0.3070704935417809,3608.2696880790318,1898.4547754212315,-0.5749991792622865,-0.9671938329454612,-0.33271682988345314,-0.3614799524360688,-0.09982065544525756,0.8829558565033336,-0.1474378327013787,-0.9987458730475084
glassmovie,53.79220779220778,42.56311971720023,617594.5678604393,2869991.770124753,0.2066960342579812,0.27805972591586564,1824.6969041928626,1403.3209384013726,0.8943041360131248,0.20604391684857304,-0.3676036956832897,-0.3732101773369174,-0.5270093707821165,0.2410636872264445,-1.4523620264488832,-1.8944526552886012
gloriabellmovie,53.93846153846154,57.75701806789089,1350105.3906046208,2549134.68524009,0.12025107339826585,0.16479990813088302,3987.228528211201,2403.0624438305967,0.9047121217953874,0.8985124370370237,-0.3514989869637191,-0.3766409836398762,-1.7638063955930876,-2.264922747443571,0.1298217013028816,-0.08590074477766493
godzillamovie,58.98305084745762,62.522536011716596,575386.3174135946,2056086.3916191026,0.25794745922706785,0.2704243862321624,1984.6760007019793,1934.8559881348249,1.2637047298499444,1.1157029882915994,-0.36853167047615704,-0.3819129669405597,0.20626194183905303,0.07212418118041805,-1.335315727349302,-0.9328953682514515
goodboysmovie,30.88495575221239,19.86982067535106,57537036.36173855,89798958.3318889,0.21378266759726966,0.2634044431534112,6729.208043821273,2876.467711450728,-0.7358650709302202,-0.8282130488753657,0.8838058427271661,0.5562891556667326,-0.42561853269518873,-0.08319906117993406,2.1359497612318368,0.770498631011722
gretafilm,35.455357142857146,36.469872202187354,958774.9880779969,3204829.9522457733,0.20956344034090635,0.2427028096179698,2115.5498999781103,1832.0223809523566,-0.4106175206176941,-0.07165848660808319,-0.3601026306917307,-0.3696298763250044,-0.48598443101677985,-0.5412433511134879,-1.2395638079219438,-1.1189233722150724
happydeathdaymovie,29.089430894308943,23.297652671488642,3207235.7834482677,5866157.529256794,0.2818052451106737,0.2774824084913634,3351.9298110263094,2201.7553203051434,-0.8636416077468168,-0.6719881160086723,-0.31066881339855157,-0.3411732834817158,0.547603279795187,0.2282899633886771,-0.33498504715231797,-0.45006926321394786
hellboymovie,38.009900990099005,29.245121468258038,2896114.744057155,9799751.786628887,0.2914916913226804,0.2936284295132869,2791.893035422161,2825.871996099152,-0.22882623852547931,-0.40092964098743583,-0.31750900409655813,-0.2991128129257186,0.6861905119120834,0.5855367826591389,-0.7447275283544962,0.6789699936931444
hersmellmovie,41.4375,45.86524930434806,4502019.763547086,21597979.94874923,0.31197948408664816,0.3352172109335366,3056.0757018266545,2014.6022981460774,0.015095046748475487,0.3565399077987045,-0.2822021775389746,-0.172958716758891,0.9793162289395934,1.5057300525393693,-0.5514422550679133,-0.7886327358171533
highlifemovie,43.455696202531655,56.752582602999105,2402062.2189402143,6428363.447653331,0.15218429100145547,0.21677997766615692,2961.76515008344,2197.159366268555,0.15871774305411934,0.852734854224197,-0.32837105795587074,-0.3351618232420615,-1.3069271497529582,-1.1148118636710547,-0.6204431513628476,-0.4583834338354064
hotelmumbaifilm,136.1818181818182,181.50961315980342,344585.0452448195,841975.4368819812,0.3711785783851841,0.31113151696463104,2373.880031385012,1718.9773791712514,6.757469460020682,6.538590737869004,-0.37360598084123753,-0.39489500695847196,1.8262975101128456,0.9728100502285951,-1.0505604538158448,-1.3234239884590218
httydragon,46.85714285714285,49.797002887710406,58575097.73329757,188005659.73885703,0.30753269979653897,0.2715897309620545,4912.735240341681,3694.808428750296,0.40077792494439274,0.5357312859938074,0.906628271424352,1.6063771420390047,0.9156945958763503,0.09790859565270603,0.8069547631246236,2.250892972632662
hustlemovie,34.55454545454545,29.54490768724678,16990909.94716539,24084109.99201288,0.20452090901811806,0.2498641908845735,5941.125529094032,2422.538643482917,-0.47472278618933317,-0.387266753778072,-0.007626113414228026,-0.1463754464363109,-0.5581296165257599,-0.3827906477754077,1.559361045913906,-0.05066791919284195
isntitromantic,35.557692307692314,32.89225619734042,11849579.16266707,19741397.003022317,0.28765428840217744,0.2943566485449408,4437.26594237005,2379.937033695748,-0.4033349520140705,-0.234709890763769,-0.12066148728777326,-0.1928104724851366,0.6312875023221892,0.6016493550655132,0.45908480462736445,-0.12773506340263102
johnwickmovie,36.37864077669903,25.18094382927484,11571453.110453967,37574943.95356789,0.2242909747148901,0.21199232064046894,2449.440676148496,1706.7611983756835,-0.3449130639445009,-0.5861563030653585,-0.12677626254998173,-0.002122941605038803,-0.27527266117626786,-1.220743550608816,-0.9952776448731155,-1.3455232981275604
lalloronamovie,76.8,87.20922479238588,283368.81021500763,876022.2200938351,0.1460887264243135,0.19264510227211987,1365.0882831857755,1886.7200913402944,2.5316281725849707,2.240809557635327,-0.3749518580671474,-0.39453095728046444,-1.394138434928814,-1.6488200540667786,-1.7886277592665198,-1.0199741457545712
lastblackmansf,51.74193548387096,50.50484980987885,6515634.0879612835,8962655.590893146,0.1689197884659532,0.22398065809295387,5847.3837118702395,3295.685624985821,0.748398779182729,0.5679917170826891,-0.23793160683701678,-0.30806357337268,-1.0674867790596085,-0.9554896272164269,1.4907762556735824,1.5288720248609537
latenightmovie,31.173076923076927,16.135509281188295,3938641.8175959913,5652875.543156581,0.14111171155162155,0.2083458253697164,4206.6962308759685,2190.293101077486,-0.7153612470847512,-0.9984059134946829,-0.2945883941474641,-0.34345382898527926,-1.4653462546301235,-1.3014258955154827,0.2903919440991612,-0.47080464167957925
lionking,50.115384615384606,40.917672430867356,1059579.9377273866,2227675.500602573,0.29105052314747826,0.28637416976177604,3464.23495931003,3053.366981525127,0.6326470890758634,0.1310519417072339,-0.357886370806979,-0.380078227973112,0.6798785709833722,0.4250290502048029,-0.25281867502450645,1.0905128658150338
littlethemovie,34.24031007751938,23.39176797948752,77362449.43684708,203675598.06428492,0.2206909058575552,0.2601577249987069,7892.456780465309,2562.313041211415,-0.4970849985780448,-0.6676987699466657,1.3196799525780916,1.7739300050003377,-0.32678005278804895,-0.1550359386533918,2.9870231984961158,0.2021866964048764
littlewoodsfilm,48.33333333333334,37.071252713899185,1280761.738340941,9446250.18023946,0.14791874222978965,0.19247396780561826,2027.9412483468134,1519.0446482116924,0.5058293843541555,-0.044250308443172987,-0.35302355054228046,-0.3028926750401639,-1.3679557855174391,-1.6526065748289052,-1.303661359829067,-1.6851062038986386
longshotmovie,34.51724137931034,25.338903835060147,12983382.86285467,36695863.06521783,0.226442233467922,0.2528172806402184,4372.928065818221,2634.080503018969,-0.4773774893652354,-0.5789572071565632,-0.09573410359631135,-0.011522628863451973,-0.24449388125795418,-0.31745059149827015,0.41201296520184183,0.3320154365939182
mamovie2019,28.528000000000002,17.389917078583213,4367685.683133502,12697851.578732274,0.27509426433841416,0.2726453808882761,3714.0205619574353,2829.4113435395925,-0.9035952151952851,-0.9412357329968366,-0.2851555963404435,-0.26812450223616097,0.45158702887497654,0.12126590318337802,-0.07006679683414996,0.6853727423442793
meninblack,34.78947368421053,32.259766285198396,2650245.16219191,6146605.021700235,0.3902580101818214,0.31557003544543355,3607.0255790467213,3456.3935699726153,-0.4580043790590031,-0.26353589337258626,-0.3229146006775185,-0.33817456202580726,2.0992733348050354,1.0710166986274068,-0.14834806635743641,1.8195958363279665
midsommarmovie,46.85185185185186,55.62398255107458,9025895.852702936,12542667.177526975,0.2991708257343413,0.3328874536066911,4827.8379112226785,2601.891534887437,0.4004013964160438,0.8012984163987947,-0.18274193144138362,-0.2697838317222697,0.7960584614028413,1.4541818479657778,0.7448409095421835,0.27378496452137596
missbalamovie,30.92857142857143,25.733425416634088,11735921.88253086,49373291.12350912,0.30026569668346065,0.2881226565928269,3972.411709179434,3360.358590066732,-0.7327612096544823,-0.5609767146279623,-0.12316031369909515,0.12403242706846306,0.8117231469895502,0.4637160652954587,0.11898119857509096,1.645866681900097
missinglinkfilm,53.897058823529406,50.783027417656214,11598548.331867175,30076346.10987253,0.21192713496758192,0.2843129959864023,4039.322034017064,2773.1656149014925,0.9017657434673201,0.5806697824455788,-0.12618055715559962,-0.08230267880719701,-0.452166259861862,0.37942352459473927,0.16793513108682434,0.583623120632973
onceinhollywood,39.82795698924731,34.54391739741514,6639516.921928645,24083351.846086394,0.21562343586569174,0.26228734916896923,3865.6562069183587,2567.0801304357087,-0.09944629800989131,-0.15943471380324706,-0.23520796522729268,-0.14638355301068837,-0.3992820441930367,-0.10791587978348893,0.040875141466162446,0.21081045392354697
onthebasisofsex,36.527272727272724,38.52335987681172,963648.8734370995,3393852.3871230236,0.20261789394651772,0.20749811696618448,2930.446012689801,1714.0994258244407,-0.3343358358871974,0.02193010655291543,-0.3599954752728567,-0.36760872924261845,-0.5853566909013881,-1.3201822894542383,-0.6433573270452175,-1.3322483013407502
overcomermovie,31.672897196261683,16.74312563687662,18966286.95950281,34420499.85851046,0.2958994389590837,0.3478052294281436,5718.816981777425,2091.5515297590773,-0.6797920912152826,-0.9707135340306154,0.03580378605927084,-0.03585224724759383,0.7492536344886327,1.7842525171150019,1.3967123418681864,-0.6494300728384962
petsematarymovie,43.825,37.556216196523316,267279.4757903303,882495.8252078238,0.1853398696740483,0.21671166148643697,1544.6461785051474,1172.9466422512585,0.1849988385599888,-0.022147886970614934,-0.3753055921504617,-0.39446173741194906,-0.8325591744502051,-1.1163234272864198,-1.6572569265774828,-2.3112042567498423
pomsmovie,29.625954198473288,22.545741757985024,54092293.73290819,72409788.21634473,0.22158748213856866,0.2858923214618203,7059.4771051558655,3280.073982701255,-0.8254605213498476,-0.706256782651669,0.8080710208942673,0.3703531821566699,-0.3139524354712563,0.41436767596923546,2.3775861511092087,1.500630259037854
rocketmanmovie,34.18691588785047,23.483989710678273,6926946.223913605,16751049.95378712,0.2622161050649772,0.25741152408496965,3790.6092804511854,2378.755300895381,-0.500884736917501,-0.6634957244705865,-0.22888865219844765,-0.22478514902450006,0.267334888368182,-0.2157983729508659,-0.014031813213885243,-0.12987284112038205
scarystoriesmovie,37.851485148514854,38.649064937804276,596808.576946695,1274101.4556364885,0.17534742444299276,0.2421560199516503,2335.2634717426513,2214.597995427608,-0.24009972634460364,0.027659169335658023,-0.36806068869789044,-0.3902744430418349,-0.9755244370802839,-0.5533416178528516,-1.0788136786978781,-0.42683661307121645
secretlifeofpets,56.25,34.05418476487141,50332158.66555557,43068536.67360691,0.39916499138559786,0.38116551699183465,6219.981033469799,1846.6860115445152,1.0692101948984392,-0.1817544913559341,0.7254020989811433,0.0566180163406868,2.2267084998316604,2.522382153258433,1.7633814803515426,-1.0923965780603284
serenityfilm,31.414285714285718,21.71404605130899,7187112.651418575,11556747.803393316,0.35184733957217496,0.3338793854912322,4817.67661711096,3501.1308652477865,-0.6981958907519156,-0.7441616759158036,-0.22316873052154698,-0.2803259034493216,1.5497189980508206,1.4761293302714245,0.7374065515804781,1.90052647730027
shaftmovie,33.92222222222223,20.357487171815126,2792205.496068482,5850628.0692688925,0.25286338587937723,0.2658602348019674,4015.850023193711,2084.808145775391,-0.5197213683138261,-0.8059874363723962,-0.31979351392244454,-0.34133933426169843,0.13352240065806095,-0.028862221530932493,0.15076218750077122,-0.6616289861783685
shazammovie,38.023622047244096,46.08490359799703,13209435.577955166,35925967.43100311,0.2512032092455732,0.2917241394305147,3279.879402728454,2811.348898408603,-0.22784979469862554,0.36655074768754864,-0.09076419322922187,-0.019754838525999272,0.10976969719300127,0.5434024652248357,-0.387699644395947,0.652697426302334
spidermanmovie,41.65048543689321,38.66201787255734,6196187.433458823,15178786.403259927,0.25113204911942033,0.27142640893401004,4178.557569855797,3354.2100731645733,0.03025191934692098,0.028249504966022805,-0.24495484139200993,-0.24159678246871708,0.1087515854206577,0.09429493288362711,0.2698047161056524,1.6347438947297934
stubermovie,34.488372093023266,29.487776019212124,9743397.420957685,39431366.6482111,0.2172615610317276,0.23285683345854985,4443.794607795232,2349.983933678558,-0.479431940132593,-0.3898705543766234,-0.16696721057201935,0.017727100615556084,-0.3758448384673146,-0.7590953940898659,0.463861404462915,-0.18192080638481964
taosdfilm,37.598039215686285,33.14385158843355,2506131.178167068,5323323.809679827,0.1292354423930392,0.22288077474426352,3585.3702892695146,1873.3958811630487,-0.258135925300323,-0.22324332147817338,-0.32608303677849265,-0.34697760395434196,-1.6352640175061552,-0.979825643337962,-0.1641918333223698,-1.044077902216859
teenspiritmov,40.25581395348837,56.19136448727803,4988774.635774652,15704033.357292924,0.1941916083736383,0.2454948413855609,3571.1985272667766,2940.180075563294,-0.06899833127585199,0.8271570947100524,-0.2715005671440734,-0.23598051078453702,-0.7059143824440711,-0.47946686346246525,-0.17456038977965688,0.8857555421364416
thebestofenemies,38.277227722772274,32.18791323852966,6686644.965125158,32142694.620012425,0.2087564740650163,0.2376481532966031,4112.208111828966,2173.704004046265,-0.20980222783070612,-0.26681062719989723,-0.23417182571284859,-0.06020797737573046,-0.49752996795979804,-0.6530826637752069,0.22126113335788397,-0.5008146422312572
thedeaddontdie,34.74226804123711,39.264705263023075,4864313.17030752,16091716.832754545,0.13990421202430905,0.20834405980183293,2038.7268349949481,1783.1689461538517,-0.4613637163306613,0.055717244698076075,-0.2742369303293298,-0.23183515456887238,-1.482622355029594,-1.3014649604658952,-1.2957702476254793,-1.2073001899825053
thefarewell,51.542857142857144,49.78372818338072,2585784.025127129,5381441.735664036,0.1166948728602518,0.20066702251274424,3010.310484209488,1499.8769021237451,0.7342315896515068,0.5351262855751557,-0.3243318191047787,-0.34635617043713235,-1.8146861484590135,-1.4713270676205743,-0.584925688006735,-1.7197810309607222
thehummingbirdprojectfilm,32.61261261261261,27.299860135988347,3652352.51432504,15738470.062458845,0.2884458020045337,0.2799974954023706,4841.195779813154,3306.0000737336463,-0.6129182849485781,-0.4895857715633901,-0.3008826435913631,-0.2356122918150889,0.6426119526863957,0.2839387698609394,0.7546139931292922,1.5475310641100422
theintrudermovie,38.673469387755105,36.0772344719911,4636762.451790135,13820076.31188661,0.2593282360185113,0.2599728339936668,2443.449214422691,2293.0339596441377,-0.18160412883414473,-0.08955312179147537,-0.27923977523873705,-0.2561249676482741,0.22601717812583486,-0.15912683655155554,-0.9996612077041652,-0.28494442177355855
thekitchenmovie,42.58139534883721,38.85795992091958,1186106.0593065915,2587737.9436532827,0.20186032240604698,0.25512691234247065,2094.576804265575,1691.8817116122987,0.09649909165025386,0.03717964897122652,-0.35510461486538564,-0.3762282132554343,-0.5961955208113952,-0.2663476864422517,-1.2549084578629668,-1.372440580312207
thelegomovie,41.58426966292135,37.4939123114895,129395206.71378782,162257793.53446954,0.27559579470776113,0.2667822881909082,6357.522074211961,2889.175640014068,0.025539747168678677,-0.024987413606607924,2.46365267462195,1.3310647184610604,0.45876259194414487,-0.008460870637769208,1.8640113135263876,0.7934875219970948
themustangfilm,31.691056910569106,35.5395417206273,4055545.0563493394,8115060.734937881,0.30440363466820425,0.3022344302183055,5131.819749675076,2510.4700169821235,-0.6784997752701328,-0.11405870260155244,-0.29201820330517186,-0.31712659211578187,0.8709260124600828,0.7759531319462271,0.9672446482850907,0.10840165296377685
theprodigymovie,42.30508474576271,57.27668624933432,358949.2251820213,545746.0835165336,0.13836306751499733,0.21866886757106474,2531.441782505687,1998.6543322780933,0.07683575377377916,0.8766211056671401,-0.3732901753586407,-0.39806247802432954,-1.504672025999007,-1.073018290532252,-0.9352827691011212,-0.8174829175718086
thesunisalsoastar,34.94949494949495,24.735928042193212,3711920.266971615,6021948.261560019,0.2610930240207124,0.2848349501785386,3623.481107038056,2101.027959224136,-0.44661664304128623,-0.6064380909533831,-0.2995730092819905,-0.33950747072112,0.25126659149634367,0.3909722816967142,-0.13630862687350645,-0.6322870268403253
theupsidefilm,30.661764705882355,23.489428344356035,2019966.632728226,5025208.522701927,0.2141894662825904,0.22146539659078904,3288.5897681776933,1767.8340933176273,-0.7517482144149752,-0.6632478563772398,-0.3367716684696169,-0.3501652406117647,-0.4197983275762555,-1.01114229669219,-0.38132683656114197,-1.2350412382872373
tolkienmovie,48.957142857142856,61.31008672880734,1674472.6035341013,4095700.8144886387,0.2357537732680988,0.28239517613606285,3024.557939279789,2546.633755516349,0.5502220978466666,1.0604450853254688,-0.3443675708532536,-0.3601041232302775,-0.11127056081528788,0.3369898475583209,-0.5745017518553562,0.17382256233095508
toystory,37.252631578947366,26.654502304015967,53515538.79496049,96247575.0398332,0.20819029330190567,0.29015777751446875,3352.327977916869,3053.4280294092428,-0.2827164770082166,-0.5189982352105242,0.7953907027476703,0.6252418323855065,-0.5056305058784492,0.5087451455313965,-0.33469373433720084,1.0906233026298011
triplefrontier,39.8375,42.17061884475968,1079015.3766733478,2430235.460920923,0.2179591414061441,0.28413512227211146,2443.173512262969,2493.3557395075964,-0.09876718022468524,0.1881555190168718,-0.35745907052233733,-0.37791232913114914,-0.365864322274532,0.37548789125350035,-0.9998629210414286,0.07744159073220871
uglydolls,51.26315789473684,61.949477523755576,152079500.1638547,233737567.1929792,0.30895101693617943,0.3338243768541472,6057.313259261613,1965.6397709909709,0.7143271026054467,1.089585598667115,2.9623810581207612,2.095371537772318,0.9359869345054629,1.4749122093098983,1.6443680506641871,-0.8772069037884963
