Movie,A_avg,A_std,B_avg,B_std,C_avg,C_std,D_avg,D_std,A_avg_robnorm,A_std_robnorm,B_avg_robnorm,B_std_robnorm,C_avg_robnorm,C_std_robnorm,D_avg_robnorm,D_std_robnorm
tt0328810,74.32432432432431,77.63255588122531,7429596.013007359,6754839.757017302,0.3364244009408313,0.3359432686965244,8309.913009225189,4659.362101477487,0.7899923596126119,0.8747886622603549,0.12452957553007857,-0.09682074808595392,0.5937310953432494,0.8218125871451089,1.7306980287497298,2.017036157528279
tt10005184,128.11111111111111,168.8131409079574,1056263.439652535,2578889.373085464,0.09973185055368892,0.17080273013066433,5180.699115383695,2028.1505587613974,2.374428882398877,3.126341274850916,-0.18827954905496805,-0.18449024592920493,-1.1122266184137315,-1.1510899446858038,0.45595100844220465,-0.6083019634207065
tt10017502,31.970588235294123,14.597512467616339,3220427.9363187305,6070315.314554977,0.2683491626613395,0.3252183696876087,3663.7550480056293,2106.268326334429,-0.4576524681389411,-0.6817566992446299,-0.08206033110760713,-0.1111915879223218,0.10307992077610866,0.6936842632818431,-0.16200608732202545,-0.5303585712595387
tt10043732,41.670731707317074,28.350616149388536,5971662.823106107,17101600.83285153,0.31592309889581943,0.33043643883629714,4184.885639883502,3340.76894051458,-0.17190828241049513,-0.34214672068565744,0.05297285075736915,0.12039815166745087,0.4459682937318571,0.75602354062779,0.0502867413960185,0.7013863759356068
tt10048096,28.48,27.72885861336525,11678228.086752085,22263503.22996316,0.2964252601856748,0.31429400334713725,4229.213104438426,2424.4736619376613,-0.5604772661312746,-0.35749998700019875,0.3330564120595692,0.2287666305679504,0.30543793781336503,0.563172941234961,0.06834440868120618,-0.21286353739913427
tt10059624,69.64285714285714,93.3403963556869,31720023.728180297,40676136.5176146,0.290058813022098,0.28828806803563617,7731.5612618379,2196.564903677925,0.6520869738169311,1.2626676087275326,1.3167264900839963,0.6153196702093041,0.259551873253388,0.2524849898436102,1.495095033338467,-0.44026355501223496
tt10077620,50.43589743589744,49.14332511828832,30357812.959164944,64114598.02058001,0.3501840260471298,0.2977930994863327,6235.588053172121,3338.317183572193,0.08629358348064381,0.171294580310998,1.2498679112711668,1.1073844605597651,0.6929033698829435,0.3660397885445537,0.8856808306341808,0.6989400918342887
tt10116528,132.35714285714286,99.4532245709058,2780284.691670873,4707617.573627054,0.2041477224019584,0.19442820906642425,3903.8223714004384,2354.606719077968,2.4995073296761054,1.4136137156674946,-0.10366297328352692,-0.1397999322932145,-0.3596509174596385,-0.8688408518048957,-0.0642099265121127,-0.28257452243623077
tt10160782,26.62903225806452,14.973346072667349,2243784.000355879,3978417.2039359314,0.2236024705030461,0.24535867921597865,1643.5244026477815,1164.242535836768,-0.615002569984195,-0.6724761146212275,-0.12999492907869997,-0.15510869421814477,-0.21943113640626552,-0.2603842343201368,-0.9849869006733268,-1.4702815605596298
tt10178206,100.26666666666668,76.16280807148155,157144.88512865934,580153.1773766062,0.05641373666065714,0.07546037068076808,1368.821693054663,1850.536791534539,1.554194818048545,0.838495689146532,-0.23240912878451592,-0.22645152000783528,-1.4244412209449457,-2.290126936952946,-1.0968924694212485,-0.7855192590793799
tt10182822,32.18260869565217,19.331246438005,37925569.866035104,279980446.1078184,0.18020706533261893,0.28203530691125955,4524.210956744031,3295.4449874107518,-0.4514068271360513,-0.5648650266894196,1.6213004994601754,5.639251164755883,-0.5322028145643344,0.17778444471793986,0.18851760424440403,0.6561635955001137
tt10186696,28.176470588235286,12.564145296054836,10631596.603357196,19801923.914988946,0.2367593641451434,0.2695530918154224,3811.328318284544,1955.8781498093574,-0.5694185529132169,-0.7319673133369057,0.2816867597912006,0.17708847287826707,-0.12460303910829781,0.02866180057920895,-0.10188920399381525,-0.6804130450400678
tt10212512,30.671641791044774,20.38757893709948,4499704.621307288,22000003.46625037,0.19686915028582955,0.24976609876863864,2643.4264954967857,2708.8086218243475,-0.4959164788814012,-0.538780655796173,-0.01927223471886208,0.2232347420533256,-0.41211110780503346,-0.2077296331555891,-0.5776570546800344,0.07083672660109983
tt10233502,85.1111111111111,101.45710034234442,888790.918606402,1913762.1807559528,0.09387688987706178,0.0949235008963231,2970.748197739833,2442.4916182669194,1.1077465882904225,1.4630960887753965,-0.1964992570487902,-0.19845386177526222,-1.1544261524239852,-2.0576046307215825,-0.4443161010822338,-0.19488580096675062
tt10298956,69.42857142857143,69.71033361163104,1269934.320813021,2525434.571432871,0.17153119070627826,0.27801983048696993,3599.167911768439,2941.6818918077192,0.6457746035805104,0.679162584149553,-0.17779238233083391,-0.18561247085702626,-0.5947340400641901,0.12981231338794008,-0.18831693159847143,0.3031901740955944
tt10322976,56.353846153846156,50.27506822677718,963044.2382310979,2876127.3670830326,0.2728566843319993,0.3057389990269048,3151.2946152587474,2368.702245686453,0.2606229057705849,0.1992410905461801,-0.19285483466191508,-0.17825006027614484,0.1355678100291136,0.46096793554836674,-0.3707669556523265,-0.2685104600302463
tt10344086,75.0,52.4022900262956,11029683.94686463,14906021.95828414,0.2267224927564283,0.2831390986520784,5134.244522536329,2607.378755873502,0.8098962297274529,0.25176928828543693,0.30122525899828007,0.07430438145667073,-0.19694362667456952,0.19097123421849074,0.437026813477992,-0.030366726394025864
tt10379122,109.04761904761904,67.17743115240287,13511662.369765293,26851467.27399969,0.4450780834164077,0.3359265453553958,5441.499505349908,4853.955429011034,1.8128617228476571,0.6166167785063862,0.4230430817418144,0.32508590328039627,1.3768507475846588,0.8216127965767853,0.5621931929917374,2.211195111516744
tt10443766,29.963414634146343,23.4497101349557,191067744.70254043,323642444.67765385,0.4094402905085748,0.35760607196040256,8521.471464411035,2953.094258865772,-0.5167792416686108,-0.46316642830896265,9.137661696101969,6.555886933269529,1.119991933849497,1.0806139679388107,1.8168805396032628,0.31457706633187615
tt10450770,29.701754385964907,20.64143755387572,11031921.593927134,16403700.457668187,0.29410767945756433,0.30625510789610244,5639.429974310376,3036.289151009753,-0.5244871580277608,-0.5325120402607101,0.3013350848092975,0.10574649879524117,0.2887340123458852,0.4671337898176035,0.6428240747707021,0.3975862498460118
tt10465998,35.417475728155345,23.195883578498893,1720788.5318752609,2958388.165856218,0.3550784890806239,0.3098615818975607,4773.479474560555,2899.4211124949443,-0.3561149947205413,-0.46943425216825946,-0.1556640359038053,-0.1765230850351604,0.7281801327258406,0.5102196471743161,0.2900620531452763,0.26102372979810834
