Movie,A_avg,A_std,B_avg,B_std,C_avg,C_std,D_avg,D_std,A_avg_norm,A_std_norm,B_avg_norm,B_std_norm,C_avg_norm,C_std_norm,D_avg_norm,D_std_norm
tt10693740,33.357894736842105,20.52414023558532,3613433.219757665,7154271.780722774,0.32549188286544267,0.2746395674666891,2731.000468488923,1885.2359052736124,0.0015029227081793644,0.006306452661851803,0.0030844162843926223,0.0009900024972704438,0.43115638173932613,0.6807914221812793,0.16551261122106303,0.1957247107598418
tt10758262,73.40277777777777,67.45423545762593,28689261.561354525,79987765.97896557,0.29229699075045423,0.22534346369638977,7977.365989775162,3623.8998313780785,0.007167567278705633,0.02072666323032418,0.024489071795541793,0.01106864409088183,0.38718542476636125,0.5585935724564813,0.5115187892112856,0.37623235603300903
tt10782442,40.6063829787234,55.745855314897604,600509.3247415225,1676450.0033262526,0.19145919743903317,0.2543460399922627,1701.1265264054662,1915.8553860369868,0.002528274924139713,0.01712902921157689,0.0005125930458697086,0.0002319858317815207,0.25361263725477984,0.6304867280768316,0.0975907813244955,0.19890361744163354
tt10796470,59.574074074074076,55.92706952473143,952384.2694993244,2539533.543695411,0.3421918594432146,0.2846932357344261,3256.467294137553,2398.472862743746,0.005211394968937006,0.017184710902641852,0.0008129524945365103,0.0003514186526901164,0.45327767525060003,0.7057129991458281,0.20016798688363444,0.24900884075710278
tt10837312,58.607142857142854,101.46076157537841,60232699.86295331,100712061.10174452,0.3675788977111605,0.3323966323918688,6323.899280116289,4559.893044275271,0.0050746154043054235,0.031175848662403593,0.051414460711324834,0.013936455736087188,0.4869061131284512,0.8239627602886288,0.40247002119809666,0.4734069326231413
tt10911666,2567.6666666666665,3254.4667083188233,18180.613244605367,25711.269822780832,0.0740313230670915,0.10808288843513782,609.3261930693272,835.691889584787,0.3599996227802978,0.9999999999999999,1.55189195818778e-05,3.5579052785125906e-06,0.09806412715421702,0.2679217128469398,0.025584807106086214,0.08676131879081155
tt10933674,49.0,56.33715470273592,298149.8146247601,853737.6955184387,0.06244021121366525,0.13553688875021222,2320.155831544002,2230.4409205907536,0.0037156140665226944,0.01731071777711879,0.0002544998309056687,0.00011813955025507572,0.08271019020481217,0.3359761745236308,0.13841675181128232,0.2315638073879045
tt1226837,40.75824175824176,33.819605686298566,1861468.3185766784,4990376.616947347,0.08859905958594594,0.13192210490391984,3833.4316069576967,2345.593638255972,0.0025497564704837503,0.010391750390271754,0.0015889440444907177,0.0006905643878962034,0.11736099106463797,0.3270156527084565,0.23821970400202339,0.24351893316032794
tt1235187,41.15929203539823,36.59937771405831,1940993.7223989642,11569108.537884861,0.21823136541993235,0.29051718378014785,2734.8107890862275,2103.9316531888094,0.0026064879952750726,0.011245890953656319,0.001656826702244334,0.0016009241324267556,0.2890758597976712,0.7201497167292756,0.16576390794475518,0.21842964751888197
tt1255919,38.35164835164835,32.304313196987955,859442.0788234476,1618656.1938073726,0.16875520637664315,0.21263822002706903,2739.2678141455885,1665.2087927235793,0.0022093260524403777,0.009926146460313787,0.0007336173058134088,0.0002239883699148032,0.22353824476509426,0.5270991268943149,0.16605785585969535,0.17288155206404546
tt1319706,85.66666666666667,117.74521862027565,12603806.002643742,13717360.694549605,0.46083931550289897,0.19327919200763222,7023.839085309467,2260.649587890204,0.008902384971567066,0.03617957385131769,0.010758572835196057,0.0018981975747909836,0.6104416801005051,0.47911092061009786,0.44863216827601066,0.2347000635206706
tt1458902,83.44444444444444,107.61293235423214,661668.7021950339,1956853.6340146256,0.1374273552097423,0.1674033689795902,1560.4662823395342,1138.8100564241206,0.008588035219746194,0.03306622620509838,0.0005647985159277872,0.00027078786546623257,0.18204042663863448,0.4149685301968576,0.08831401377047025,0.1182309695463076
tt1477834,36.63157894736842,24.215720266662338,6649182.399190393,17457090.54912497,0.38342325465698346,0.3144804914009081,3903.631082618126,2566.5804119506874,0.001966009526782847,0.0074407644744879185,0.0056757231205548835,0.0024156984482023667,0.5078940270254361,0.7795512604536102,0.24284947144228894,0.2664617236313546
tt1517451,48.67605633802817,42.54931675454397,4315621.191235175,10101296.080687666,0.2999499190820016,0.28945104161734525,3819.163955125124,2920.1694976272834,0.003669789842137539,0.013074128749199556,0.003683801932946301,0.0013978094000419198,0.39732272484307124,0.7175069058409653,0.23727872959613158,0.3031712523053507
tt1571234,35.0,17.471472074458926,6216474.1593603315,39217974.23603012,0.28159535943346253,0.24196796057744432,2837.2260436790575,3001.682584059499,0.0017352106300512074,0.005368459302348879,0.005306364601895939,0.005426952402923011,0.37300972060832593,0.599803274973487,0.17251835741377974,0.3116339201446691
tt1648190,35.32773109243698,30.155649231385226,2921938.358507755,12259932.551239688,0.29871998005592443,0.29780486891588664,3260.9688839001733,2971.0869017669006,0.001781570614458404,0.009265926474006822,0.0024941582442132943,0.0016965198155874776,0.39569351045045725,0.7382148250227875,0.20046487391186849,0.30845748421404234
tt1680140,48.323076923076925,57.539313033600756,2649232.2891211524,15473139.230651164,0.18578416323466662,0.22550731861695142,2911.764824495961,3159.4213911243746,0.0036198582959680297,0.01768010497281262,0.0022613771216317196,0.002141160826491603,0.2460953154946759,0.5589997449007126,0.17743430895353915,0.32801032285480874
tt1690543,38.04,56.65061105878147,294377998.1290339,1489362426.939654,0.3607915429265659,0.28829743670604197,6545.324225181356,3454.284964618153,0.002165241090542159,0.01740703351304084,0.2512802191089025,0.20609680023395271,0.47791537792257,0.7146472875585533,0.4170733496628803,0.3586229838349247
tt1727824,34.009433962264154,26.959261818395714,3853334.8999612895,16832486.422107007,0.2560410868353518,0.25987525887096474,2857.789965948217,2049.084522399913,0.0015950877453952067,0.00828377249934205,0.0032891956739845617,0.002329266220785541,0.33915975908428825,0.6441928550515609,0.17387458090220634,0.21273543239193957
tt1759744,39.337078651685395,32.30053529323886,2798576.2448822325,9434325.184365474,0.24493681751180538,0.28902442544053114,3675.65533673924,3041.6392630762193,0.0023487224490544136,0.00992498562381193,0.002388856696072556,0.0013055144924393224,0.32445070845835144,0.7164493865751952,0.22781410721042647,0.31578221236719417
tt1780790,49.404761904761905,47.3844758201759,637637.3613479538,1422148.5089457172,0.297179228547115,0.35665104785552576,2559.605441087926,2912.0622435203327,0.0037728706284614966,0.014559828096890732,0.0005442854319612059,0.0001967957911718388,0.3936525844530114,0.8840859178874748,0.1542088356612143,0.3023295592521361
tt1826956,29.71264367816092,17.477675774605448,455267.3063795713,1407048.0820865796,0.475214784550855,0.3566266054248538,4664.703879549102,3312.356905918968,0.0009872750136498245,0.005370365513320608,0.0003886148734866864,0.00019470620598992312,0.6294838607102277,0.884025328667603,0.2930434368779748,0.34388804898677255
tt1828172,79.15625,45.32253121723786,705694817.9270337,1399739236.595103,0.14192874130729652,0.24347042357061058,9991.113854218147,4416.895104311425,0.007981438433029358,0.013926254369537044,0.6023790826751758,0.19369481370423688,0.1880030986584326,0.6035276615479613,0.6443286742993273,0.4585609229750199
tt1842422,79.43434343434343,84.96109170294837,94178420.76527521,277239872.47781724,0.2098084737146294,0.21058414878000917,5787.519839531058,3362.1105847346244,0.00802077680396035,0.026105995027012323,0.08039043119946646,0.03836423531400282,0.2779186429741049,0.5220073839293571,0.367094941166706,0.3490534632291981
tt1977094,39.0,32.425480176951616,359551.6894132249,1139782.9512415437,0.17394447462258844,0.23941054410606413,1883.845407319536,2390.6569388182165,0.0023010401833287756,0.00996337743878837,0.00030691229599682623,0.0001577222675710829,0.2304121062608093,0.5934638126275454,0.10964138309351368,0.24819739352900472
tt2051958,2726.0,0.0,408619.2764012679,0.0,0.16740726405878356,0.09545961854248386,4796.8719690479475,0.0,0.3823970425975349,0.0,0.00034879624822105505,0.0,0.22175271964709334,0.236630468318453,0.30176013328698775,0.0
tt2226440,42.32380952380952,48.563261685017906,2955621.8842620463,5546555.63717074,0.45101728548884795,0.3092407078719492,6179.5510035952875,3654.1431378643792,0.002771217597837992,0.014922033634845348,0.0025229104056713274,0.000767528002898115,0.597431122402684,0.766562601486855,0.3929500220185003,0.37937220839731745
tt2258058,45.77358490566038,22.81975435966049,2555178.098995153,6198518.841662835,0.16698581426025425,0.17436850894579267,3606.0910995774348,2735.480438734145,0.003259213813643147,0.007011826024008894,0.0021810927333514103,0.0008577461579191152,0.22119445451120429,0.43223409606932706,0.22322623476282383,0.2839968813254385
tt2319991,36.62105263157895,25.923035457157006,7615214.926879655,27900920.32101114,0.4496604486627697,0.30176767429710855,3795.243281248347,2256.3495301667485,0.001964520501642643,0.007965371220696309,0.006500325729333013,0.003860907390794447,0.5956338153503775,0.7480380414522152,0.23570112298266307,0.2342536326247707
tt2328900,36.470588235294116,28.44316861445732,1945199.1051287802,4317317.894864876,0.21897768196238707,0.2779975097559847,3371.203504339623,2745.8738563262714,0.0019432362011091364,0.008739732547195221,0.0016604164049412108,0.0005974270517571529,0.29006445323737307,0.6891152712457791,0.20773502303619137,0.28507592328848125
tt2368254,34.101851851851855,28.800700806421624,1546200.0382161583,3539805.5126005346,0.3248018991225121,0.34417312309045306,5409.772810253896,3517.790759790831,0.0016081609386902722,0.008849591465416879,0.001319831940085572,0.0004898355003466437,0.43024240842778927,0.8531549627267069,0.3421819217979549,0.3652161392893569
tt2388771,45.18604651162791,45.116261088464405,800296.1829987846,2028554.922520733,0.27749418320097696,0.26063216980408116,2158.836909721346,2268.1234698550493,0.0031761021668859444,0.013862873746147596,0.0006831305379276542,0.00028070983332742326,0.36757717866685824,0.6460691268334241,0.12777751149321998,0.23547600003966565
tt2396489,51.265625,48.3099505108355,672393.4643778312,1117387.2390305973,0.22221486585120617,0.2928273746892688,4047.710887808151,3383.119544886037,0.004036103461933817,0.014844198709222997,0.0005739531423207655,0.00015462316654493382,0.294352524817656,0.7258763429726754,0.25235176450919555,0.35123460811270996
tt2396557,6527.0,0.0,0.0,0.0,0.21589336031940612,0.11507228428507282,1087.5134909345038,0.0,0.9200765755995437,0.0,0.0,0.0,0.285978867606171,0.28524740551663247,0.057122022465270234,0.0
tt2458010,45.13461538461539,48.91044754138143,498060.02411859384,989062.7219779607,0.2589969194902112,0.29827370847184653,2800.511259636643,2605.147945625126,0.0031688268539804302,0.015028713434480744,0.00042514261522713295,0.00013686572089051402,0.3430751443199408,0.739377009885737,0.17009695881875053,0.27046579513881636
tt2459244,54.56521739130435,41.441237692357596,3023643.0508627295,5203192.852267856,0.24461897219828674,0.2647461843077385,5397.446274202503,3045.5385242648995,0.004502855184126268,0.01273364929081272,0.0025809730793633022,0.0007200137310137936,0.3240296809533855,0.6562671686183501,0.3413689670753577,0.3161870326690973
tt2570500,72.0,52.34405410359423,499366.4754744436,790484.3190749252,0.2186953519782819,0.24307797171202555,5578.029103736242,2880.5047819146544,0.00696913399786871,0.01608375773818681,0.00042625779837614377,0.00010938659781502466,0.28969047041073026,0.6025548306430475,0.3532786928472498,0.2990532716385763
tt2574538,72.20779220779221,65.70681390713563,2323201.2657236466,4573604.882770514,0.195214470651556,0.24759675851065358,4395.4840465792295,2811.5105511102297,0.006998527740896116,0.02018973300270081,0.00198307797048485,0.0006328918433978849,0.2585869856056519,0.6137562438973306,0.2752879592874172,0.2918903081969619
tt2647424,48.26086956521739,48.4460411549972,15667028.268690826,27761952.177387744,0.2049773497487652,0.22866319174934172,4596.521110968867,2516.2146184303047,0.00361105860559097,0.014886015282062362,0.013373330619689814,0.003841677088473684,0.27151919021196874,0.5668226940039377,0.28854667448779825,0.2612327597964354
tt2677722,34.19417475728155,27.34463908072105,295285.23221072357,794561.300860673,0.289760119788988,0.2899153401664072,2331.350522992065,1954.3345919441736,0.001621220695774416,0.0084021873724579,0.000252054631531974,0.00010995076734519151,0.38382500884736426,0.7186578342102758,0.13915505957615468,0.20289851878283172
tt2700194,60.72043010752688,49.91893764192982,16829868.041956082,37547376.094088756,0.2016047926036478,0.25028761657673715,3842.8403105310413,2637.8134188850536,0.005373555499513417,0.015338592192180298,0.014365927331644358,0.005195776347113425,0.26705179912652327,0.620426488489524,0.23884022301657684,0.2738571162396654
tt2709692,82.9298245614035,85.54917733137171,223247269.38164523,308484087.49703825,0.2676973784212621,0.2591059504755508,7185.256865015448,3086.549340025338,0.008515238435113993,0.02628669610068443,0.1905632320425485,0.042687785193339184,0.35460003507653853,0.6422858517692557,0.45927792842923026,0.32044476509944375
tt2728784,33.49230769230769,25.544003105906405,4271519.590068937,26926489.28794159,0.15089893564908136,0.21202044385139163,2799.313812065991,2378.1270724510555,0.0015219364138158165,0.007848905948434728,0.0036461569320476663,0.003726066391497211,0.1998852890892808,0.5255677498785827,0.1700179852406451,0.24689654599914818
tt2777020,57.0,46.77669102800466,9244111.765964834,28006737.530624554,0.21405588472368112,0.24972904838052018,3725.071949321688,3123.7978733538853,0.004847273173077831,0.014373074061085829,0.007890747422640782,0.0038755502929628746,0.2835448919186279,0.6190418794173665,0.2310732116665499,0.3243118983274734
tt2829242,77.77966101694915,77.85102413717577,2192642.968748375,2946417.2259964384,0.2589787297329464,0.2348280437552232,5847.790040021153,3400.500425131892,0.007786709750697736,0.023921284534322882,0.0018716337807731876,0.00040772289635360154,0.34305104961792254,0.5821044627721259,0.37106985706489704,0.35303908666595374
tt2919200,142.0,315.98665726192866,59330405.08292297,242066875.26259628,0.3022805446528643,0.31652673592674857,5204.433840133518,3474.9950830336124,0.016871151180226144,0.09709322158811066,0.05064426446205399,0.033497023647068185,0.4004099418866303,0.7846236021184599,0.32863948904988716,0.3607731030456447
tt2949654,95.88636363636364,112.39342748275949,16378725.102960763,36377983.0824397,0.2947929749416608,0.30945478291380346,4576.916087071427,2423.5645548116804,0.010348036614316004,0.034535128964591294,0.013980833006386778,0.0050339566626917895,0.3904916808342094,0.7670932622854494,0.2872536918771438,0.25161385382667867
tt2990140,34.73728813559322,33.76324045770953,1369688.7483229889,4225555.319313859,0.2077711437530241,0.2574302032845844,1930.673603605798,1275.025101516386,0.001698048095831706,0.010374431046231467,0.0011691624067595482,0.0005847290187866613,0.27521993415555657,0.638131918947858,0.11272977736445136,0.13237278077918516
tt2993848,37.917647058823526,42.60246106249397,5789381.932667446,21943662.88656983,0.27562728369014744,0.27575222507866787,3345.1547705006706,2645.8971805509887,0.0021479333630301392,0.0130904584009407,0.004941799896023946,0.0030365467964889297,0.3651042271724183,0.6835495380822292,0.20601706747237641,0.2746963703136467
tt3076510,35.04,31.65277870898541,51068614.77695016,97090567.53666441,0.319661171517682,0.29960018436726105,5129.982554160652,3253.387251144604,0.0017408689255839832,0.009725949455275407,0.04359202383431972,0.013435316307342153,0.42343284533179554,0.7426651501186186,0.32372930793471155,0.3377658344713191
tt3201736,36.57364341085271,37.45380103950669,2711389.4425377934,5282932.799175435,0.25777051675031326,0.2953230487112823,4122.529721793495,1848.2957157226413,0.001957814117096452,0.011508429612682808,0.0023144342904044793,0.0007310480820966567,0.3414506141988374,0.7320627547938837,0.257286186002307,0.19188958970414122
tt3209242,29.802325581395348,26.478960391769167,1316804.2478726136,2872008.3240162632,0.2631978923467222,0.2851652415199297,5204.785571625211,2872.5365037789443,0.00099996118146088,0.008136190277837421,0.0011240203480965556,0.0003974262510712661,0.34863987988462825,0.7068830326299137,0.3286626863030381,0.29822600703524305
tt3211248,39.348837209302324,40.19162455903505,54949.12561636859,155729.53043014434,0.06186556387683402,0.1256087895860328,1066.7239492710755,1067.0947965753587,0.002350385783905307,0.012349680657755765,4.6904416812670374e-05,2.1549729832743495e-05,0.08194899498131494,0.31136586504825536,0.05575091901776058,0.11078550956344746
tt3226786,31.013333333333332,41.09711857971986,357971.30450120295,700655.5808824382,0.29804598078196587,0.2851081629007169,2478.5218546956007,2090.0845765159847,0.0011712671752845648,0.012627911809535642,0.0003055632839460166,9.695616773591595e-05,0.3948007106494403,0.7067415430597527,0.14886124374991525,0.21699204755111315
tt3254614,281.962962962963,544.5219773465925,2080448.2603342202,3992089.9515312435,0.27337384628768363,0.2987139016442141,3640.793201441959,3351.5075359043776,0.036669946382410674,0.16731527041119404,0.0017758646978514037,0.0005524222649736826,0.36211925590871397,0.7404681845428153,0.22551489375649372,0.34795265740449083
tt3263946,33.64545454545455,28.28349546471368,1641329.3186306146,7553608.669440277,0.23031582621328325,0.2649069743681546,2776.1049763231804,1771.5963775695407,0.0015436001676913044,0.008690669777760373,0.0014010340223680222,0.0010452624215785747,0.3050833016578599,0.6566657437213951,0.1684873254880238,0.18392668398316825
tt3289724,27.572519083969464,10.804318146036834,4002061.2845673407,6919105.9765937645,0.250952661471241,0.27898191573415976,3316.0749483220466,2013.3752149262743,0.0006845385778774032,0.0033198428849862396,0.0034161480914498854,0.0009574604384144117,0.33241947711649616,0.6915554700564142,0.2040992067957162,0.20902810119950832
tt3295256,118.52631578947368,87.70006806758003,290601.02599171025,722243.7006491146,0.2934462770925594,0.29219102921432166,2328.163690487448,2036.7938916899368,0.013550625117570946,0.026947600306805323,0.00024805620647118187,9.994351475535275e-05,0.3887078041771232,0.7242989353730206,0.13894488288710324,0.21145942224698266
tt3369286,51.50877192982456,34.45776606733949,4919337.18034096,14232181.429816838,0.15676469132770587,0.24061580348853204,3451.3838627612677,2548.4443168056914,0.004070498391604678,0.010587837933404308,0.004199132178366185,0.001969438062877344,0.20765524627622595,0.5964514748084042,0.2130230456215025,0.2645788388599381
tt3380190,37.94690265486726,20.982437117684963,23950735.246156342,42642419.355634294,0.28599740535014534,0.3405181708253032,5623.865819374121,3251.8423978711135,0.0021520717832402125,0.006447273546861375,0.020444279255664596,0.0059008244228969595,0.3788408036232961,0.8440948692611219,0.35630169738727635,0.33760544819855903
tt3380766,38.583333333333336,36.27432134291266,237637.3719980168,392559.13918534684,0.13914372683100054,0.16245861215350893,2493.947718216518,1874.6336103524088,0.0022420996048623625,0.011146010881042648,0.00020284658256950082,5.432202466322388e-05,0.18431398434282978,0.40271119938680683,0.14987860406486386,0.19462398320577903
tt3385524,43.54430379746835,35.76816966555827,359500.4783009592,984549.1558526919,0.17736321082242204,0.2491509055841001,3469.8218182818973,4124.901487559009,0.0029438655302485434,0.010990485652881425,0.0003068685823375422,0.0001362411371631175,0.23494066751728418,0.6176087477669301,0.21423905821036285,0.4282462201716632
tt3410974,33.8,22.40234950084242,8602748.06666902,19576095.236697935,0.22071800785321877,0.28846113444040605,7143.191971446787,3897.7679848630214,0.0015654617640679372,0.00688357003117568,0.007343281199241482,0.0027089246488168858,0.292369741490747,0.7150530703611319,0.45650368157353466,0.4046652778637615
tt3429692,165.95454545454547,115.28797038591006,32.51203847471116,78.97915529256572,0.25054079102707494,0.2878385198967822,7631.731103276708,4100.1770654754555,0.02025969861860431,0.035424535175369774,2.775218325936681e-08,1.0929073338062509e-08,0.3318739010828062,0.7135096997371018,0.48872361690158067,0.4256793369781748
tt3429774,36.81443298969072,26.849842057131966,8625201.854147367,26174250.733939793,0.4283621311871467,0.3439050670207712,3768.381953474031,2304.662938986849,0.0019918755820534035,0.008250151088809854,0.007362447688154524,0.0036219722125464568,0.5674214205616532,0.8524904908351061,0.23392957555211824,0.23926951840367205
tt3458560,54.246153846153845,46.449652070976725,2733958.511574465,14240374.150682598,0.32504975643780704,0.32395017077122695,2349.2475068397885,2607.249692603155,0.004457721288321351,0.014272584799299257,0.002333699183326718,0.001970571765141549,0.43057072771584465,0.803025214136202,0.140335394219934,0.27068399797391746
tt3511822,69.84444444444445,69.03813939669888,20851116.237464525,33183007.746204395,0.13965445546746108,0.15792378841395885,4104.115649567042,2271.2613295911874,0.0066642147386024655,0.02121334940075705,0.017798453315518086,0.004591838490704916,0.18499051092471697,0.3914700328955139,0.2560717485548093,0.23580177183700018
tt3514532,40.7032967032967,44.20668103887021,71105993.32948561,116207816.40877642,0.21893507814612334,0.29633889114860484,8774.701818492376,5270.377929767899,0.0025419840865101564,0.013583387080246484,0.06069587298422173,0.016080746157425288,0.29000801893521216,0.7345808800006633,0.5641043594598244,0.5471692921895436
